additivity,backward_seconds,batch,bytes,calls,component,forward_loss_seconds,missing_status,new_forward,observed_prompt_pairs,seconds,value
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_suffix_forward_loss_seconds,,,,,,477.1777869137004
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_suffix_forward_microbatches,,,,,,8750
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_suffix_padded_tokens,,,,,,306050
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_suffix_valid_tokens,,,,,,272925
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_teacher_head_positions,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_teacher_suffix_head_seconds,,,,,,5.066813790239394
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_teacher_suffix_microbatches,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B008,,,work_teacher_suffix_tokens,,,,,,2868
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,native_keys,,,,,18.669534910470247,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,native_geometry,,,,,1.1597302807494998,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,prefix_teacher_combined,,,,,8.67381235677749,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,terminal_physical_parity,,,,,41.74426367226988,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,explicit_actual_cost,,,,,5.261009619571269,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B008,,,durable_state_prepare,,,,,8.449609261006117,
DERIVED_NONEXCLUSIVE_COMMIT_REMAINDER_NOT_PURE_IO,,B008,,,publication_hash_transfer_misc_remainder,,,,,11.411025042645633,
,,B008,1070164127,,pure_filesystem_IO,,NOT_SEPARATELY_TIMED_INCLUDED_IN_COMMIT,,,,
,17.39266553800553,B009,,1,oracle_initial,18.86244179867208,,,,36.43250372633338,
,278.7656514197588,B009,,16,oracle_accepted,302.86748680938035,,,,585.1245252871886,
,139.4455189909786,B009,,8,oracle_rejected,151.33857939392328,,,,292.7660660855472,
,,B009,,,evaluation_current,,,True,1300,41.70155347045511,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B009,,,flow_total_including_oracle,,,,,914.4428536798805,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B009,,,preparation_total,,,,,28.061517043039203,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B009,,,commit_total,,,,,66.38167571742088,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B009,,,batch_total,,,,,1054.909618254751,
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_cache_transfer_seconds,,,,,,0.10748477652668953
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_head_positions,,,,,,17500
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_oracle_calls,,,,,,25
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_prefix_forward_microbatches,,,,,,350
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_prefix_padded_tokens,,,,,,11872
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_prefix_seconds,,,,,,3.447785433381796
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_prefix_valid_tokens,,,,,,10586
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_backward_microbatches,,,,,,8750
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_backward_seconds,,,,,,435.6038359487429
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_forward_loss_seconds,,,,,,473.0685080019757
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_forward_microbatches,,,,,,8750
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_padded_tokens,,,,,,296800
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_suffix_valid_tokens,,,,,,264650
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_teacher_head_positions,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_teacher_suffix_head_seconds,,,,,,5.047413337044418
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_teacher_suffix_microbatches,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B009,,,work_teacher_suffix_tokens,,,,,,2750
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,native_keys,,,,,18.497747763060033,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,native_geometry,,,,,0.7901536542922258,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,prefix_teacher_combined,,,,,8.627148196101189,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,terminal_physical_parity,,,,,41.3623879076913,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,explicit_actual_cost,,,,,5.640926661901176,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B009,,,durable_state_prepare,,,,,7.975253378041089,
DERIVED_NONEXCLUSIVE_COMMIT_REMAINDER_NOT_PURE_IO,,B009,,,publication_hash_transfer_misc_remainder,,,,,11.403107769787312,
,,B009,1070164107,,pure_filesystem_IO,,NOT_SEPARATELY_TIMED_INCLUDED_IN_COMMIT,,,,
,17.351910614408553,B010,,1,oracle_initial,18.86100974213332,,,,36.398260856978595,
,261.025109089911,B010,,15,oracle_accepted,283.83270146418363,,,,548.0155989844352,
,156.56270824279636,B010,,9,oracle_rejected,170.2389834187925,,,,328.7353757210076,
,,B010,,,evaluation_current,,,True,1300,43.30567772034556,
,,B010,,,evaluation_seen-full,,,True,13000,419.1457823179662,
,,B010,,,evaluation_first500,,,False,6500,0.0,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B010,,,flow_total_including_oracle,,,,,913.264995998703,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B010,,,preparation_total,,,,,28.11956561729312,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B010,,,commit_total,,,,,66.86497681587934,
OVERLAPPING_DO_NOT_SUM_COMPONENTS,,B010,,,batch_total,,,,,1475.4631037646905,
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_cache_transfer_seconds,,,,,,0.1032075434923172
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_head_positions,,,,,,17650
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_oracle_calls,,,,,,25
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_prefix_forward_microbatches,,,,,,350
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_prefix_padded_tokens,,,,,,12108
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_prefix_seconds,,,,,,3.435748158954084
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_prefix_valid_tokens,,,,,,10826
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_backward_microbatches,,,,,,8750
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_backward_seconds,,,,,,434.9397279471159
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_forward_loss_seconds,,,,,,472.93269462510943
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_forward_microbatches,,,,,,8750
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_padded_tokens,,,,,,302700
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_suffix_valid_tokens,,,,,,270650
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_teacher_head_positions,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_teacher_suffix_head_seconds,,,,,,5.029080878943205
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_teacher_suffix_microbatches,,,,,,100
AS_RECORDED_NOT_ADDITIONAL_ORACLES,,B010,,,work_teacher_suffix_tokens,,,,,,2802
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,native_keys,,,,,18.439928777515888,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,native_geometry,,,,,0.944430373609066,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,prefix_teacher_combined,,,,,8.592075334861875,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,terminal_physical_parity,,,,,41.28588301409036,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,explicit_actual_cost,,,,,5.446420401334763,
SUBCOMPONENT_DO_NOT_ADD_TO_PARENT_TOTAL,,B010,,,durable_state_prepare,,,,,8.900253109633923,
DERIVED_NONEXCLUSIVE_COMMIT_REMAINDER_NOT_PURE_IO,,B010,,,publication_hash_transfer_misc_remainder,,,,,11.2324202908203,
,,B010,1070164148,,pure_filesystem_IO,,NOT_SEPARATELY_TIMED_INCLUDED_IN_COMMIT,,,,
