model,ordinal,case_id,arm,layer,normalized_coefficient,block_frobenius_energy,energy_share
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N4,5,0.037874969615636966,0.0014345133233854234,0.0001842479770093945
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N4,6,-0.1835341249759792,0.033684775030698354,0.00432645103691046
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N4,7,2.019303128357998,4.077585124196397,0.523722434618986
Qwen2.5-7B-Instruct,110,6813,BARRIER_ODE_N4,8,1.659336099417545,2.7533962908302327,0.3536444647954921
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,4,2.2573743839652565,5.095739109382521,0.30842733964867364
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,5,1.7400152671851825,3.027653130037522,0.1832532985366293
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,6,1.3765858465112686,1.894988592815146,0.11469705920980365
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,7,1.967690932732191,3.8718076067564797,0.23434702879208102
Qwen2.5-7B-Instruct,112,12021,NATIVE_ALPHAEDIT_N1_T1,8,1.622188576404535,2.631495777417372,0.15927527381281248
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,4,2.2573743839652565,5.095739109382521,0.30842733964867364
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,5,1.7400152671851825,3.027653130037522,0.1832532985366293
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,6,1.3765858465112686,1.894988592815146,0.11469705920980365
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,7,1.967690932732191,3.8718076067564797,0.23434702879208102
Qwen2.5-7B-Instruct,112,12021,STATIC_SPLIT_OFF_N4,8,1.622188576404535,2.631495777417372,0.15927527381281248
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,4,2.048111063711942,4.194758929299263,0.5047797777550704
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,5,1.22792575964014,1.507801671187815,0.18144255851385782
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,6,0.20298902403893537,0.041204543880279484,0.004958382794565276
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,7,1.0152417210566589,1.0307157521740868,0.12403203070313261
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N2,8,1.239191800180508,1.5355963176346081,0.1847872502333738
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,4,1.612050019534919,2.5987052654825327,0.430614207858033
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,5,-0.13050288522908526,0.0170310030531158,0.0028220945199737566
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,6,0.01931603811435223,0.00037310932843510804,6.182547133858749e-05
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,7,1.3538916058969601,1.8330224805182496,0.30373799365345466
Qwen2.5-7B-Instruct,112,12021,BARRIER_ODE_N4,8,1.2592651007280884,1.5857485939117226,0.2627638784972
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,4,2.07843113867613,4.319875998218554,0.12817543953360977
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,5,3.8412890620483684,14.755501658212435,0.4378118518587628
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,6,1.9602679943496,3.8426506096714035,0.11401564097484243
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,7,2.501330528860191,6.256654414608003,0.1856417707205002
Qwen2.5-7B-Instruct,178,11765,NATIVE_ALPHAEDIT_N1_T1,8,2.127946128700802,4.528154726652731,0.13435529691228476
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,4,2.07843113867613,4.319875998218554,0.12817543953360977
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,5,3.8412890620483684,14.755501658212435,0.4378118518587628
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,6,1.9602679943496,3.8426506096714035,0.11401564097484243
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,7,2.501330528860191,6.256654414608003,0.1856417707205002
Qwen2.5-7B-Instruct,178,11765,STATIC_SPLIT_OFF_N4,8,2.127946128700802,4.528154726652731,0.13435529691228476
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,4,0.4635160389797144,0.2148471183914441,0.01154548572259194
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,5,3.540148618685336,12.532652242379694,0.6734814905312076
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,6,0.8190614388189272,0.6708616405601313,0.03605086049518107
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,7,1.6591483531170725,2.752773257651094,0.14792893003031907
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N2,8,1.561288256613053,2.4376210202378266,0.1309932332207002
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,4,-0.5938254093826575,0.35262861682848073,0.01846517592904246
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,5,3.0999256664772914,9.60953913768468,0.5031974783279561
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,6,1.2200612651376808,1.4885494906893582,0.07794695867815786
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,7,2.0574591265030993,4.233138057230896,0.22166561427064618
Qwen2.5-7B-Instruct,178,11765,BARRIER_ODE_N4,8,1.8474573822752078,3.4130987793231635,0.17872477279419732
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,4,0.8738743548350812,0.7636563880384295,0.043737642816910074
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,5,2.789005134207321,7.778549638634797,0.4455085180418775
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,6,1.0919212875759867,1.1922920982616008,0.06828731710231684
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,7,2.0763294683499343,4.311144061138321,0.24691639071160645
Qwen2.5-7B-Instruct,231,20237,NATIVE_ALPHAEDIT_N1_T1,8,1.8477804322728275,3.414292525890357,0.1955501313272891
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,4,0.8738743548350812,0.7636563880384295,0.043737642816910074
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,5,2.789005134207321,7.778549638634797,0.4455085180418775
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,6,1.0919212875759867,1.1922920982616008,0.06828731710231684
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,7,2.0763294683499343,4.311144061138321,0.24691639071160645
Qwen2.5-7B-Instruct,231,20237,STATIC_SPLIT_OFF_N4,8,1.8477804322728275,3.414292525890357,0.1955501313272891
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,4,0.025139636522026,0.0006320013244595834,5.5104354082420874e-05
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,5,2.5797416510657065,6.6550669862432175,0.5802569606412713
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,6,0.15481801889013114,0.023968618973065,0.0020898299032644963
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,7,1.6773484645221195,2.813497871434712,0.24530958546684245
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N2,8,1.4057050526834054,1.9760066951396555,0.17228851963453942
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,4,-0.5130981578362384,0.2632697195749414,0.020616131939222588
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,5,2.5422299017392858,6.462932873297339,0.5060995128697627
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,6,0.2791740817094023,0.07793816789828802,0.006103184046713003
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,7,1.8103454612484682,3.277350689062929,0.25664286164740735
Qwen2.5-7B-Instruct,231,20237,BARRIER_ODE_N4,8,1.6396925697930702,2.6885917234346026,0.21053830949689442
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,4,2.7589796191473477,7.6119685388704434,0.19753780770479404
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,5,4.631281098434416,21.448764612715888,0.5566157976003394
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,6,1.5456907331958567,2.389159842687545,0.06200096534435517
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,7,1.9703040610619214,3.8820980930370994,0.10074412981051369
Qwen2.5-7B-Instruct,269,19939,NATIVE_ALPHAEDIT_N1_T1,8,1.7894817977013493,3.2022451043044526,0.08310129953999768
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,4,2.7589796191473477,7.6119685388704434,0.19753780770479404
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,5,4.631281098434416,21.448764612715888,0.5566157976003394
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,6,1.5456907331958567,2.389159842687545,0.06200096534435517
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,7,1.9703040610619214,3.8820980930370994,0.10074412981051369
Qwen2.5-7B-Instruct,269,19939,STATIC_SPLIT_OFF_N4,8,1.7894817977013493,3.2022451043044526,0.08310129953999768
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,4,1.938569471073828,3.7580515941794608,0.15253733687617183
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,5,4.431015287100046,19.633896474514305,0.7969295273549278
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,6,0.5165961333760751,0.2668715650191116,0.01083217640732781
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,7,0.6212994881734288,0.38601305400456465,0.0156680667579154
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N2,8,0.7694781852129431,0.5920966775186044,0.024032892603657124
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,4,1.4750958056747425,2.1759076359192178,0.09698714296041856
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,5,4.16700477589076,17.363928802296403,0.7739656855385811
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,6,-0.8694399732479995,0.755925867081482,0.033694026772022385
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,7,0.7779000768000123,0.605128529485465,0.026972508497053484
Qwen2.5-7B-Instruct,269,19939,BARRIER_ODE_N4,8,1.2385961157113765,1.5341203378553097,0.06838063623192436
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,4,2.3696264854740896,5.615129680660286,0.40102708187592384
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,5,1.293222330929381,1.6724239972144217,0.11944288972918277
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,6,1.2575839446705903,1.5815173778932423,0.11295042769484358
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,7,1.6716113646156254,2.7942845543121133,0.19956507587104974
Qwen2.5-7B-Instruct,273,18938,NATIVE_ALPHAEDIT_N1_T1,8,1.5292206905400496,2.3385159203757864,0.16701452482899995
Qwen2.5-7B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,4,2.3696264854740896,5.615129680660286,0.40102708187592384
Qwen2.5-7B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,5,1.293222330929381,1.6724239972144217,0.11944288972918277
Qwen2.5-7B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,6,1.2575839446705903,1.5815173778932423,0.11295042769484358
Qwen2.5-7B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,7,1.6716113646156254,2.7942845543121133,0.19956507587104974
Qwen2.5-7B-Instruct,273,18938,STATIC_SPLIT_OFF_N4,8,1.5292206905400496,2.3385159203757864,0.16701452482899995
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N2,4,2.115429311483837,4.475041171884981,0.6081818098120693
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N2,5,0.16314994837864916,0.026617905655955884,0.0036175144347168585
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N2,6,0.6733871156948852,0.45345020758387666,0.061626286176012145
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N2,7,1.0619986435064828,1.1278411188096096,0.15327958480640488
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N2,8,1.129209637074496,1.275114404461915,0.17329480477079698
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N4,4,1.6629870733364265,2.765526006084053,0.5343950637840067
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N4,5,-0.38999606100133244,0.15209692759655502,0.029390375337458356
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N4,6,0.1417223323838075,0.02008521949630641,0.003881157555644485
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N4,7,0.9708152841464305,0.9424823159323146,0.18212010887980049
Qwen2.5-7B-Instruct,273,18938,BARRIER_ODE_N4,8,1.1379229198343963,1.294868571484438,0.25021329444309
