cell,arm,reference,metric,n,mean,median,q25,q75,p90,max,positive,zero,negative,paired_request_order_sha256
QA,QCL,O,rewrite_target_new_nll,1000,0.51445640541394455,-0.0012480570003390312,-0.022929672995815054,0.011341741541400552,0.81132816122844842,22.267102104611695,445,0,555,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,QCL,O,rewrite_target_true_nll,1000,0.40021143990755081,0.36328506469726562,-1.7672191858291626,2.3284060955047607,5.0476605892181405,15.243946075439453,558,0,442,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,QCL,O,rephrase_target_new_nll_mean,1000,1.0664419587870726,0.044724944978952408,-0.25617294566472992,1.5576506555080414,5.6140004815533757,19.369459927082062,570,0,430,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,QCL,O,rephrase_target_true_nll_mean,1000,-0.17939409837045242,-0.15462589263916016,-1.8063675165176392,1.4487961530685425,3.4491363525390639,12.483965873718262,456,0,544,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,QCL,O,rewrite_margin_true_minus_new,1000,-0.11424496550639378,0.25871909677516669,-2.2717070466896985,2.287787664681673,5.281613699399168,22.967103838920593,537,0,463,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,QCL,O,rephrase_margin_true_minus_new_mean,1000,-1.2458360571575249,-0.53098127106204629,-3.4061367885442451,1.2275158150587231,3.7240340992808347,17.403076902031898,416,0,584,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rewrite_success,1000,-0.27400000000000002,0,-1,0,0,1,5,716,279,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rephrase_prompt_success_count,1000,-0.65400000000000003,0,-1,0,0,2,18,505,477,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rephrase_strict_success,1000,-0.45500000000000002,0,-1,0,0,1,15,515,470,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,canonical_ns_rate,1000,-0.13290000000000002,-0.099999999999999978,-0.40000000000000002,0,0.30000000000000004,1,239,248,513,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rewrite_target_new_nll,1000,10.298914767265018,12.123093981295824,2.0520105576142669,15.76250996615272,18.239724419172852,27.407669236534275,881,0,119,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rewrite_target_true_nll,1000,1.5598468896746636,0.87465381622314453,-1.1154868602752686,4.663787841796875,7.9213414669036872,17.788827896118164,612,0,388,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rephrase_target_new_nll_mean,1000,9.8126765241247522,11.482129499316216,4.6288109663873911,14.558328907936811,16.831634374707939,26.700237184762955,886,0,114,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rephrase_target_true_nll_mean,1000,3.0218394922763108,2.6980526447296143,0.0097449943423271179,5.768574595451355,8.4580843448638916,15.51997709274292,751,0,249,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rewrite_margin_true_minus_new,1000,-8.7390678775903545,-9.0962765160948038,-14.499302371201338,-1.8742170063196681,0.39061667801579475,17.831456947111292,144,0,856,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,NQFIX,O,rephrase_margin_true_minus_new_mean,1000,-6.790837031848441,-6.8691529878415167,-11.179437824524939,-1.7138746380805969,0.47785226061241731,11.650851719081402,149,0,851,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rewrite_success,1000,0,0,0,0,0,1,8,984,8,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rephrase_prompt_success_count,1000,-0.029000000000000001,0,0,0,0,2,31,911,58,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rephrase_strict_success,1000,-0.027,0,0,0,0,1,29,915,56,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,canonical_ns_rate,1000,0.068000000000000005,0,0,0.10000000000000009,0.30000000000000004,1,385,455,160,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rewrite_target_new_nll,1000,-0.10153568726907906,-0.0018544593476690352,-0.030905066472769249,0.0069791705882380484,0.046687337826006162,19.155057609081268,427,0,573,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rewrite_target_true_nll,1000,0.54976747959852224,0.42727756500244141,-1.5194706916809082,2.7827783823013306,5.3515686988830566,14.22378396987915,564,0,436,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rephrase_target_new_nll_mean,1000,0.27118700242365412,0.00040112928763846867,-0.51929153315722942,0.68949557282030582,3.3600949763320394,17.048460513353348,501,0,499,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rephrase_target_true_nll_mean,1000,0.012962463692761958,-0.0087742805480957031,-1.5837497711181641,1.67030268907547,3.6825519084930423,11.73016619682312,497,0,503,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rewrite_margin_true_minus_new,1000,0.65130316686760126,0.46568984305486083,-1.6001433212659322,3.0127318133600056,5.9940656135091581,23.695281967520714,568,0,432,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,ORBFH,O,rephrase_margin_true_minus_new_mean,1000,-0.25822453873089218,-0.043716100990423001,-2.2300694443983957,1.8746961075812578,4.4654560466529807,17.463151478252257,493,0,507,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rewrite_success,1000,-0.073999999999999996,0,0,0,0,1,7,912,81,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rephrase_prompt_success_count,1000,-0.122,0,0,0,0,2,31,868,101,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rephrase_strict_success,1000,-0.066000000000000003,0,0,0,0,1,27,880,93,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,canonical_ns_rate,1000,0.0717,0,0,0.19999999999999996,0.30000000000000004,1,403,426,171,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rewrite_target_new_nll,1000,0.43516323717513661,-0.0025925288937287405,-0.032675017602741718,0.0086547660757787526,0.19759733360260759,17.491716464050114,408,0,592,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rewrite_target_true_nll,1000,0.20179587535187601,0.33027267456054688,-1.901630163192749,2.7362155914306641,5.7403965950012203,14.132938146591187,551,0,449,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rephrase_target_new_nll_mean,1000,0.19213444523963336,-0.0046711019822396338,-0.60226524306926876,0.56762305065058172,3.2604066729545602,14.806687198579311,487,0,513,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rephrase_target_true_nll_mean,1000,-0.41343570682872088,-0.18571007251739502,-1.8609899282455444,1.6077665686607361,3.6996057033538823,13.158477544784546,469,0,531,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rewrite_margin_true_minus_new,1000,-0.23336736182326059,0.41564362810458988,-1.965837728464976,3.1125425337813795,6.3992440359084881,26.22753491718322,560,0,440,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
QA,JAC,O,rephrase_margin_true_minus_new_mean,1000,-0.60557015206835418,0.015212510246783495,-2.2502996269613504,2.1770469159819186,5.2828738685231666,20.140831528464332,503,0,497,018be113361157d6f4050c37a4fec14fff78e60388e3898253d66f070d78cfc3
