state,panel,metric,population,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
RES8,historical,NS,ALL,1280,128,885,0.69140625,0,35,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,9b8c81b70f76ebceae6f0351530ceba0ecaa0ac226a4150227ff6095873125ae,76,0.059375,0,0.0,76,1280,0.059375,157,0.12265625,0,0.0,157,1280,0.12265625
RES8,historical,NS,ACTIVE_TARGET,1240,124,860,0.6935483870967742,0,34,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,ded53300fcbf5b7883754b4f4f94a27667085b60fa1586380ba7aac47193f07d,75,0.06048387096774194,0,0.0,75,1240,0.06048387096774194,157,0.12661290322580646,0,0.0,157,1240,0.12661290322580646
RES8,historical,NS,SUPERSEDED,40,4,25,0.625,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,a2879f0737a1b7d991d75149281809215417fc40b0ef2279ff1112a0464299e0,1,0.025,0,0.0,1,40,0.025,0,0.0,0,0.0,0,40,0.0
REFIT4,current,RS,ALL,100,100,100,1.0,0,100,037ac4c321813f6b1a964a42b9567a98c85645bd6a744769d43309f24dcc173a,f25c4b7fc99e44cae74e94023459c9d894a593121838ee26bb6afc7677bded7a,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,3,103,0.02912621359223301
REFIT4,current,PS,ALL,200,100,197,0.985,0,97,de9d62eaaf6dec137fc9195724c4b9b5176d83f7b754ab72ab42dead5cd0ed05,ea443eb328f89f78493fdeb6bc3af47b129459749e75db5662fef4bbb8d1f9b6,146,0.73,58,0.58,147,202,0.7277227722772277,0,0.0,0,0.0,6,206,0.02912621359223301
REFIT4,current,NS,ALL,1000,100,716,0.716,0,34,a75f459260d92004515cf2573e74e6852bb290b05ea8fd488ae685c0a086cc96,1df6434bc812d25cf31f05c7121c28b1cc07d57eef98032d5e6b35b181e209f9,55,0.055,0,0.0,64,1010,0.06336633663366337,104,0.104,0,0.0,134,1030,0.13009708737864079
REFIT4,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
REFIT4,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
REFIT4,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
REFIT4,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,86dc807c5d5bdba253543a6ddabcad34fd0500081de7b4724e510f7459f0ee65,176,0.6875,64,0.5,176,256,0.6875,0,0.0,0,0.0,0,256,0.0
REFIT4,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,176,0.7096774193548387,64,0.5161290322580645,176,248,0.7096774193548387,0,0.0,0,0.0,0,248,0.0
REFIT4,historical,PS,SUPERSEDED,8,4,5,0.625,0,1,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,c7dc7e8fc447c86c76c7d67edb645c1538021107b3dcdc6054196bcc608154bc,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
REFIT4,historical,NS,ALL,1280,128,883,0.68984375,0,34,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,6e9e542f4275a097e17f8a5cf45d277289666f25cce5ed68f3b4c2f0426dea0a,72,0.05625,0,0.0,72,1280,0.05625,163,0.12734375,0,0.0,163,1280,0.12734375
REFIT4,historical,NS,ACTIVE_TARGET,1240,124,858,0.6919354838709677,0,33,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,e1ea54fcb6ad1b17523cba73fb034d3ec271a0370f0fea582db49965ef06353c,72,0.05806451612903226,0,0.0,72,1240,0.05806451612903226,163,0.1314516129032258,0,0.0,163,1240,0.1314516129032258
REFIT4,historical,NS,SUPERSEDED,40,4,25,0.625,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,a2879f0737a1b7d991d75149281809215417fc40b0ef2279ff1112a0464299e0,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
