endpoint,panel,metric,requests,denominator,baseline_numerator,replay_numerator,baseline_rate,replay_rate,delta_pp,baseline_ties,replay_ties,comparison,status,baseline_new_strict_numerator,baseline_new_strict_denominator,baseline_new_token_correct,baseline_new_token_denominator,replay_new_strict_numerator,replay_new_strict_denominator,replay_new_token_correct,replay_new_token_denominator,baseline_true_strict_numerator,baseline_true_strict_denominator,baseline_true_token_correct,baseline_true_token_denominator,replay_true_strict_numerator,replay_true_strict_denominator,replay_true_token_correct,replay_true_token_denominator
Late-B100,cohort_B060,NS,100,1000,680,677,0.68,0.677,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,43,1000,43,1000,44,1000,44,1000,97,1000,103,1010,96,1000,101,1010
Late-B100,cohort_B061,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,99,102,97,100,99,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B061,PS,100,200,190,191,0.95,0.955,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,136,204,135,200,137,204,4,200,4,200,3,200,3,200
Late-B100,cohort_B061,NS,100,1000,646,644,0.646,0.644,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,55,1000,68,1020,54,1000,68,1020,68,1000,68,1000,67,1000,67,1000
Late-B100,cohort_B062,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,102,104,98,100,102,104,0,100,0,101,0,100,0,101
Late-B100,cohort_B062,PS,100,200,191,192,0.955,0.96,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,145,200,152,208,145,200,152,208,2,200,2,202,0,200,0,202
Late-B100,cohort_B062,NS,100,1000,679,672,0.679,0.672,-0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,40,1000,75,1040,39,1000,74,1040,90,1000,100,1010,90,1000,100,1010
Late-B100,cohort_B063,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,102,104,99,100,103,104,0,100,2,103,0,100,2,103
Late-B100,cohort_B063,PS,100,200,194,194,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,144,208,136,200,144,208,0,200,4,206,0,200,4,206
Late-B100,cohort_B063,NS,100,1000,640,641,0.64,0.641,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,57,1000,89,1040,55,1000,87,1040,86,1000,102,1030,85,1000,102,1030
Late-B100,cohort_B064,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,100,102,97,100,99,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B064,PS,100,200,191,191,0.955,0.955,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,134,200,138,204,134,200,138,204,1,200,1,200,1,200,1,200
Late-B100,cohort_B064,NS,100,1000,637,638,0.637,0.638,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,46,1000,66,1020,45,1000,65,1020,69,1000,69,1000,71,1000,71,1000
Late-B100,cohort_B065,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,94,100,97,103,94,100,97,103,0,100,1,101,0,100,1,101
Late-B100,cohort_B065,PS,100,200,185,185,0.925,0.925,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,139,200,145,206,137,200,143,206,2,200,3,202,2,200,3,202
Late-B100,cohort_B065,NS,100,1000,682,677,0.682,0.677,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,50,1000,73,1030,51,1000,75,1030,81,1000,86,1010,78,1000,83,1010
Late-B100,cohort_B066,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,98,103,95,100,98,103,0,100,1,101,0,100,1,101
Late-B100,cohort_B066,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,145,200,151,206,144,200,150,206,2,200,2,202,2,200,2,202
Late-B100,cohort_B066,NS,100,1000,675,671,0.675,0.671,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,65,1000,92,1030,62,1000,89,1030,97,1000,102,1010,100,1000,104,1010
Late-B100,cohort_B067,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,98,101,98,100,99,101,0,100,1,102,0,100,1,102
Late-B100,cohort_B067,PS,100,200,191,191,0.955,0.955,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,148,200,150,202,147,200,149,202,1,200,3,204,1,200,3,204
Late-B100,cohort_B067,NS,100,1000,644,644,0.644,0.644,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,53,1000,59,1010,51,1000,58,1010,82,1000,95,1020,81,1000,94,1020
Late-B100,cohort_B068,RS,100,100,100,99,1.0,0.99,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,95,100,96,100,96,100,0,100,1,103,0,100,1,103
Late-B100,cohort_B068,PS,100,200,197,197,0.985,0.985,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,145,200,145,200,147,200,147,200,0,200,3,206,0,200,3,206
Late-B100,cohort_B068,NS,100,1000,678,678,0.678,0.678,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,40,1000,40,1000,41,1000,41,1000,93,1000,107,1030,95,1000,111,1030
Late-B100,cohort_B069,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,98,100,98,100,98,100,1,100,3,103,1,100,3,103
Late-B100,cohort_B069,PS,100,200,193,194,0.965,0.97,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,142,200,142,200,141,200,141,200,2,200,6,206,3,200,7,206
Late-B100,cohort_B069,NS,100,1000,639,637,0.639,0.637,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,63,1000,63,1000,63,1000,63,1000,81,1000,105,1030,80,1000,103,1030
Late-B100,cohort_B070,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,99,102,98,100,100,102,0,100,2,103,0,100,2,103
Late-B100,cohort_B070,PS,100,200,194,194,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,148,200,151,204,146,200,150,204,1,200,3,206,2,200,4,206
Late-B100,cohort_B070,NS,100,1000,646,643,0.646,0.643,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,58,1000,74,1020,61,1000,77,1020,122,1000,139,1030,118,1000,137,1030
Late-B100,cohort_B071,RS,100,100,100,99,1.0,0.99,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,100,102,97,100,99,102,0,100,0,100,1,100,1,100
Late-B100,cohort_B071,PS,100,200,195,196,0.975,0.98,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,144,204,143,200,147,204,1,200,1,200,0,200,0,200
Late-B100,cohort_B071,NS,100,1000,662,664,0.662,0.664,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,51,1000,68,1020,51,1000,68,1020,88,1000,88,1000,88,1000,88,1000
Late-B100,cohort_B072,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,102,103,99,100,102,103,0,100,1,102,0,100,1,102
Late-B100,cohort_B072,PS,100,200,194,195,0.97,0.975,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,140,206,135,200,141,206,0,200,2,204,0,200,2,204
Late-B100,cohort_B072,NS,100,1000,641,637,0.641,0.637,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,61,1000,86,1030,60,1000,85,1030,94,1000,112,1020,92,1000,110,1020
Late-B100,cohort_B073,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,101,103,98,100,101,103,0,100,1,101,0,100,1,101
Late-B100,cohort_B073,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,146,206,141,200,147,206,0,200,2,202,0,200,2,202
Late-B100,cohort_B073,NS,100,1000,695,703,0.695,0.703,0.8,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,42,1000,69,1030,42,1000,69,1030,91,1000,101,1010,91,1000,101,1010
Late-B100,cohort_B074,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,99,102,97,100,99,102,1,100,4,103,1,100,3,103
Late-B100,cohort_B074,PS,100,200,189,189,0.945,0.945,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,145,200,149,204,145,200,149,204,3,200,7,206,3,200,7,206
Late-B100,cohort_B074,NS,100,1000,665,663,0.665,0.663,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,54,1000,69,1020,52,1000,68,1020,101,1000,127,1030,103,1000,129,1030
Late-B100,cohort_B075,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,100,102,98,100,100,102,0,100,0,101,0,100,0,101
Late-B100,cohort_B075,PS,100,200,190,191,0.95,0.955,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,134,200,138,204,134,200,138,204,3,200,4,202,3,200,4,202
Late-B100,cohort_B075,NS,100,1000,688,689,0.688,0.689,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,48,1000,65,1020,48,1000,65,1020,93,1000,100,1010,94,1000,101,1010
Late-B100,cohort_B076,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,100,100,102,102,100,100,102,102,0,100,1,101,0,100,1,101
Late-B100,cohort_B076,PS,100,200,195,194,0.975,0.97,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,136,204,134,200,137,204,0,200,2,202,0,200,2,202
Late-B100,cohort_B076,NS,100,1000,665,667,0.665,0.667,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,47,1000,66,1020,48,1000,67,1020,95,1000,105,1010,90,1000,100,1010
Late-B100,cohort_B077,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,96,100,98,102,96,100,98,102,0,100,0,101,0,100,0,101
Late-B100,cohort_B077,PS,100,200,192,192,0.96,0.96,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,137,200,141,204,137,200,141,204,0,200,1,202,0,200,1,202
Late-B100,cohort_B077,NS,100,1000,664,670,0.664,0.67,0.6,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,50,1000,61,1020,50,1000,61,1020,55,1000,65,1010,53,1000,63,1010
Late-B100,cohort_B078,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,102,104,97,100,101,104,0,100,1,101,0,100,1,101
Late-B100,cohort_B078,PS,100,200,189,190,0.945,0.95,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,141,208,136,200,142,208,2,200,4,202,2,200,4,202
Late-B100,cohort_B078,NS,100,1000,625,627,0.625,0.627,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,69,1000,102,1040,68,1000,101,1040,95,1000,105,1010,97,1000,107,1010
Late-B100,cohort_B079,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,99,101,98,100,99,101,1,100,4,103,1,100,4,103
Late-B100,cohort_B079,PS,100,200,193,192,0.965,0.96,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,148,200,150,202,148,200,150,202,3,200,9,206,3,200,9,206
Late-B100,cohort_B079,NS,100,1000,647,647,0.647,0.647,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,74,1000,84,1010,71,1000,81,1010,89,1000,119,1030,94,1000,124,1030
Late-B100,cohort_B080,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,97,100,97,100,97,100,1,100,3,102,1,100,3,102
Late-B100,cohort_B080,PS,100,200,195,193,0.975,0.965,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,125,200,125,200,123,200,123,200,3,200,7,204,4,200,8,204
Late-B100,cohort_B080,NS,100,1000,635,640,0.635,0.64,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,36,1000,36,1000,37,1000,37,1000,87,1000,107,1020,87,1000,107,1020
Late-B100,cohort_B081,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,101,104,97,100,101,104,0,100,0,100,0,100,0,100
Late-B100,cohort_B081,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,134,200,141,208,135,200,142,208,3,200,3,200,2,200,2,200
Late-B100,cohort_B081,NS,100,1000,661,666,0.661,0.666,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,45,1000,76,1040,45,1000,76,1040,79,1000,79,1000,80,1000,80,1000
Late-B100,cohort_B082,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,102,103,99,100,102,103,0,100,2,102,0,100,2,102
Late-B100,cohort_B082,PS,100,200,198,199,0.99,0.995,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,145,200,150,206,149,200,154,206,1,200,5,204,0,200,4,204
Late-B100,cohort_B082,NS,100,1000,688,681,0.688,0.681,-0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,43,1000,59,1030,45,1000,61,1030,81,1000,100,1020,82,1000,101,1020
Late-B100,cohort_B083,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,99,100,99,100,99,100,1,100,1,100,1,100,1,100
Late-B100,cohort_B083,PS,100,200,198,198,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,139,200,139,200,137,200,137,200,0,200,0,200,0,200,0,200
Late-B100,cohort_B083,NS,100,1000,611,612,0.611,0.612,0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,61,1000,61,1000,63,1000,63,1000,86,1000,86,1000,86,1000,86,1000
Late-B100,cohort_B084,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,96,101,95,100,96,101,0,100,1,101,0,100,1,101
Late-B100,cohort_B084,PS,100,200,188,189,0.94,0.945,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,129,200,131,202,128,200,130,202,1,200,3,202,1,200,2,202
Late-B100,cohort_B084,NS,100,1000,620,618,0.62,0.618,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,48,1000,58,1010,49,1000,59,1010,47,1000,57,1010,48,1000,58,1010
Late-B100,cohort_B085,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,100,100,104,104,100,100,104,104,0,100,1,101,0,100,1,101
Late-B100,cohort_B085,PS,100,200,195,194,0.975,0.97,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,129,200,137,208,128,200,136,208,0,200,2,202,1,200,3,202
Late-B100,cohort_B085,NS,100,1000,615,617,0.615,0.617,0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,56,1000,82,1040,56,1000,82,1040,59,1000,69,1010,59,1000,69,1010
Late-B100,cohort_B086,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,100,101,99,100,100,101,0,100,0,100,0,100,0,100
Late-B100,cohort_B086,PS,100,200,195,196,0.975,0.98,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,138,202,137,200,139,202,0,200,0,200,0,200,0,200
Late-B100,cohort_B086,NS,100,1000,647,647,0.647,0.647,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,62,1000,70,1010,63,1000,71,1010,90,1000,90,1000,86,1000,86,1000
Late-B100,cohort_B087,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,97,100,97,100,97,100,97,100,0,100,0,102,0,100,0,102
Late-B100,cohort_B087,PS,100,200,193,192,0.965,0.96,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,136,200,136,200,135,200,135,200,0,200,2,204,0,200,3,204
Late-B100,cohort_B087,NS,100,1000,670,673,0.67,0.673,0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,49,1000,49,1000,48,1000,48,1000,87,1000,107,1020,91,1000,111,1020
Late-B100,cohort_B088,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,100,100,100,100,100,100,100,100,0,100,0,101,0,100,0,101
Late-B100,cohort_B088,PS,100,200,194,194,0.97,0.97,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,149,200,149,200,150,200,150,200,2,200,2,202,2,200,2,202
Late-B100,cohort_B088,NS,100,1000,698,704,0.698,0.704,0.6,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,45,1000,45,1000,46,1000,46,1000,81,1000,91,1010,83,1000,93,1010
Late-B100,cohort_B089,RS,100,100,99,99,0.99,0.99,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,99,101,98,100,99,101,0,100,2,102,0,100,2,102
Late-B100,cohort_B089,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,146,200,148,202,147,200,149,202,0,200,4,204,0,200,4,204
Late-B100,cohort_B089,NS,100,1000,628,628,0.628,0.628,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,56,1000,66,1010,58,1000,68,1010,92,1000,112,1020,94,1000,114,1020
Late-B100,cohort_B090,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,103,104,99,100,103,104,0,100,0,100,0,100,0,100
Late-B100,cohort_B090,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,138,200,144,208,137,200,143,208,0,200,0,200,0,200,0,200
Late-B100,cohort_B090,NS,100,1000,661,651,0.661,0.651,-1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,55,1000,85,1040,54,1000,84,1040,93,1000,93,1000,89,1000,89,1000
Late-B100,cohort_B091,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,101,102,99,100,101,102,0,100,0,100,0,100,0,100
Late-B100,cohort_B091,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,144,204,141,200,145,204,2,200,2,200,2,200,2,200
Late-B100,cohort_B091,NS,100,1000,634,634,0.634,0.634,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,52,1000,68,1020,53,1000,69,1020,76,1000,76,1000,73,1000,73,1000
Late-B100,cohort_B092,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,101,103,98,100,101,103,0,100,1,102,0,100,1,102
Late-B100,cohort_B092,PS,100,200,194,196,0.97,0.98,1.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,140,200,145,206,141,200,146,206,0,200,3,204,0,200,3,204
Late-B100,cohort_B092,NS,100,1000,630,625,0.63,0.625,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,74,1000,101,1030,74,1000,101,1030,76,1000,88,1020,79,1000,91,1020
Late-B100,cohort_B093,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,95,100,95,100,95,100,95,100,0,100,0,100,0,100,0,100
Late-B100,cohort_B093,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,135,200,135,200,135,200,135,200,2,200,2,200,2,200,2,200
Late-B100,cohort_B093,NS,100,1000,691,690,0.691,0.69,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,42,1000,42,1000,43,1000,43,1000,76,1000,76,1000,72,1000,72,1000
Late-B100,cohort_B094,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,101,102,99,100,101,102,0,100,1,102,0,100,1,102
Late-B100,cohort_B094,PS,100,200,195,195,0.975,0.975,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,148,200,151,204,147,200,150,204,1,200,5,204,1,200,4,204
Late-B100,cohort_B094,NS,100,1000,683,679,0.683,0.679,-0.4,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,51,1000,59,1020,54,1000,63,1020,79,1000,95,1020,86,1000,102,1020
Late-B100,cohort_B095,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,101,103,98,100,101,103,0,100,1,102,0,100,1,102
Late-B100,cohort_B095,PS,100,200,189,189,0.945,0.945,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,122,200,128,206,120,200,126,206,2,200,5,204,1,200,4,204
Late-B100,cohort_B095,NS,100,1000,698,695,0.698,0.695,-0.3,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,46,1000,75,1030,49,1000,79,1030,98,1000,111,1020,97,1000,109,1020
Late-B100,cohort_B096,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,100,101,99,100,100,101,0,100,1,101,0,100,1,101
Late-B100,cohort_B096,PS,100,200,191,191,0.955,0.955,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,138,200,140,202,143,200,145,202,2,200,4,202,3,200,5,202
Late-B100,cohort_B096,NS,100,1000,633,638,0.633,0.638,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,57,1000,64,1010,55,1000,62,1010,102,1000,110,1010,101,1000,109,1010
Late-B100,cohort_B097,RS,100,100,98,98,0.98,0.98,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,99,101,97,100,98,101,0,100,2,102,0,100,2,102
Late-B100,cohort_B097,PS,100,200,192,193,0.96,0.965,0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,133,200,134,202,132,200,133,202,0,200,2,204,0,200,2,204
Late-B100,cohort_B097,NS,100,1000,645,652,0.645,0.652,0.7,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,63,1000,69,1010,59,1000,65,1010,68,1000,81,1020,71,1000,82,1020
Late-B100,cohort_B098,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,100,102,98,100,100,102,0,100,1,101,0,100,1,101
Late-B100,cohort_B098,PS,100,200,190,190,0.95,0.95,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,144,200,148,204,144,200,148,204,1,200,3,202,1,200,3,202
Late-B100,cohort_B098,NS,100,1000,632,631,0.632,0.631,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,39,1000,52,1020,37,1000,52,1020,73,1000,83,1010,76,1000,86,1010
Late-B100,cohort_B099,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,99,100,100,101,99,100,100,101,0,100,0,101,0,100,0,101
Late-B100,cohort_B099,PS,100,200,193,193,0.965,0.965,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,147,200,149,202,150,200,152,202,2,200,2,202,2,200,2,202
Late-B100,cohort_B099,NS,100,1000,639,638,0.639,0.638,-0.1,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,74,1000,84,1010,78,1000,87,1010,85,1000,85,1010,86,1000,86,1010
Late-B100,cohort_B100,RS,100,100,100,100,1.0,1.0,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,98,100,101,103,98,100,101,103,0,100,1,102,0,100,1,102
Late-B100,cohort_B100,PS,100,200,194,193,0.97,0.965,-0.5,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,146,200,152,206,146,200,152,206,0,200,2,204,0,200,2,204
Late-B100,cohort_B100,NS,100,1000,655,653,0.655,0.653,-0.2,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,48,1000,75,1030,50,1000,76,1030,80,1000,95,1020,81,1000,96,1020
Late-B100,active,RS,9783,9783,9743,9743,0.9959112746601247,0.9959112746601247,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,9439,9783,9596,9944,9439,9783,9596,9944,10,9783,97,9909,11,9783,97,9909
Late-B100,active,PS,9783,19566,18816,18825,0.9616681999386691,0.962128181539405,0.045998160073597055,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,13300,19566,13592,19888,13333,19566,13626,19888,123,19566,306,19818,120,19566,304,19818
Late-B100,active,NS,9783,97830,64024,63999,0.6544413779004395,0.6541858325666974,-0.025554533374220586,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,5066,97830,6378,99440,5054,97830,6378,99440,8103,97830,9078,99090,8153,97830,9126,99090
Late-B100,superseded_conflicting_target,RS,212,212,191,191,0.9009433962264151,0.9009433962264151,0.0,0,0,SAME_ENDPOINT_BASELINE_TO_REPLAY,OBSERVED,85,212,87,214,84,212,86,214,8,212,9,213,8,212,9,213
