cohort,view,start_batch,end_batch,age_batches,metric_tag,anchor_is_arrival_current,joint_margin_definition,rows,requests,n11,n10,n01,n00,start_success,end_success,loss_numerator,loss_denominator,gain_numerator,gain_denominator,net_success_delta,margin_delta_mean,strict_start,strict_end,strict_lost,strict_gained,token_correct_start,token_correct_end,token_denominator_start,token_denominator_end
age,original_all_case,26,40,14.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.5878711802416364,100,99,1,0,103,102,103,103
age,original_all_case,26,40,14.0,PS,True,paired_target_mean_NLL,200,100,195,1,1,3,196,196,1,196,1,4,0,-0.1260818620169811,143,139,7,3,149,145,206,206
age,original_all_case,26,40,14.0,NS,True,paired_target_mean_NLL,1000,100,700,60,33,207,760,733,60,760,33,240,-27,-0.4414019370544702,132,101,46,15,132,101,1000,1000
age,original_all_case,26,40,14.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,1,3,96,96,1,96,1,4,0,-0.2806815226998879,54,50,6,2,252,247,309,309
age,interval_target_conflict_free,26,40,14.0,RS,True,paired_target_mean_NLL,97,97,97,0,0,0,97,97,0,97,0,0,0,-0.4831741887895443,97,97,0,0,100,100,100,100
age,interval_target_conflict_free,26,40,14.0,PS,True,paired_target_mean_NLL,194,97,189,1,1,3,190,190,1,190,1,4,0,-0.1177165384754132,138,137,4,3,144,143,200,200
age,interval_target_conflict_free,26,40,14.0,NS,True,paired_target_mean_NLL,970,97,693,58,31,188,751,724,58,751,31,219,-27,-0.4672017229452114,131,101,45,15,131,101,970,970
age,interval_target_conflict_free,26,40,14.0,RP_JOINT,True,minimum RS/PS safety margin,97,97,92,1,1,3,93,93,1,93,1,4,0,-0.2706284605071054,52,50,4,2,244,243,300,300
age,separate_active_version,26,40,14.0,RS,True,paired_target_mean_NLL,97,97,97,0,0,0,97,97,0,97,0,0,0,-0.4831741887895443,97,97,0,0,100,100,100,100
age,separate_active_version,26,40,14.0,PS,True,paired_target_mean_NLL,194,97,189,1,1,3,190,190,1,190,1,4,0,-0.1177165384754132,138,137,4,3,144,143,200,200
age,separate_active_version,26,40,14.0,NS,True,paired_target_mean_NLL,970,97,693,58,31,188,751,724,58,751,31,219,-27,-0.4672017229452114,131,101,45,15,131,101,970,970
age,separate_active_version,26,40,14.0,RP_JOINT,True,minimum RS/PS safety margin,97,97,92,1,1,3,93,93,1,93,1,4,0,-0.2706284605071054,52,50,4,2,244,243,300,300
age,original_all_case,27,40,13.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.6009826167074244,99,97,2,0,100,98,101,101
age,original_all_case,27,40,13.0,PS,True,paired_target_mean_NLL,200,100,192,0,1,7,192,193,0,192,1,8,1,0.0054951238303328,143,146,5,8,144,147,202,202
age,original_all_case,27,40,13.0,NS,True,paired_target_mean_NLL,1000,100,749,57,22,172,806,771,57,806,22,194,-35,-0.4843590639610775,189,159,53,23,189,159,1000,1000
age,original_all_case,27,40,13.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,1,5,94,95,0,94,1,6,1,0.1402835642267018,54,59,1,6,244,245,303,303
age,interval_target_conflict_free,27,40,13.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.4090953822283061,97,97,0,0,98,98,99,99
age,interval_target_conflict_free,27,40,13.0,PS,True,paired_target_mean_NLL,196,98,188,0,1,7,188,189,0,188,1,8,1,0.0253778550573695,142,146,4,8,143,147,198,198
age,interval_target_conflict_free,27,40,13.0,NS,True,paired_target_mean_NLL,980,98,733,57,22,168,790,755,57,790,22,190,-35,-0.4918327911552612,189,159,53,23,189,159,980,980
age,interval_target_conflict_free,27,40,13.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,92,0,1,5,92,93,0,92,1,6,1,0.1354534442498519,54,59,1,6,241,245,297,297
age,separate_active_version,27,40,13.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.4090953822283061,97,97,0,0,98,98,99,99
age,separate_active_version,27,40,13.0,PS,True,paired_target_mean_NLL,196,98,188,0,1,7,188,189,0,188,1,8,1,0.0253778550573695,142,146,4,8,143,147,198,198
age,separate_active_version,27,40,13.0,NS,True,paired_target_mean_NLL,980,98,733,57,22,168,790,755,57,790,22,190,-35,-0.4918327911552612,189,159,53,23,189,159,980,980
age,separate_active_version,27,40,13.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,92,0,1,5,92,93,0,92,1,6,1,0.1354534442498519,54,59,1,6,241,245,297,297
age,original_all_case,28,40,12.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.4470249943554518,99,98,1,0,102,101,103,103
age,original_all_case,28,40,12.0,PS,True,paired_target_mean_NLL,200,100,192,2,0,6,194,192,2,194,0,6,-2,-0.1908141561392403,141,137,8,4,147,143,206,206
age,original_all_case,28,40,12.0,NS,True,paired_target_mean_NLL,1000,100,682,39,23,256,721,705,39,721,23,279,-16,-0.3445787882884033,158,160,33,35,158,160,1000,1000
age,original_all_case,28,40,12.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,0,4,96,95,1,96,0,4,-1,-0.2166812146035954,53,50,6,3,249,244,309,309
age,interval_target_conflict_free,28,40,12.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.3106647942417743,98,98,0,0,101,101,101,101
age,interval_target_conflict_free,28,40,12.0,PS,True,paired_target_mean_NLL,196,98,191,0,0,5,191,191,0,191,0,5,0,-0.1040624291711779,139,137,6,4,145,143,202,202
age,interval_target_conflict_free,28,40,12.0,NS,True,paired_target_mean_NLL,980,98,668,39,21,252,707,689,39,707,21,273,-18,-0.3490109634723476,158,160,33,35,158,160,980,980
age,interval_target_conflict_free,28,40,12.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,95,0,0,3,95,95,0,95,0,3,0,-0.1328508782780216,52,50,5,3,246,244,303,303
age,separate_active_version,28,40,12.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.3106647942417743,98,98,0,0,101,101,101,101
age,separate_active_version,28,40,12.0,PS,True,paired_target_mean_NLL,196,98,191,0,0,5,191,191,0,191,0,5,0,-0.1040624291711779,139,137,6,4,145,143,202,202
age,separate_active_version,28,40,12.0,NS,True,paired_target_mean_NLL,980,98,668,39,21,252,707,689,39,707,21,273,-18,-0.3490109634723476,158,160,33,35,158,160,980,980
age,separate_active_version,28,40,12.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,95,0,0,3,95,95,0,95,0,3,0,-0.1328508782780216,52,50,5,3,246,244,303,303
age,original_all_case,29,40,11.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.3669873618156634,100,100,0,0,101,101,101,101
age,original_all_case,29,40,11.0,PS,True,paired_target_mean_NLL,200,100,191,0,0,9,191,191,0,191,0,9,0,-0.0915311696453136,137,135,3,1,139,137,202,202
age,original_all_case,29,40,11.0,NS,True,paired_target_mean_NLL,1000,100,673,48,26,253,721,699,48,721,26,279,-22,-0.3515215016242582,108,96,34,22,126,114,1020,1020
age,original_all_case,29,40,11.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,0,6,94,94,0,94,0,6,0,-0.0347333919262746,53,52,1,0,240,238,303,303
age,interval_target_conflict_free,29,40,11.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.3669873618156634,100,100,0,0,101,101,101,101
age,interval_target_conflict_free,29,40,11.0,PS,True,paired_target_mean_NLL,200,100,191,0,0,9,191,191,0,191,0,9,0,-0.0915311696453136,137,135,3,1,139,137,202,202
age,interval_target_conflict_free,29,40,11.0,NS,True,paired_target_mean_NLL,1000,100,673,48,26,253,721,699,48,721,26,279,-22,-0.3515215016242582,108,96,34,22,126,114,1020,1020
age,interval_target_conflict_free,29,40,11.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,0,6,94,94,0,94,0,6,0,-0.0347333919262746,53,52,1,0,240,238,303,303
age,separate_active_version,29,40,11.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.3669873618156634,100,100,0,0,101,101,101,101
age,separate_active_version,29,40,11.0,PS,True,paired_target_mean_NLL,200,100,191,0,0,9,191,191,0,191,0,9,0,-0.0915311696453136,137,135,3,1,139,137,202,202
age,separate_active_version,29,40,11.0,NS,True,paired_target_mean_NLL,1000,100,673,48,26,253,721,699,48,721,26,279,-22,-0.3515215016242582,108,96,34,22,126,114,1020,1020
age,separate_active_version,29,40,11.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,0,6,94,94,0,94,0,6,0,-0.0347333919262746,53,52,1,0,240,238,303,303
age,original_all_case,30,40,10.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.2989176808381671,100,100,0,0,101,101,101,101
age,original_all_case,30,40,10.0,PS,True,paired_target_mean_NLL,200,100,190,0,1,9,190,191,0,190,1,10,1,0.0255212241186018,138,139,3,4,140,141,202,202
age,original_all_case,30,40,10.0,NS,True,paired_target_mean_NLL,1000,100,665,52,22,261,717,687,52,717,22,283,-30,-0.2176611792603507,120,106,36,22,140,126,1020,1020
age,original_all_case,30,40,10.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,0.0485554623766802,55,57,2,4,241,242,303,303
age,interval_target_conflict_free,30,40,10.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.2989176808381671,100,100,0,0,101,101,101,101
age,interval_target_conflict_free,30,40,10.0,PS,True,paired_target_mean_NLL,200,100,190,0,1,9,190,191,0,190,1,10,1,0.0255212241186018,138,139,3,4,140,141,202,202
age,interval_target_conflict_free,30,40,10.0,NS,True,paired_target_mean_NLL,1000,100,665,52,22,261,717,687,52,717,22,283,-30,-0.2176611792603507,120,106,36,22,140,126,1020,1020
age,interval_target_conflict_free,30,40,10.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,0.0485554623766802,55,57,2,4,241,242,303,303
age,separate_active_version,30,40,10.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.2989176808381671,100,100,0,0,101,101,101,101
age,separate_active_version,30,40,10.0,PS,True,paired_target_mean_NLL,200,100,190,0,1,9,190,191,0,190,1,10,1,0.0255212241186018,138,139,3,4,140,141,202,202
age,separate_active_version,30,40,10.0,NS,True,paired_target_mean_NLL,1000,100,665,52,22,261,717,687,52,717,22,283,-30,-0.2176611792603507,120,106,36,22,140,126,1020,1020
age,separate_active_version,30,40,10.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,0.0485554623766802,55,57,2,4,241,242,303,303
age,original_all_case,31,40,9.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1471633026904601,100,100,0,0,101,101,101,101
age,original_all_case,31,40,9.0,PS,True,paired_target_mean_NLL,200,100,192,1,3,4,193,195,1,193,3,7,2,0.0893831609260814,134,136,1,3,136,138,202,202
age,original_all_case,31,40,9.0,NS,True,paired_target_mean_NLL,1000,100,699,49,38,214,748,737,49,748,38,252,-11,-0.2419734556145267,165,149,37,21,165,149,1000,1000
age,original_all_case,31,40,9.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,93,1,3,3,94,96,1,94,3,6,2,0.1086432182684075,50,51,0,1,237,239,303,303
age,interval_target_conflict_free,31,40,9.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1471633026904601,100,100,0,0,101,101,101,101
age,interval_target_conflict_free,31,40,9.0,PS,True,paired_target_mean_NLL,200,100,192,1,3,4,193,195,1,193,3,7,2,0.0893831609260814,134,136,1,3,136,138,202,202
age,interval_target_conflict_free,31,40,9.0,NS,True,paired_target_mean_NLL,1000,100,699,49,38,214,748,737,49,748,38,252,-11,-0.2419734556145267,165,149,37,21,165,149,1000,1000
age,interval_target_conflict_free,31,40,9.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,93,1,3,3,94,96,1,94,3,6,2,0.1086432182684075,50,51,0,1,237,239,303,303
age,separate_active_version,31,40,9.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1471633026904601,100,100,0,0,101,101,101,101
age,separate_active_version,31,40,9.0,PS,True,paired_target_mean_NLL,200,100,192,1,3,4,193,195,1,193,3,7,2,0.0893831609260814,134,136,1,3,136,138,202,202
age,separate_active_version,31,40,9.0,NS,True,paired_target_mean_NLL,1000,100,699,49,38,214,748,737,49,748,38,252,-11,-0.2419734556145267,165,149,37,21,165,149,1000,1000
age,separate_active_version,31,40,9.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,93,1,3,3,94,96,1,94,3,6,2,0.1086432182684075,50,51,0,1,237,239,303,303
age,original_all_case,32,40,8.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1398292381036299,98,98,0,0,99,99,101,101
age,original_all_case,32,40,8.0,PS,True,paired_target_mean_NLL,200,100,199,1,0,0,200,199,1,200,0,0,-1,-0.0057263666520884,152,149,6,3,154,151,202,202
age,original_all_case,32,40,8.0,NS,True,paired_target_mean_NLL,1000,100,735,33,26,206,768,761,33,768,26,232,-7,-0.172189498542808,138,134,27,23,138,134,1000,1000
age,original_all_case,32,40,8.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,99,1,0,0,100,99,1,100,0,0,-1,0.0175757293682545,61,60,3,2,253,250,303,303
age,interval_target_conflict_free,32,40,8.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1398292381036299,98,98,0,0,99,99,101,101
age,interval_target_conflict_free,32,40,8.0,PS,True,paired_target_mean_NLL,200,100,199,1,0,0,200,199,1,200,0,0,-1,-0.0057263666520884,152,149,6,3,154,151,202,202
age,interval_target_conflict_free,32,40,8.0,NS,True,paired_target_mean_NLL,1000,100,735,33,26,206,768,761,33,768,26,232,-7,-0.172189498542808,138,134,27,23,138,134,1000,1000
age,interval_target_conflict_free,32,40,8.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,99,1,0,0,100,99,1,100,0,0,-1,0.0175757293682545,61,60,3,2,253,250,303,303
age,separate_active_version,32,40,8.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1398292381036299,98,98,0,0,99,99,101,101
age,separate_active_version,32,40,8.0,PS,True,paired_target_mean_NLL,200,100,199,1,0,0,200,199,1,200,0,0,-1,-0.0057263666520884,152,149,6,3,154,151,202,202
age,separate_active_version,32,40,8.0,NS,True,paired_target_mean_NLL,1000,100,735,33,26,206,768,761,33,768,26,232,-7,-0.172189498542808,138,134,27,23,138,134,1000,1000
age,separate_active_version,32,40,8.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,99,1,0,0,100,99,1,100,0,0,-1,0.0175757293682545,61,60,3,2,253,250,303,303
age,original_all_case,33,40,7.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1688233065678287,97,97,0,0,99,99,102,102
age,original_all_case,33,40,7.0,PS,True,paired_target_mean_NLL,200,100,193,2,1,4,195,194,2,195,1,5,-1,-0.0971833603474078,147,145,5,3,151,149,204,204
age,original_all_case,33,40,7.0,NS,True,paired_target_mean_NLL,1000,100,641,33,26,300,674,667,33,674,26,326,-7,-0.2084166394433123,102,94,18,10,112,103,1010,1010
age,original_all_case,33,40,7.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,1,4,95,95,1,95,1,5,0,-0.0949447337305173,57,56,2,1,250,248,306,306
age,interval_target_conflict_free,33,40,7.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1688233065678287,97,97,0,0,99,99,102,102
age,interval_target_conflict_free,33,40,7.0,PS,True,paired_target_mean_NLL,200,100,193,2,1,4,195,194,2,195,1,5,-1,-0.0971833603474078,147,145,5,3,151,149,204,204
age,interval_target_conflict_free,33,40,7.0,NS,True,paired_target_mean_NLL,1000,100,641,33,26,300,674,667,33,674,26,326,-7,-0.2084166394433123,102,94,18,10,112,103,1010,1010
age,interval_target_conflict_free,33,40,7.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,1,4,95,95,1,95,1,5,0,-0.0949447337305173,57,56,2,1,250,248,306,306
age,separate_active_version,33,40,7.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1688233065678287,97,97,0,0,99,99,102,102
age,separate_active_version,33,40,7.0,PS,True,paired_target_mean_NLL,200,100,193,2,1,4,195,194,2,195,1,5,-1,-0.0971833603474078,147,145,5,3,151,149,204,204
age,separate_active_version,33,40,7.0,NS,True,paired_target_mean_NLL,1000,100,641,33,26,300,674,667,33,674,26,326,-7,-0.2084166394433123,102,94,18,10,112,103,1010,1010
age,separate_active_version,33,40,7.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,1,4,95,95,1,95,1,5,0,-0.0949447337305173,57,56,2,1,250,248,306,306
age,original_all_case,34,40,6.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.194291526849247,100,100,0,0,102,102,102,102
age,original_all_case,34,40,6.0,PS,True,paired_target_mean_NLL,200,100,193,2,0,5,195,193,2,195,0,5,-2,-0.0342317865259246,142,139,4,1,146,143,204,204
age,original_all_case,34,40,6.0,NS,True,paired_target_mean_NLL,1000,100,714,30,24,232,744,738,30,744,24,256,-6,-0.222881907775416,160,145,28,13,170,155,1010,1010
age,original_all_case,34,40,6.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,0,4,96,95,1,96,0,4,-1,-0.0534313350252341,53,51,2,0,248,245,306,306
age,interval_target_conflict_free,34,40,6.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.194291526849247,100,100,0,0,102,102,102,102
age,interval_target_conflict_free,34,40,6.0,PS,True,paired_target_mean_NLL,200,100,193,2,0,5,195,193,2,195,0,5,-2,-0.0342317865259246,142,139,4,1,146,143,204,204
age,interval_target_conflict_free,34,40,6.0,NS,True,paired_target_mean_NLL,1000,100,714,30,24,232,744,738,30,744,24,256,-6,-0.222881907775416,160,145,28,13,170,155,1010,1010
age,interval_target_conflict_free,34,40,6.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,0,4,96,95,1,96,0,4,-1,-0.0534313350252341,53,51,2,0,248,245,306,306
age,separate_active_version,34,40,6.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.194291526849247,100,100,0,0,102,102,102,102
age,separate_active_version,34,40,6.0,PS,True,paired_target_mean_NLL,200,100,193,2,0,5,195,193,2,195,0,5,-2,-0.0342317865259246,142,139,4,1,146,143,204,204
age,separate_active_version,34,40,6.0,NS,True,paired_target_mean_NLL,1000,100,714,30,24,232,744,738,30,744,24,256,-6,-0.222881907775416,160,145,28,13,170,155,1010,1010
age,separate_active_version,34,40,6.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,0,4,96,95,1,96,0,4,-1,-0.0534313350252341,53,51,2,0,248,245,306,306
age,original_all_case,35,40,5.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1144008596710045,99,99,0,0,101,101,102,102
age,original_all_case,35,40,5.0,PS,True,paired_target_mean_NLL,200,100,193,2,2,3,195,195,2,195,2,5,0,-0.0185166695812949,143,140,6,3,147,144,204,204
age,original_all_case,35,40,5.0,NS,True,paired_target_mean_NLL,1000,100,706,26,17,251,732,723,26,732,17,268,-9,-0.1285090818940661,130,117,29,16,139,127,1010,1010
age,original_all_case,35,40,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,2,3,95,96,1,95,2,5,1,0.0329715043934993,55,54,4,3,248,245,306,306
age,interval_target_conflict_free,35,40,5.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1144008596710045,99,99,0,0,101,101,102,102
age,interval_target_conflict_free,35,40,5.0,PS,True,paired_target_mean_NLL,200,100,193,2,2,3,195,195,2,195,2,5,0,-0.0185166695812949,143,140,6,3,147,144,204,204
age,interval_target_conflict_free,35,40,5.0,NS,True,paired_target_mean_NLL,1000,100,706,26,17,251,732,723,26,732,17,268,-9,-0.1285090818940661,130,117,29,16,139,127,1010,1010
age,interval_target_conflict_free,35,40,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,2,3,95,96,1,95,2,5,1,0.0329715043934993,55,54,4,3,248,245,306,306
age,separate_active_version,35,40,5.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1144008596710045,99,99,0,0,101,101,102,102
age,separate_active_version,35,40,5.0,PS,True,paired_target_mean_NLL,200,100,193,2,2,3,195,195,2,195,2,5,0,-0.0185166695812949,143,140,6,3,147,144,204,204
age,separate_active_version,35,40,5.0,NS,True,paired_target_mean_NLL,1000,100,706,26,17,251,732,723,26,732,17,268,-9,-0.1285090818940661,130,117,29,16,139,127,1010,1010
age,separate_active_version,35,40,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,1,2,3,95,96,1,95,2,5,1,0.0329715043934993,55,54,4,3,248,245,306,306
age,original_all_case,36,40,4.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1760907231102464,98,97,1,0,100,99,102,102
age,original_all_case,36,40,4.0,PS,True,paired_target_mean_NLL,200,100,195,1,1,3,196,196,1,196,1,4,0,-0.1230327405281423,149,146,4,1,153,150,204,204
age,original_all_case,36,40,4.0,NS,True,paired_target_mean_NLL,1000,100,685,31,15,269,716,700,31,716,15,284,-16,-0.1818283291957341,106,101,20,15,116,111,1010,1010
age,original_all_case,36,40,4.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,1,1,2,97,97,1,97,1,3,0,-0.1501774836497497,59,56,3,0,253,249,306,306
age,interval_target_conflict_free,36,40,4.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1760907231102464,98,97,1,0,100,99,102,102
age,interval_target_conflict_free,36,40,4.0,PS,True,paired_target_mean_NLL,200,100,195,1,1,3,196,196,1,196,1,4,0,-0.1230327405281423,149,146,4,1,153,150,204,204
age,interval_target_conflict_free,36,40,4.0,NS,True,paired_target_mean_NLL,1000,100,685,31,15,269,716,700,31,716,15,284,-16,-0.1818283291957341,106,101,20,15,116,111,1010,1010
age,interval_target_conflict_free,36,40,4.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,1,1,2,97,97,1,97,1,3,0,-0.1501774836497497,59,56,3,0,253,249,306,306
age,separate_active_version,36,40,4.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1760907231102464,98,97,1,0,100,99,102,102
age,separate_active_version,36,40,4.0,PS,True,paired_target_mean_NLL,200,100,195,1,1,3,196,196,1,196,1,4,0,-0.1230327405281423,149,146,4,1,153,150,204,204
age,separate_active_version,36,40,4.0,NS,True,paired_target_mean_NLL,1000,100,685,31,15,269,716,700,31,716,15,284,-16,-0.1818283291957341,106,101,20,15,116,111,1010,1010
age,separate_active_version,36,40,4.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,1,1,2,97,97,1,97,1,3,0,-0.1501774836497497,59,56,3,0,253,249,306,306
age,original_all_case,37,40,3.0,RS,True,paired_target_mean_NLL,100,100,99,0,1,0,99,100,0,99,1,1,1,-0.042776582781662,99,99,0,0,101,101,102,102
age,original_all_case,37,40,3.0,PS,True,paired_target_mean_NLL,200,100,193,0,2,5,193,195,0,193,2,7,2,0.0150196142317145,154,154,2,2,158,158,204,204
age,original_all_case,37,40,3.0,NS,True,paired_target_mean_NLL,1000,100,723,24,17,236,747,740,24,747,17,253,-7,-0.146643505224958,140,131,20,11,149,140,1010,1010
age,original_all_case,37,40,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,2,4,94,96,0,94,2,6,2,0.0157658163132146,66,66,1,1,259,259,306,306
age,interval_target_conflict_free,37,40,3.0,RS,True,paired_target_mean_NLL,100,100,99,0,1,0,99,100,0,99,1,1,1,-0.042776582781662,99,99,0,0,101,101,102,102
age,interval_target_conflict_free,37,40,3.0,PS,True,paired_target_mean_NLL,200,100,193,0,2,5,193,195,0,193,2,7,2,0.0150196142317145,154,154,2,2,158,158,204,204
age,interval_target_conflict_free,37,40,3.0,NS,True,paired_target_mean_NLL,1000,100,723,24,17,236,747,740,24,747,17,253,-7,-0.146643505224958,140,131,20,11,149,140,1010,1010
age,interval_target_conflict_free,37,40,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,2,4,94,96,0,94,2,6,2,0.0157658163132146,66,66,1,1,259,259,306,306
age,separate_active_version,37,40,3.0,RS,True,paired_target_mean_NLL,100,100,99,0,1,0,99,100,0,99,1,1,1,-0.042776582781662,99,99,0,0,101,101,102,102
age,separate_active_version,37,40,3.0,PS,True,paired_target_mean_NLL,200,100,193,0,2,5,193,195,0,193,2,7,2,0.0150196142317145,154,154,2,2,158,158,204,204
age,separate_active_version,37,40,3.0,NS,True,paired_target_mean_NLL,1000,100,723,24,17,236,747,740,24,747,17,253,-7,-0.146643505224958,140,131,20,11,149,140,1010,1010
age,separate_active_version,37,40,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,2,4,94,96,0,94,2,6,2,0.0157658163132146,66,66,1,1,259,259,306,306
age,original_all_case,38,40,2.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.2283999922742805,99,99,0,0,99,99,100,100
age,original_all_case,38,40,2.0,PS,True,paired_target_mean_NLL,200,100,192,0,2,6,192,194,0,192,2,8,2,0.0015521353026269,132,132,3,3,132,132,200,200
age,original_all_case,38,40,2.0,NS,True,paired_target_mean_NLL,1000,100,750,11,12,227,761,762,11,761,12,239,1,-0.0491419459991157,132,132,11,11,132,132,1000,1000
age,original_all_case,38,40,2.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,94,0,1,5,94,95,0,94,1,6,1,-0.001492373922374,51,52,0,1,231,231,300,300
age,interval_target_conflict_free,38,40,2.0,RS,True,paired_target_mean_NLL,99,99,99,0,0,0,99,99,0,99,0,0,0,-0.1779035301748963,98,98,0,0,98,98,99,99
age,interval_target_conflict_free,38,40,2.0,PS,True,paired_target_mean_NLL,198,99,190,0,2,6,190,192,0,190,2,8,2,0.0207281027919956,132,132,3,3,132,132,198,198
age,interval_target_conflict_free,38,40,2.0,NS,True,paired_target_mean_NLL,990,99,748,11,12,219,759,760,11,759,12,231,1,-0.0484743295707786,132,132,11,11,132,132,990,990
age,interval_target_conflict_free,38,40,2.0,RP_JOINT,True,minimum RS/PS safety margin,99,99,93,0,1,5,93,94,0,93,1,6,1,0.0162769303389006,51,52,0,1,230,230,297,297
age,separate_active_version,38,40,2.0,RS,True,paired_target_mean_NLL,99,99,99,0,0,0,99,99,0,99,0,0,0,-0.1779035301748963,98,98,0,0,98,98,99,99
age,separate_active_version,38,40,2.0,PS,True,paired_target_mean_NLL,198,99,190,0,2,6,190,192,0,190,2,8,2,0.0207281027919956,132,132,3,3,132,132,198,198
age,separate_active_version,38,40,2.0,NS,True,paired_target_mean_NLL,990,99,748,11,12,219,759,760,11,759,12,231,1,-0.0484743295707786,132,132,11,11,132,132,990,990
