pair_id,family,panel,subset,past_anchor,future_end,selection,competitor_exposure_sum,target_exposure_sum,n,D_M_mean,D_M_q05,D_M_q50,D_M_q95,D_B_mean,D_B_q05,D_B_q50,D_B_q95,interaction_mean,interaction_q05,interaction_q50,interaction_q95,interaction_negative,interaction_positive,interaction_zero,actual_success,withoutV_success,removeV_gained,removeV_lost
BASE_MEMIT__U030__V080__T100,BASE_MEMIT,rewrite,all_fixed,30,80,high_competitor_exposure,3991,3485,1000,-0.064494817140745,-4.146746444702148,-0.09333181381225586,4.295619463920591,-0.05472827679291368,-3.6966503381729123,-0.023574352264404297,3.671253395080566,-0.009766540347831323,-2.985749340057373,-0.06174612045288086,3.0331545442342747,521,479,0,563,592,114,85
BASE_MEMIT__U030__V080__T100,BASE_MEMIT,rewrite,active_t100,30,80,high_competitor_exposure,3991,3485,970,-0.09403277512990207,-4.163034653663635,-0.10926342010498047,4.149070405960082,-0.07234082375989133,-3.8260162353515623,-0.02605152130126953,3.5786503553390503,-0.02169195137001075,-3.006357955932617,-0.07041788101196289,3.02552198767662,508,462,0,547,579,112,80
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,paraphrase_0,all_fixed,40,60,low_competitor_exposure,3459,3198,1000,0.05014841264393181,-3.4571903944015503,0.0362849235534668,3.6345219135284417,-0.002827387571334839,-3.133237600326538,0.06370830535888672,2.7883920669555615,0.05297580021526665,-2.6999517202377317,0.02874159812927246,2.831020307540891,494,506,0,502,508,115,109
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,paraphrase_0,active_t100,40,60,low_competitor_exposure,3459,3198,976,0.04510092559617898,-3.458837866783142,0.03226304054260254,3.5754852294921875,0.005266723696325646,-3.0988943576812744,0.08551478385925293,2.7705399990081787,0.03983420189985334,-2.7046669721603394,0.01817464828491211,2.793265461921692,486,490,0,488,494,114,108
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,paraphrase_1,all_fixed,40,60,low_competitor_exposure,3459,3198,1000,0.07126725393068045,-3.1269461154937743,0.06859540939331055,3.5801165580749483,-0.04187163805216551,-3.0557034015655518,-0.048064231872558594,3.163089084625244,0.11313889198284596,-2.716857540607452,0.12221717834472656,2.927591896057129,466,534,0,531,528,105,108
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,paraphrase_1,active_t100,40,60,low_competitor_exposure,3459,3198,976,0.08358645066141808,-3.1272575855255127,0.07501935958862305,3.6441810131073,-0.02293866530030233,-2.9866461753845215,-0.032706260681152344,3.16386079788208,0.1065251159617204,-2.719130575656891,0.1136634349822998,2.927842140197754,457,519,0,514,512,103,105
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,rewrite,all_fixed,40,60,low_competitor_exposure,3459,3198,1000,0.14386278904182837,-3.3562661170959474,0.07294940948486328,3.699505376815795,0.04578268438577652,-3.40873851776123,0.04701519012451172,3.4099363327026335,0.09808010465605184,-3.0381078004837034,0.0825796127319336,3.3936475992202717,484,516,0,564,548,85,101
BASE_MEMIT__U040__V060__T100,BASE_MEMIT,rewrite,active_t100,40,60,low_competitor_exposure,3459,3198,976,0.14710598903828392,-3.357059955596924,0.06748414039611816,3.735965311527252,0.05746739082893387,-3.433722496032715,0.06894874572753906,3.480358600616455,0.08963859820935005,-3.072970986366272,0.07689285278320312,3.412200093269348,473,503,0,549,534,85,100
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,paraphrase_0,all_fixed,40,80,high_competitor_exposure,3782,3495,1000,-0.05803860250581056,-3.9112363338470457,-0.021932125091552734,3.8365504264831536,-0.013397711038589477,-4.250400543212891,-0.02812480926513672,4.222133731842041,-0.04464089146722108,-2.882373809814453,-0.023319721221923828,2.790269207954405,507,493,0,502,533,126,95
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,paraphrase_0,active_t100,40,80,high_competitor_exposure,3782,3495,976,-0.06807218557777127,-3.9367167949676514,-0.030619144439697266,3.8172513246536255,-0.03325482836512268,-4.24096417427063,-0.03660392761230469,4.183322906494141,-0.034817357212648586,-2.8753135204315186,-0.007010102272033691,2.7967649698257446,491,485,0,488,520,125,93
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,paraphrase_1,all_fixed,40,80,high_competitor_exposure,3782,3495,1000,-0.15528919819789008,-3.940597903728485,-0.10262632369995117,3.4427554011344896,-0.0966893322840333,-3.9857060432434084,-0.044423818588256836,3.8704808235168433,-0.058599865913856776,-3.0650418758392335,-0.06644773483276367,2.943500232696532,522,478,0,531,561,112,82
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,paraphrase_1,active_t100,40,80,high_competitor_exposure,3782,3495,976,-0.17194474492361386,-3.9544400572776794,-0.10634469985961914,3.394381284713745,-0.1114118925265235,-3.9825611114501953,-0.054978370666503906,3.7624592781066895,-0.06053285239709037,-3.057491660118103,-0.06644773483276367,2.9370276927948,510,466,0,514,548,111,77
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,rewrite,all_fixed,40,80,high_competitor_exposure,3782,3495,1000,-0.10502300809542066,-4.198546838760376,-0.12193107604980469,4.028897523880004,0.01362441014079377,-4.199694991111755,0.05474853515625,4.149841737747192,-0.11864741823621444,-3.519151306152344,-0.16656041145324707,3.2783039569854693,541,459,0,564,578,101,87
BASE_MEMIT__U040__V080__T100,BASE_MEMIT,rewrite,active_t100,40,80,high_competitor_exposure,3782,3495,976,-0.11656513711142132,-4.174158573150635,-0.13844680786132812,4.032972574234009,0.0038359673177540974,-4.191174030303955,0.052770376205444336,4.040261328220367,-0.12040110442917541,-3.5195693969726562,-0.16656041145324707,3.298280954360962,529,447,0,549,566,100,83
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,paraphrase_0,all_fixed,50,60,low_competitor_exposure,3526,3372,1000,-0.05459510632418096,-3.470947217941284,-0.05279731750488281,3.2182135820388793,-0.10243077378347516,-3.366795873641968,-0.0977020263671875,3.1601347446441648,0.0478356674592942,-2.9141220569610597,0.0610198974609375,2.9609837651252744,479,521,0,521,536,104,89
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,paraphrase_0,active_t100,50,60,low_competitor_exposure,3526,3372,980,-0.02920184569357305,-3.4332996129989626,-0.03600788116455078,3.221863842010496,-0.0940147959950323,-3.366795873641968,-0.0938258171081543,3.1601347446441648,0.06481295030145925,-2.898637390136719,0.07102680206298828,2.9647266268730155,464,516,0,514,526,100,88
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,paraphrase_1,all_fixed,50,60,low_competitor_exposure,3526,3372,1000,0.0319907061168924,-3.099063229560852,-0.02321004867553711,3.290410184860224,0.022761907860636713,-3.291710615158081,-0.0020189285278320312,3.3982415676116937,0.009228798256255687,-3.0001129150390624,0.06469488143920898,2.75457773208618,474,526,0,548,542,92,98
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,paraphrase_1,active_t100,50,60,low_competitor_exposure,3526,3372,980,0.04897920860414754,-3.099063229560852,-0.014248371124267578,3.402650260925293,0.03592513475795182,-3.291710615158081,0.007292270660400391,3.4152029514312705,0.01305407384619573,-3.0527009487152097,0.06469488143920898,2.789931535720821,464,516,0,538,531,89,96
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,rewrite,all_fixed,50,60,low_competitor_exposure,3526,3372,1000,0.13045550559129332,-3.5994636535644533,0.07811307907104492,3.8751410484313955,-0.2000779746286571,-3.329231691360474,-0.1644115447998047,2.800883102416992,0.33053348021995044,-2.390282356739044,0.15632379800081253,3.662505225464701,449,551,0,605,599,80,86
BASE_MEMIT__U050__V060__T100,BASE_MEMIT,rewrite,active_t100,50,60,low_competitor_exposure,3526,3372,980,0.14908713076913455,-3.5994636535644533,0.08852815628051758,3.901071834564208,-0.187236449099621,-3.329231691360474,-0.1548607349395752,2.803314757347107,0.33632357986875555,-2.4326557397842405,0.14952516555786133,3.6725222174078214,441,539,0,592,588,79,83
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,paraphrase_0,all_fixed,50,80,high_competitor_exposure,3841,3557,1000,-0.17065072994492947,-4.0282127380371096,-0.1186056137084961,3.803061687946318,0.04688478637859225,-3.1573564529418947,0.03511953353881836,3.4499482154846177,-0.21753551632352172,-3.585189437866211,-0.13555002212524414,3.0355568885803206,548,452,0,521,549,119,91
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,paraphrase_0,active_t100,50,80,high_competitor_exposure,3841,3557,980,-0.15413626121281057,-3.9420897006988525,-0.11200857162475586,3.8367640495300255,0.04749676768801042,-3.1573564529418947,0.04013824462890625,3.4467673301696777,-0.201633028900821,-3.615364358574152,-0.12593889236450195,3.0707175254821766,533,447,0,514,539,115,90
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,paraphrase_1,all_fixed,50,80,high_competitor_exposure,3841,3557,1000,-0.2531996790682897,-3.9281947016716003,-0.22308635711669922,3.5465166091918925,0.0682749061435461,-3.3284697055816648,0.01493072509765625,3.610429620742797,-0.3214745852118358,-4.172020792961121,-0.2260284423828125,3.0130285501480096,561,439,0,548,591,121,78
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,paraphrase_1,active_t100,50,80,high_competitor_exposure,3841,3557,980,-0.23755337549468541,-3.9281947016716003,-0.21094322204589844,3.5465166091918925,0.0812029377386278,-3.321665382385254,0.013984203338623047,3.570671558380125,-0.3187563132333132,-4.199294829368591,-0.21281647682189941,3.0130285501480096,546,434,0,538,578,117,77
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,rewrite,all_fixed,50,80,high_competitor_exposure,3841,3557,1000,-0.38477469852851937,-4.794149315357208,-0.22411298751831055,3.5885858535766593,0.014303882529493422,-3.7927371978759763,0.014312982559204102,3.656696605682371,-0.3990785810580128,-4.209692883491516,-0.23227643966674805,3.0027953386306736,579,421,0,605,639,108,74
BASE_MEMIT__U050__V080__T100,BASE_MEMIT,rewrite,active_t100,50,80,high_competitor_exposure,3841,3557,980,-0.3796585169706935,-4.794149315357208,-0.22411298751831055,3.5885858535766593,0.027018463483783513,-3.7704811096191406,0.011513471603393555,3.656696605682371,-0.4066769804544771,-4.265053547173738,-0.2375049591064453,3.0027953386306736,565,415,0,592,627,104,69
