arm,batch,entry,selected,selection_sha,commit_sha,past_ids_sha,W,M,nextordinal,checkpoint
C48,3,d2910ea26a0fc67050935b649a5a67487a1c7c80161e24715bcec32001d8bd42,2290f909bdf4bc48db067f19d72336975a52f359fecbaf47759a25fb14d9eced,ddb74627a0463d8584388f1f1aeb0606edd1c2aa1943d8e2639821d7d51ffc41,dbc76bebc8a5b7f137441c5c4ff16652d2c067729ab2e20e7feddec8f8937782,a5250a63980f984882fb1e46ad8417b9cf1ddede310ef57a2f44d73292bedd5d,230b0e1dc7070f8dd7459db0dc3cff42d7f494f737883a3ac8c5cd2991ea2362,606e2265bdca8661dd82913c36653267554534adc0179cbd71fb7ca5958e3693,300,NOT_SAVED_USER_DIRECTED
C48,4,2290f909bdf4bc48db067f19d72336975a52f359fecbaf47759a25fb14d9eced,9838cedc41b14ec1a52e457d1e4bea60e34f78ccde4b9ed4950367f9d5935e59,536ee112264ef3ade2b2305f5324614200fa015584ec63f41b4f740e5f041976,5c589b7ec3945bb9caba013bff56a4b258c8ca156c5ebb04939ed39cf70105b7,1a3422ee227b3f0742132a719773fc99270f03222cea3084de684367d15673ca,0db986a84df58bb64558ee08fae8718be023cd953caa2160b50c3611c187a244,d3048e3d6694a41dd65dd47787055bf22f6d68ee7fbca8d23862e28a187d1082,400,NOT_SAVED_USER_DIRECTED
C48,5,9838cedc41b14ec1a52e457d1e4bea60e34f78ccde4b9ed4950367f9d5935e59,5060810f2f9d2baab147cf1a1876d131d745aca3c7629976e521866c0d022ea3,013e6d429d25bb692a7e735c88d3af0673395b15a3f22bb4c33f8295bfcef822,e05e3c1880076d91fe05ae0482ae8f61b1d1dd55d41dcbaff0e5b00178aa06a1,3a6100e77e046e0f4cbcdf7aad3f848d2a047cdc71e3042574c4f1e5fef276cd,b919e9f62edcdbcb5039cac6e5d387f7432a1e39d2a6796f6b5cbd45edee52e5,099207078cc04d90e32efd9c334093ec150b619eb5fff8260f79d85915720ea6,500,NOT_SAVED_USER_DIRECTED
C48,6,5060810f2f9d2baab147cf1a1876d131d745aca3c7629976e521866c0d022ea3,af45cb9e1a20eaa9d26c5d28c85df8687f751de3ed5fd0abd449a9199bfef388,12c3a964a181e9596aae56c5048a86b638c705d53ed209dad3df5ea1c1d9b518,c74077dbeed69202c29799558fab6897fa4a4b1d0047fe535130abfa645212c1,77af2e36d3f1b5cf9432225a069bec30ba9ea440e6f5ca443696485bd5dadc24,40f7837edb7f3d35573183077ed22a83f83b77d089958be86da1c8216da85cd7,8dcf01c34b5d286bde78f59c353fbe011842a1ca82ddde1078e2a487d70e08e5,600,NOT_SAVED_USER_DIRECTED
C48,7,af45cb9e1a20eaa9d26c5d28c85df8687f751de3ed5fd0abd449a9199bfef388,34436af7c06d2a965581edebdd579ee1ceaebb21fe139a9fd876bdcdcc89f1cd,cea4fdcb9bf9ebca45fa28d184fb94cc4398f321e352afa5ec6def7ce97bd14a,b5e013b1c4194064c1c9caaf672b09414b794241c3eb0e3ddd0b9250f3aaa130,54acd45c7a628f84f6ca5600c104d0086f9e2b81eaa1163202508ea45c1793d7,214685fc58cbe1abd7fa5a4f8ddbc63017df93b356f16bdadfb8858f788ec5da,865e3b64c423dbbfe372de9c7b2b1523582493d15b854992c1234983afe21470,700,NOT_SAVED_USER_DIRECTED
C48,8,34436af7c06d2a965581edebdd579ee1ceaebb21fe139a9fd876bdcdcc89f1cd,6e9d020ffd4642e5580357cf2202f877fb1046519d7e6b11b49a49d01a2ef36e,aaa39af0b8d1e417b356aee75b5a409b758cf08a331f9cb183e29f5e7bf3ea3d,d9de9c4c94700dfcd680ba3956df18274c548bb31de38508d29e79e92246f607,791ee445fc5badf7c7dc97952f58d9743832472e1e520e4aa8690cd3ce4d6271,765042868bd172a6121d61b4f1481d5695555a8edffc5f41b2a8e4b76beca100,21f0b04b4250b7b45883a6353291673ff0d8a64fa48c411b2df61ef9ac5a2dd2,800,NOT_SAVED_USER_DIRECTED
C48,9,6e9d020ffd4642e5580357cf2202f877fb1046519d7e6b11b49a49d01a2ef36e,bdac9c437d1d52672b5078b3263688fbda5a217855c5fe5aaaa4563b07bb2371,9d0e966b7472c673c5aa778dd828d20bac28c51fbaac3441291ee0cb4cd808b4,92bd00cfe4539732099f67451c6e353c176cda6a045ac69d23bbea857361c4ba,432bca8e9a72b2425ee2d18c72d0ec4175c4d442f72dc9cc5ae7f866fea7e6a5,59bd37714eb165d5a526510203b54dc9e113f1f1498095549d6b3b56f3d00336,0975d4469bd551366c21a9d615a38472470283c2dfa27422a3c3bc1bd791fc98,900,NOT_SAVED_USER_DIRECTED
C48,10,bdac9c437d1d52672b5078b3263688fbda5a217855c5fe5aaaa4563b07bb2371,1f2319986803ac2bdd284060a6600af6d924ee2b123e2f96da40a59a7a3f1831,a2de91e789040f042bb66a54b92cc1c39be9b497d1a5033fef96363fc0db8d8f,55d0db8f8ef87c25007455b4ef4f9d566d0b96ec6e17a40734a27326c8a069fa,0ce1af2665c547a4aa57591670e8dee48d760f338a582097594edad66da7ba63,735e876c2bcbf16e976bb8f8c852bdb71fdc466b20d8fc63028980eb09fff627,b97b2c1ab1b9416c9736f312739f812ef28bf4c398cd47176c90f092f8f16baa,1000,NOT_SAVED_USER_DIRECTED
C45678,1,cecd4a95bf5343b2bad2d5cfa39ac285174d139f8161f5ae4ae53e24dde7b286,7ade752468e55918c44f515da552f5af9b5593d51e9b351c817eefac87634b98,c873dcfa1f167d5d31836dca5b46b1ba29d8024f5a09946624d408f3f35e0530,8d92dedb05d3e2ebea42042cd6e58b2966c7c1a7dbb59afefe34b3b8814a43d4,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,c5d320f1fe56122a10b98136a6ca76624bab13780f23d8632323df3caef83259,ee96d8dd317d43f427cd371a9c94f18bd00667c6ff9abcf1471f5767dd0a2559,100,NOT_SAVED_USER_DIRECTED
C45678,2,7ade752468e55918c44f515da552f5af9b5593d51e9b351c817eefac87634b98,24d134ea30ddad98bb17b48f18de0c9f9cd73c31c634d0053f836c4882ad1240,02c1fa7707c0f1efb854d6b5a04da72a72254662c35da8b82a75dd2ee9cb82d3,5546dfbd8290588b47df87052651e1c4d037e8eec5543cdeed8ef699841d65c1,91e62aaa0af730d436f827a91ab0dde954e339de199bcec0e071a6a681a98fa3,939a0d2c7091ea02d350c3187d347d0bc2cd67bd0b601a9ff5cb780ef4ff606e,ecfb3e2ee95f2d4962c7a1d01d20855cfdb9c7d12d995bddc4b194f8ec3d0261,200,NOT_SAVED_USER_DIRECTED
C45678,3,24d134ea30ddad98bb17b48f18de0c9f9cd73c31c634d0053f836c4882ad1240,6e454a208377cdf9e03c2173ff0065d37bc93794d4e3010426ab8fa2160ab9e7,eccfa626a644f5ad15036f513beddb4bc9729efb3450ce004f3b515a4a372f7f,b633692d539c134ea5d28932f1ebc720244f275e75dae0db8534e54fd4cde614,a5250a63980f984882fb1e46ad8417b9cf1ddede310ef57a2f44d73292bedd5d,7fdf8c3cbc7f3b68cde8c00d418f4a077bd79e8a1af4ce8a237254203cfc8f59,eca7837fda30ef6013fce3c7b0e22802c30fd2d7061a99252fb4c1ef1bdd556a,300,NOT_SAVED_USER_DIRECTED
C45678,4,6e454a208377cdf9e03c2173ff0065d37bc93794d4e3010426ab8fa2160ab9e7,8babf96f5dd7de9dd411a66a4c86a217dbe87cbbdd68bf0c616aac046627f17c,6c23048c99e4e314bd9700e36de75fbd1328f03e07eab67ae9982497167e0f06,edb37b3a3de67669b547bb68a4d2383b601bf49dd2834263189552eafad891bf,1a3422ee227b3f0742132a719773fc99270f03222cea3084de684367d15673ca,321e11d591dcb3c28b837337591c4b9fca87340cca090fc16f414f2aa2e06e7a,0d2c5d928caf40d2deeedccf230618ecb3a6450d4e699eb8fc5530c7c34112ce,400,NOT_SAVED_USER_DIRECTED
C45678,5,8babf96f5dd7de9dd411a66a4c86a217dbe87cbbdd68bf0c616aac046627f17c,1c19dace3c4d9e1b7f6591299e3c4d55630a09a0ca58ee87ec1a652c11a74763,2a0e87c47fb85c8ba4e470532aa3119e1571d0ade4180d4665b55194b2de29fc,ac209f5bcf1668e59c20b55fce6e7a259e3efedcdb09f26e71b38c55d8df372e,3a6100e77e046e0f4cbcdf7aad3f848d2a047cdc71e3042574c4f1e5fef276cd,7311d80c3b7b807fbb6620d08ed94f576f63bcec9b9b02060a3d6899901de4d2,972f0183d8cca9736f34e29246e60971e330954a215db57f9f323c85a2ff7a3c,500,NOT_SAVED_USER_DIRECTED
C45678,6,1c19dace3c4d9e1b7f6591299e3c4d55630a09a0ca58ee87ec1a652c11a74763,374a66e7102f4a8dc35acf6c3cc5163c4d78df18346fa71637c9d35bff209d80,dd86b15293cae6c5917824ab5bb2d61b2214296266bbbe7bc51b7961e73433fe,73c4064fdd43eeee9a16fb4658e12b55b637738decf0b0bb173b89930c45702c,77af2e36d3f1b5cf9432225a069bec30ba9ea440e6f5ca443696485bd5dadc24,6eabc5b3533974b064243c7be0b85161340ed89dfbe9f8a990ef4784616c3aa3,8f22513f634ce9e00c10f831c6237d4a2c63bc39ed91de9b52fb367c31b7e3a8,600,NOT_SAVED_USER_DIRECTED
C45678,7,374a66e7102f4a8dc35acf6c3cc5163c4d78df18346fa71637c9d35bff209d80,5a7f5b8b0cef5b40b77fba3b08009710686963823d2dc482840452a93a773032,6648c096b617f8870a9321a71a87f720552ba0698d444eaeb5ef7b4cdacf9118,36ed94c99c601b141ef24ad0ed0a0a8966816f020d570cb87dd906b9fae986cd,54acd45c7a628f84f6ca5600c104d0086f9e2b81eaa1163202508ea45c1793d7,ce2112a1a7c9b3708548020a36d68c6d3ef7f1ac4a934a28a0ce2e9a9b28b6f6,f4f7439328aabc2b981f04b7fd9e1f61911b918071240f7ddbe6c9ded88fb2b7,700,NOT_SAVED_USER_DIRECTED
C45678,8,5a7f5b8b0cef5b40b77fba3b08009710686963823d2dc482840452a93a773032,dffbb51e99812c09fcba8bc292b54d6499058e42c5ae0100412d171dbabdc022,9c5a0f2c07e2ddc25fff8b678d561999aa7136ba571a8b1d0cc82495f30ff807,4999a0dddc02e2e0cb1e2ae1050db54506147698066d7b4058336dd38224c0b6,791ee445fc5badf7c7dc97952f58d9743832472e1e520e4aa8690cd3ce4d6271,a53ec4631e4510c1a87b0346559ee5691586cecc6341212d764ea59d581ff8bb,89b86b48cb51ad045529c9f514e7c49e5be979673208e6dfa499f0cb80952225,800,NOT_SAVED_USER_DIRECTED
C45678,9,dffbb51e99812c09fcba8bc292b54d6499058e42c5ae0100412d171dbabdc022,10eb7599f28ddff3467aa80845bcf19041fbbd6ce8cfbd4b43676bd3c565de0d,27c45cf9ee67cfc36b81df97e9e04c6b5038197380ebc384b12e445b072ac5cd,8e6bee9771ee5cc0a60f229c51c079481272e2ba2ed4f79a3edd3daaf82d2b2e,432bca8e9a72b2425ee2d18c72d0ec4175c4d442f72dc9cc5ae7f866fea7e6a5,065e3bd3cf9722d1f4c9b9a94f5501d93141e54ebaa383189884fa126aec66bc,a013ab81dbaa5adf6ad71849c3431fb4335299fc2a8ccfca749dc9c3029dce9b,900,NOT_SAVED_USER_DIRECTED
C45678,10,10eb7599f28ddff3467aa80845bcf19041fbbd6ce8cfbd4b43676bd3c565de0d,b4ede8ab02e673af58e772c91f66bc91d232d28599fdfc8b9bddf5841803a47d,87c25f7f57209b1ac224bd3b0097a06fc5418e71f1c97808c3df1a4290d826e3,94b941068a15385553710452483f6fdb14cf0ed1276f802d2632ef45d729c244,0ce1af2665c547a4aa57591670e8dee48d760f338a582097594edad66da7ba63,84d20b58bdb9214c37ed48986fcd33a85668e024c1302d1b3c8bea97646bcd79,a73599de2a8ff8faee90aae0e95121fd6a246d7d80e523cc5742116ddec419ba,1000,NOT_SAVED_USER_DIRECTED
