arm,comparison,batch,metric,n,before,after,lost,gained,retained,both_failure,strict_lost,strict_gained,delta_pp,delta_new_nll_mean,delta_new_nll_p00,delta_new_nll_p50,delta_new_nll_p95,delta_new_nll_p99,delta_new_nll_p100,delta_true_nll_mean,delta_true_nll_p00,delta_true_nll_p50,delta_true_nll_p95,delta_true_nll_p99,delta_true_nll_p100,delta_desired_nll_mean,delta_desired_nll_p00,delta_desired_nll_p50,delta_desired_nll_p95,delta_desired_nll_p99,delta_desired_nll_p100,desired_nll_worse_count
N4,COHORT_ATWRITE_TO_W10,3,NS,1000,861,799,73,11,788,128,55,20,-6.2,-0.9741148958994017,-14.72580792568624,-0.6029295921325684,1.3701309680938718,2.7733859658241267,12.255560874938965,0.29856891003716735,-6.845547556877136,-0.03763298690319061,3.4031341433525055,7.897329991310834,14.396600306034088,0.29856891003716735,-6.845547556877136,-0.03763298690319061,3.4031341433525055,7.897329991310834,14.396600306034088,469
N4,COHORT_ATWRITE_TO_W10,4,NS,1000,811,750,77,16,734,173,52,20,-6.1,-0.7795235654403732,-12.085909843444824,-0.4656970500946045,1.147834801673889,2.495987195968626,10.320858478546143,0.3538151267613284,-6.003451824188232,0.02386895939707756,3.4472526788711475,7.886250805258749,14.415534853935242,0.3538151267613284,-6.003451824188232,0.02386895939707756,3.4472526788711475,7.886250805258749,14.415534853935242,526
N4,COHORT_ATWRITE_TO_W10,5,NS,1000,859,804,60,5,799,136,64,21,-5.5,-0.5569512670040131,-9.781939506530762,-0.3686981201171875,1.4453273773193338,3.2083369684219356,8.668038368225098,0.2824562729216414,-4.201963424682617,0.0013997554779052734,2.7844945192337027,7.829420449137686,12.8095942735672,0.2824562729216414,-4.201963424682617,0.0013997554779052734,2.7844945192337027,7.829420449137686,12.8095942735672,502
N4,COHORT_ATWRITE_TO_W10,6,NS,1000,806,781,41,16,765,178,36,14,-2.5,-0.3739227262060158,-12.960693597793579,-0.23634862899780273,1.0036712169647215,2.24486848115921,8.198722839355469,0.1394969780095853,-3.606079578399658,-0.0260469913482666,2.0619236588478085,5.635958612561223,10.994132995605469,0.1394969780095853,-3.606079578399658,-0.0260469913482666,2.0619236588478085,5.635958612561223,10.994132995605469,459
N4,COHORT_ATWRITE_TO_W10,7,NS,1000,848,833,30,15,818,137,44,20,-1.5,-0.2172032287369948,-8.774155460996553,-0.17902088165283203,1.1998807668685911,3.9736127567291235,9.312010765075684,0.17689089906355365,-5.105724573135376,-0.0022634267807006836,1.6640785694122302,7.412760072052477,12.327788120135665,0.17689089906355365,-5.105724573135376,-0.0022634267807006836,1.6640785694122302,7.412760072052477,12.327788120135665,493
N4,COHORT_ATWRITE_TO_W10,8,NS,1000,834,811,33,10,801,156,17,16,-2.3,-0.22569771092943847,-5.293931007385254,-0.1284489631652832,0.8305850028991688,2.0797603607177733,7.5813282802701,0.030334379968233408,-6.162126064300537,-0.010770648717880249,1.1766281127929672,3.1748323905467957,11.757538795471191,0.030334379968233408,-6.162126064300537,-0.010770648717880249,1.1766281127929672,3.1748323905467957,11.757538795471191,465
N4,COHORT_ATWRITE_TO_W10,9,NS,1000,816,810,17,11,799,173,18,13,-0.6,-0.11665102509170538,-5.220944881439209,-0.0613858699798584,0.5846995353698731,1.1597413015365599,3.5226430892944336,-0.03326458241790533,-4.935856819152832,-0.007878348231315613,0.6038078308105468,1.9158348560333245,4.21434473991394,-0.03326458241790533,-4.935856819152832,-0.007878348231315613,0.6038078308105468,1.9158348560333245,4.21434473991394,470
N4,COHORT_ATWRITE_TO_W10,10,NS,1000,810,810,0,0,810,190,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F48,ENTRY_TO_ATWRITE,1,RS,100,5,100,0,95,5,0,0,100,95.0,-11.736861129860772,-21.1544799990952,-11.792186834965833,-5.710242586291861,-4.666996709558288,-2.658772119320929,9.318884064941667,-2.6708383560180664,8.953844420611858,18.280150312557815,22.351160068511966,22.947526454925537,-11.736861129860772,-21.1544799990952,-11.792186834965833,-5.710242586291861,-4.666996709558288,-2.658772119320929,0
F48,ENTRY_TO_ATWRITE,1,PS,200,20,190,0,170,20,10,0,121,85.0,-8.402847063957598,-18.240441009402275,-8.41971679776907,-2.9879331469535875,-0.3646999287605297,1.0073306560516357,4.7783281757775695,-2.8821940422058105,4.245370090007782,12.390538001060486,15.039474918842313,18.753620147705078,-8.402847063957598,-18.240441009402275,-8.41971679776907,-2.9879331469535875,-0.3646999287605297,1.0073306560516357,1
F48,ENTRY_TO_ATWRITE,1,NS,1000,886,869,18,1,868,113,12,6,-1.7,-0.4239027209691703,-13.486232876777649,-0.17941951751708984,0.35342822074890123,0.7352443695068354,1.9779157638549805,-0.05852431684359908,-6.5173516273498535,-0.056341566145420074,0.5230651795864104,2.003214075565336,6.791163444519043,-0.05852431684359908,-6.5173516273498535,-0.056341566145420074,0.5230651795864104,2.003214075565336,6.791163444519043,388
F48,ENTRY_TO_ATWRITE,2,RS,100,10,100,0,90,10,0,0,100,90.0,-11.05260670429816,-20.767932377784746,-11.135819777904544,-5.6782682638033295,-3.8115657280711317,-1.1091101942583919,8.775547406161204,-4.846821308135986,8.763572573661804,17.609820100292563,21.22549980401994,23.258764505386353,-11.05260670429816,-20.767932377784746,-11.135819777904544,-5.6782682638033295,-3.8115657280711317,-1.1091101942583919,0
F48,ENTRY_TO_ATWRITE,2,PS,200,28,185,0,157,28,15,0,118,78.5,-8.130824277468491,-18.23320581112057,-8.01024517044425,-2.3748968362808243,-1.0082295095920621,2.2532453536987305,4.211861382103525,-9.95453429222107,3.521002769470215,12.650991958379736,16.22421590566635,19.749046802520752,-8.130824277468491,-18.23320581112057,-8.01024517044425,-2.3748968362808243,-1.0082295095920621,2.2532453536987305,1
F48,ENTRY_TO_ATWRITE,2,NS,1000,883,870,16,3,867,114,9,8,-1.3,-0.3433916439563036,-16.579638823866844,-0.14230060577392578,0.3074591159820556,0.6842797422409053,4.055361747741699,-0.02326881453185342,-3.855471134185791,-0.032807230949401855,0.41515103578567497,1.538860363960263,7.904314398765564,-0.02326881453185342,-3.855471134185791,-0.032807230949401855,0.41515103578567497,1.538860363960263,7.904314398765564,406
F48,ENTRY_TO_ATWRITE,3,RS,100,9,100,0,91,9,0,0,99,91.0,-10.506857947286845,-19.980773629184114,-10.528978548652958,-4.427319491724484,-1.652313797406378,5.8028846979141235e-05,9.333951413119213,-2.274852752685547,9.999450922012329,17.95878078341484,20.17036451578141,22.030187368392944,-10.506857947286845,-19.980773629184114,-10.528978548652958,-4.427319491724484,-1.652313797406378,5.8028846979141235e-05,1
F48,ENTRY_TO_ATWRITE,3,PS,200,20,187,0,167,20,13,0,117,83.5,-8.196087984595687,-16.731892108917236,-8.11961555480957,-2.14314634799958,0.05320015907287507,0.34262847900390625,4.899916520407423,-5.669515609741211,4.241365909576416,13.916889368742703,17.686324343681317,22.031095385551453,-8.196087984595687,-16.731892108917236,-8.11961555480957,-2.14314634799958,0.05320015907287507,0.34262847900390625,4
F48,ENTRY_TO_ATWRITE,3,NS,1000,884,876,11,3,873,113,5,5,-0.8,-0.3421100639998913,-7.979512691497803,-0.1441340446472168,0.20434346199035636,0.5887499809265133,7.399224281311035,-0.04735498895135243,-3.7549219131469727,-0.025124620646238327,0.390315094590187,1.2470504784584031,5.960572749376297,-0.04735498895135243,-3.7549219131469727,-0.025124620646238327,0.390315094590187,1.2470504784584031,5.960572749376297,417
F48,ENTRY_TO_ATWRITE,4,RS,100,12,100,0,88,12,0,0,99,88.0,-10.197944438517807,-21.622787736472674,-10.073610255902167,-4.031708905886628,-2.438275821553543,-2.3765427824109793,9.361482816754142,-0.9393391609191895,8.882159233093262,17.516075881570575,18.952604138851175,20.957889795303345,-10.197944438517807,-21.622787736472674,-10.073610255902167,-4.031708905886628,-2.438275821553543,-2.3765427824109793,0
F48,ENTRY_TO_ATWRITE,4,PS,200,32,190,0,158,32,10,0,141,79.0,-7.628304632413928,-18.414590433239937,-7.4134224113076925,-1.9445212483406078,-0.1894717836380343,7.458662986755371,5.693098800963489,-6.607351303100586,5.283125400543213,13.344784004986273,19.0954996037483,21.689462184906006,-7.628304632413928,-18.414590433239937,-7.4134224113076925,-1.9445212483406078,-0.1894717836380343,7.458662986755371,2
F48,ENTRY_TO_ATWRITE,4,NS,1000,854,834,23,3,831,143,18,7,-2.0,-0.33363825676351555,-15.43490344285965,-0.13022422790527344,0.272064995765686,0.7176815795898429,14.715095520019531,0.09345593841478694,-2.6128764152526855,-0.0026083216071128845,0.8316857814788817,4.137979465126985,8.339162826538086,0.09345593841478694,-2.6128764152526855,-0.0026083216071128845,0.8316857814788817,4.137979465126985,8.339162826538086,487
F48,ENTRY_TO_ATWRITE,5,RS,100,7,100,0,93,7,0,0,98,93.0,-10.36652494203583,-19.090807544300333,-10.27035789922229,-5.573256729796412,-1.26618597410706,-0.17445548260002397,8.98539950207807,-4.033597946166992,8.832738399505615,15.266175977885723,16.140285248756424,19.03007745742798,-10.36652494203583,-19.090807544300333,-10.27035789922229,-5.573256729796412,-1.26618597410706,-0.17445548260002397,0
F48,ENTRY_TO_ATWRITE,5,PS,200,25,187,0,162,25,13,0,120,81.0,-7.699052129726697,-17.337113216519356,-7.635782968252897,-1.6726257801055933,-0.22651175498962461,1.8081893920898438,4.821632614843548,-6.272846698760986,4.5155069231987,12.407473742961884,14.354671937227234,17.172672986984253,-7.699052129726697,-17.337113216519356,-7.635782968252897,-1.6726257801055933,-0.22651175498962461,1.8081893920898438,1
F48,ENTRY_TO_ATWRITE,5,NS,1000,869,865,8,4,861,127,15,5,-0.4,-0.3451048583611846,-6.931153774261475,-0.13782894611358643,0.25501861572265616,0.6243588542938228,8.804193496704102,0.03128813042276306,-1.7972710132598877,-0.004082358442246914,0.45346978902816765,1.5276242095232002,15.43563985824585,0.03128813042276306,-1.7972710132598877,-0.004082358442246914,0.45346978902816765,1.5276242095232002,15.43563985824585,477
F48,ENTRY_TO_ATWRITE,6,RS,100,14,100,0,86,14,0,0,100,86.0,-10.647217551756547,-20.473176962696016,-10.507780951156747,-5.1657993382308645,-3.293525814348821,-1.2517036832869053,8.988124068696052,-7.0489935874938965,9.031631231307983,15.540608954429622,19.529304088503128,20.384434700012207,-10.647217551756547,-20.473176962696016,-10.507780951156747,-5.1657993382308645,-3.293525814348821,-1.2517036832869053,0
F48,ENTRY_TO_ATWRITE,6,PS,200,30,194,0,164,30,6,0,118,82.0,-8.13698088944715,-18.12617164850235,-7.873002327978611,-2.432635283470156,-0.6233977031707785,0.3112783432006836,4.388563545364886,-7.94068717956543,4.096657931804657,10.878480809926984,13.06437108278272,18.08293890953064,-8.13698088944715,-18.12617164850235,-7.873002327978611,-2.432635283470156,-0.6233977031707785,0.3112783432006836,1
F48,ENTRY_TO_ATWRITE,6,NS,1000,827,812,21,6,806,167,5,5,-1.5,-0.2472245287001133,-9.38029956817627,-0.1015019416809082,0.3321883678436278,0.6724799633026122,2.005767345428467,0.022590441736858338,-1.6773929595947266,-0.004971928894519806,0.5367021083831786,1.607702837586402,5.2621026039123535,0.022590441736858338,-1.6773929595947266,-0.004971928894519806,0.5367021083831786,1.607702837586402,5.2621026039123535,472
F48,ENTRY_TO_ATWRITE,7,RS,100,6,100,0,94,6,0,0,100,94.0,-10.188002430806081,-21.367101085255854,-9.908494710340165,-3.9688585131982133,-1.5014829876547444,-1.4782259524799883,9.594891343955533,-4.314226150512695,9.967523455619812,17.438020455837247,20.01104881048203,21.128390073776245,-10.188002430806081,-21.367101085255854,-9.908494710340165,-3.9688585131982133,-1.5014829876547444,-1.4782259524799883,0
F48,ENTRY_TO_ATWRITE,7,PS,200,22,192,0,170,22,8,0,132,85.0,-7.617707340428314,-21.290999233722687,-7.46357898414135,-1.2492643248289828,1.0533427047729367,3.140122413635254,5.490588392820209,-4.246255874633789,5.109511613845825,12.876240170001978,15.56079817295074,19.073509216308594,-7.617707340428314,-21.290999233722687,-7.46357898414135,-1.2492643248289828,1.0533427047729367,3.140122413635254,4
F48,ENTRY_TO_ATWRITE,7,NS,1000,875,866,11,2,864,123,17,16,-0.9,-0.24895030093193055,-8.525927543640137,-0.13161206245422363,0.3032124757766722,1.2936907386779781,14.783041000366211,0.05341888169106096,-2.980377197265625,-0.00924593210220337,0.6443462729454039,2.1373302215337677,13.307234764099121,0.05341888169106096,-2.980377197265625,-0.00924593210220337,0.6443462729454039,2.1373302215337677,13.307234764099121,466
F48,ENTRY_TO_ATWRITE,8,RS,100,9,100,0,91,9,0,0,100,91.0,-9.884664128189325,-17.750307338079438,-9.725179747212678,-4.434460471310013,-2.7775626481682356,-1.7095803406264167,9.122008919268847,-3.0535097122192383,8.830334186553955,17.520808297395703,19.012320196628597,23.81691002845764,-9.884664128189325,-17.750307338079438,-9.725179747212678,-4.434460471310013,-2.7775626481682356,-1.7095803406264167,0
F48,ENTRY_TO_ATWRITE,8,PS,200,24,191,0,167,24,9,0,130,83.5,-7.566434268090525,-18.75270324666053,-7.6667842753231525,-1.5696491122245861,0.45866885185241163,3.1945900917053223,5.1058199590304865,-6.914124488830566,5.070544525980949,12.324735069274901,14.262666261792178,15.0374476313591,-7.566434268090525,-18.75270324666053,-7.6667842753231525,-1.5696491122245861,0.45866885185241163,3.1945900917053223,3
F48,ENTRY_TO_ATWRITE,8,NS,1000,884,853,33,2,851,114,16,13,-3.1,-0.29582666289713233,-13.096184253692627,-0.08946847915649414,0.30108046531677224,0.7268079376220703,2.1285886764526367,0.08561224955949001,-1.4052324295043945,-0.004240403883159161,0.6892956733703608,3.3905741357803327,8.244942754507065,0.08561224955949001,-1.4052324295043945,-0.004240403883159161,0.6892956733703608,3.3905741357803327,8.244942754507065,477
F48,ENTRY_TO_ATWRITE,9,RS,100,13,100,0,87,13,0,0,98,87.0,-10.049551042189988,-18.026216749101877,-9.87285040847928,-4.290156682685485,-0.1525214514974502,-0.10039955121465027,9.681848901007324,-4.51312780380249,8.898919254541397,17.806916761398316,20.195676674842858,24.753676891326904,-10.049551042189988,-18.026216749101877,-9.87285040847928,-4.290156682685485,-0.1525214514974502,-0.10039955121465027,0
F48,ENTRY_TO_ATWRITE,9,PS,200,22,195,0,173,22,5,0,135,86.5,-8.457057229760613,-17.33541825413704,-8.399127516895533,-2.8648596286773738,-0.3738545153918685,3.2843942642211914,5.874199750870466,-8.754613399505615,5.346925973892212,15.505311514437198,18.16382997913286,20.69308103993535,-8.457057229760613,-17.33541825413704,-8.399127516895533,-2.8648596286773738,-0.3738545153918685,3.2843942642211914,1
F48,ENTRY_TO_ATWRITE,9,NS,1000,874,851,24,1,850,125,19,6,-2.3,-0.41501260244776494,-16.12878066301346,-0.12920808792114258,0.348106002807617,0.8483361053466796,5.714366912841797,0.13631121145468206,-4.195237159729004,0.0037543484941124916,0.8826695591211318,4.502787342071532,14.918031692504883,0.13631121145468206,-4.195237159729004,0.0037543484941124916,0.8826695591211318,4.502787342071532,14.918031692504883,528
F48,ENTRY_TO_ATWRITE,10,RS,100,7,100,0,93,7,0,0,98,93.0,-10.06126970345893,-21.876852959860116,-9.300778926350176,-3.8571946172509346,-0.6513983259222004,-0.6351113766431808,8.647615493549965,-8.998260498046875,8.364940524101257,16.977627491950987,19.23491797924042,19.897830486297607,-10.06126970345893,-21.876852959860116,-9.300778926350176,-3.8571946172509346,-0.6513983259222004,-0.6351113766431808,0
F48,ENTRY_TO_ATWRITE,10,PS,200,25,196,0,171,25,4,0,127,85.5,-7.725200484974193,-18.48894622270018,-7.712484052404761,-2.4074325809255264,-0.7229919195175185,-0.3285975456237793,4.9601562650583215,-10.559913635253906,5.099980905652046,11.411088508367538,14.820605440139747,18.702175498008728,-7.725200484974193,-18.48894622270018,-7.712484052404761,-2.4074325809255264,-0.7229919195175185,-0.3285975456237793,0
F48,ENTRY_TO_ATWRITE,10,NS,1000,861,833,30,2,831,137,24,10,-2.8,-0.2863773150220513,-12.69721782207489,-0.08580231666564941,0.33573560714721673,0.6355720520019528,2.4301376342773438,0.10155915719363838,-2.261035203933716,-0.004839718341827393,0.8074051141738892,3.809384529590601,9.82375967502594,0.10155915719363838,-2.261035203933716,-0.004839718341827393,0.8074051141738892,3.809384529590601,9.82375967502594,480
F48,ATWRITE_TO_W10,0,RS,1000,1000,1000,0,0,1000,0,2,0,0.0,0.026968217679472217,-0.05527492146939039,-4.822519258596003e-06,0.003805448508137483,0.038370128651149533,13.805354060750687,0.013642542362213135,-9.459000587463379,0.0,0.8258464336395255,1.4108558845520016,2.458547592163086,0.026968217679472217,-0.05527492146939039,-4.822519258596003e-06,0.003805448508137483,0.038370128651149533,13.805354060750687,391
F48,ATWRITE_TO_W5_FIRST500,0,RS,500,500,500,0,0,500,0,0,0,0.0,0.00015965289565792772,-0.03321775421500206,0.0,0.0023760871030390207,0.012223266395740182,0.06118987128138542,-0.008284733772277833,-2.939051628112793,0.0,0.4333266973495481,0.8601067543029784,1.138418197631836,0.00015965289565792772,-0.03321775421500206,0.0,0.0023760871030390207,0.012223266395740182,0.06118987128138542,171
F48,W5_TO_W10_FIRST500,0,RS,500,500,500,0,0,500,0,1,0,0.0,0.032775059376657735,-0.0235806405544281,-5.488077295012772e-05,0.004358601500280195,0.08049580728635163,13.805434263660572,0.028104576110839843,-9.758498191833496,0.0627431869506836,0.8851332664489742,1.323602705001831,2.0342674255371094,0.032775059376657735,-0.0235806405544281,-5.488077295012772e-05,0.004358601500280195,0.08049580728635163,13.805434263660572,216
F48,W0_TO_W10,0,RS,1000,71,1000,0,929,71,0,0,994,92.9,-11.011575672476614,-21.288756887428463,-10.893199451849796,-5.345139380640469,-2.329778647343047,3.986726760864258,9.042510267035919,-8.825389862060547,9.001478476449847,17.49941519377753,20.36731321334839,24.624824047088623,-11.011575672476614,-21.288756887428463,-10.893199451849796,-5.345139380640469,-2.329778647343047,3.986726760864258,1
F48,COHORT_ATWRITE_TO_W10,1,RS,100,100,100,0,0,100,0,1,0,0.0,0.13830092201293154,-0.025229688733816147,-9.173934813588858e-05,0.0076027367729693575,0.17296514246765352,13.805354060750687,-0.001084284782409668,-2.013554573059082,0.04789447784423828,1.210908508300781,1.8968243217468268,2.0390548706054688,0.13830092201293154,-0.025229688733816147,-9.173934813588858e-05,0.0076027367729693575,0.17296514246765352,13.805354060750687,41
F48,COHORT_ATWRITE_TO_W10,2,RS,100,100,100,0,0,100,0,0,0,0.0,0.009505778231759904,-0.05527492146939039,-8.211744716390967e-05,0.022814886923879375,0.14792662749300114,0.7983926816377789,0.040036406517028805,-7.213220596313477,0.11473464965820312,1.2548845767974852,1.8990903759002715,2.458547592163086,0.009505778231759904,-0.05527492146939039,-8.211744716390967e-05,0.022814886923879375,0.14792662749300114,0.7983926816377789,48
F48,COHORT_ATWRITE_TO_W10,3,RS,100,100,100,0,0,100,0,0,0,0.0,0.016049771398411395,-0.012907139956951141,-1.0727517292252742e-06,0.007084262184798704,0.1426142516359753,1.4212857382372022,-0.11127104282379151,-9.459000587463379,-0.0071563720703125,0.6568539619445798,1.3408853435516397,2.1209497451782227,0.016049771398411395,-0.012907139956951141,-1.0727517292252742e-06,0.007084262184798704,0.1426142516359753,1.4212857382372022,50
F48,COHORT_ATWRITE_TO_W10,4,RS,100,100,100,0,0,100,0,0,0,0.0,-0.0004413870203279657,-0.006791558116674423,-0.00014209885557647794,0.0010420808219350874,0.004077113168314107,0.0054877810180187225,0.10870334625244141,-1.3503856658935547,0.06390714645385742,0.9167901039123535,1.402536144256592,1.454911231994629,-0.0004413870203279657,-0.006791558116674423,-0.00014209885557647794,0.0010420808219350874,0.004077113168314107,0.0054877810180187225,31
F48,COHORT_ATWRITE_TO_W10,5,RS,100,100,100,0,0,100,0,0,0,0.0,0.0012584767388034378,-0.008795052766799927,-0.00017863098764792085,0.00396299408748745,0.039386789537966795,0.14419373497366905,0.06271478652954102,-1.91363525390625,0.1059560775756836,0.6346821308135979,0.9639370918273952,1.462092399597168,0.0012584767388034378,-0.008795052766799927,-0.00017863098764792085,0.00396299408748745,0.039386789537966795,0.14419373497366905,36
F48,COHORT_ATWRITE_TO_W10,6,RS,100,100,100,0,0,100,0,0,0,0.0,-0.0005083488162927097,-0.02366986870765686,-1.853189678513445e-05,0.0022476298967376352,0.0033962494973093288,0.0037012621760368347,0.07714448451995849,-1.4040899276733398,0.044619083404541016,0.7253798961639402,1.1028261947631839,1.1618423461914062,-0.0005083488162927097,-0.02366986870765686,-1.853189678513445e-05,0.0022476298967376352,0.0033962494973093288,0.0037012621760368347,47
F48,COHORT_ATWRITE_TO_W10,7,RS,100,100,100,0,0,100,0,0,0,0.0,0.0012317187305598055,-0.006770150735974312,-7.4307245085947216e-06,0.007428693817928431,0.015203138419892983,0.08178828656673431,-0.09362863540649415,-2.1694087982177734,-0.04233145713806152,0.4752998352050781,0.641457309722901,0.7655868530273438,0.0012317187305598055,-0.006770150735974312,-7.4307245085947216e-06,0.007428693817928431,0.015203138419892983,0.08178828656673431,47
F48,COHORT_ATWRITE_TO_W10,8,RS,100,100,100,0,0,100,0,1,0,0.0,0.10403736612002831,-0.012238157913088799,-1.4002915122546256e-05,0.0009705467382445931,0.10725793054332718,10.457588464021683,0.026956963539123534,-1.907186508178711,0.047229766845703125,0.3884005546569824,0.507035732269291,1.2544622421264648,0.10403736612002831,-0.012238157913088799,-1.4002915122546256e-05,0.0009705467382445931,0.10725793054332718,10.457588464021683,45
F48,COHORT_ATWRITE_TO_W10,9,RS,100,100,100,0,0,100,0,0,0,0.0,0.000247879398848454,-0.006533205509185791,-1.3394943380262703e-05,0.0006044851150363683,0.0033497914625333783,0.04252764629200101,0.0268533992767334,-1.0091099739074707,0.004934787750244141,0.4523407936096189,0.729418373107911,0.8973426818847656,0.000247879398848454,-0.006533205509185791,-1.3394943380262703e-05,0.0006044851150363683,0.0033497914625333783,0.04252764629200101,46
F48,COHORT_ATWRITE_TO_W10,10,RS,100,100,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F48,ATWRITE_TO_W10,0,PS,2000,1907,1909,9,11,1898,82,23,32,0.1,-0.05419361857746844,-7.504146575927734,-0.0007903724908828735,0.28412109613418574,0.89979172706604,9.65875444933772,0.037101151548326015,-6.366276741027832,0.0,0.820078659057617,1.6711065864562984,9.515409231185913,-0.05419361857746844,-7.504146575927734,-0.0007903724908828735,0.28412109613418574,0.89979172706604,9.65875444933772,719
F48,ATWRITE_TO_W5_FIRST500,0,PS,1000,939,939,3,3,936,58,9,11,0.0,-0.04005917277799017,-8.073346138000488,0.0,0.20921162962913512,0.6164056527614592,2.292030453681946,0.024420087404549123,-5.620120048522949,0.0,0.5190292358398435,1.123778553009031,3.647280693054199,-0.04005917277799017,-8.073346138000488,0.0,0.20921162962913512,0.6164056527614592,2.292030453681946,319
F48,W5_TO_W10_FIRST500,0,PS,1000,939,940,6,7,933,54,13,19,0.1,-0.051879392444658154,-5.030287146568298,-0.004365861881524324,0.3166315615177154,0.9601790928840634,9.689483743160963,0.05361508902162313,-2.6754016876220703,0.01577448844909668,0.8650820136070252,1.5853921127319335,6.019577980041504,-0.051879392444658154,-5.030287146568298,-0.004365861881524324,0.3166315615177154,0.9601790928840634,9.689483743160963,383
F48,W0_TO_W10,0,PS,2000,227,1909,1,1683,226,90,1,1274,84.1,-8.33909143286193,-21.181184760294855,-8.259013712406158,-2.554059433937074,-0.2411158657073985,7.945199012756348,4.87264750959957,-10.968103408813477,4.566692650318146,12.892675438523291,17.1046999669075,22.225201845169067,-8.33909143286193,-21.181184760294855,-8.259013712406158,-2.554059433937074,-0.2411158657073985,7.945199012756348,15
F48,COHORT_ATWRITE_TO_W10,1,PS,200,190,189,3,2,187,8,5,13,-0.5,-0.15911820315261138,-7.504146575927734,-0.006716840201988816,0.568270808458328,1.8283038485050185,9.65875444933772,-0.03609348773956299,-6.366276741027832,-0.07714176177978516,1.1339440226554858,2.5298993778228733,2.9330825805664062,-0.15911820315261138,-7.504146575927734,-0.006716840201988816,0.568270808458328,1.8283038485050185,9.65875444933772,80
F48,COHORT_ATWRITE_TO_W10,2,PS,200,185,185,2,2,183,13,3,3,0.0,-0.07626208725851029,-3.4990382194519043,-0.01041451096534729,0.659896847605705,1.1406801629066459,2.4985156059265137,0.11897560991346837,-2.0025360584259033,0.05464744567871094,1.1043002605438232,1.742529745101926,3.721095085144043,-0.07626208725851029,-3.4990382194519043,-0.01041451096534729,0.659896847605705,1.1406801629066459,2.4985156059265137,71
F48,COHORT_ATWRITE_TO_W10,3,PS,200,187,187,2,2,185,11,5,4,0.0,-0.1305423986139067,-2.7869873046875,-0.009532131254673004,0.37208839654922476,0.7849525952339168,0.8509140014648438,0.11016199078410864,-2.0257139205932617,0.004124879837036133,0.9406205177307099,1.9428192281722916,9.515409231185913,-0.1305423986139067,-2.7869873046875,-0.009532131254673004,0.37208839654922476,0.7849525952339168,0.8509140014648438,75
F48,COHORT_ATWRITE_TO_W10,4,PS,200,190,190,0,0,190,10,2,2,0.0,-0.06419066824702896,-1.4731926918029785,-0.005764268338680267,0.2295629680156705,0.6220733451843222,1.2485237121582031,0.14440355475991964,-1.3850507736206055,0.11807060241699219,1.0860608577728244,1.6720899677276597,2.724771499633789,-0.06419066824702896,-1.4731926918029785,-0.005764268338680267,0.2295629680156705,0.6220733451843222,1.2485237121582031,58
F48,COHORT_ATWRITE_TO_W10,5,PS,200,187,189,1,3,186,10,2,3,1.0,-0.02957946884118428,-5.030287146568298,-0.0017751124687492847,0.32977728843688864,0.7933686643838856,8.50403118133545,0.052728214412927625,-1.3860998153686523,0.003336668014526367,0.8422859191894526,1.5886118793487518,2.5687728822231293,-0.02957946884118428,-5.030287146568298,-0.0017751124687492847,0.32977728843688864,0.7933686643838856,8.50403118133545,86
F48,COHORT_ATWRITE_TO_W10,6,PS,200,194,194,0,0,194,6,2,2,0.0,-0.047736326863523575,-1.0135464668273926,-0.006608998402953148,0.2863280892372131,0.8533140850067135,1.1544561386108398,-0.00965497612953186,-1.4032206535339355,-0.0153045654296875,0.6209464550018302,1.3889014387130736,1.9078550338745117,-0.047736326863523575,-1.0135464668273926,-0.006608998402953148,0.2863280892372131,0.8533140850067135,1.1544561386108398,80
F48,COHORT_ATWRITE_TO_W10,7,PS,200,192,192,1,1,191,7,2,1,0.0,-0.002176941293728305,-0.908379077911377,-0.0008406266570091248,0.22693144679069518,0.9031632566452005,2.147775173187256,0.012903397306799888,-1.4460525512695312,0.01068258285522461,0.5226594448089591,1.31247926712036,1.5856122970581055,-0.002176941293728305,-0.908379077911377,-0.0008406266570091248,0.22693144679069518,0.9031632566452005,2.147775173187256,84
F48,COHORT_ATWRITE_TO_W10,8,PS,200,191,192,0,1,191,8,1,2,0.5,-0.018897021272568964,-2.336097478866577,-0.0008866563439369202,0.21142201721668236,0.6697447729110604,2.418537139892578,-0.010997669994831085,-1.3370897769927979,-0.011800765991210938,0.3636364817619323,0.7917428112030024,0.9475396871566772,-0.018897021272568964,-2.336097478866577,-0.0008866563439369202,0.21142201721668236,0.6697447729110604,2.418537139892578,89
F48,COHORT_ATWRITE_TO_W10,9,PS,200,195,195,0,0,195,5,1,2,0.0,-0.013433070231621968,-1.3575875759124756,-4.57084970548749e-05,0.13518780469894376,0.45380600214004446,0.80255126953125,-0.01141511783003807,-1.1029443740844727,-0.011771440505981445,0.3171038150787348,0.623860535621643,0.6343708038330078,-0.013433070231621968,-1.3575875759124756,-4.57084970548749e-05,0.13518780469894376,0.45380600214004446,0.80255126953125,96
