entry,batch_raw,batch_effective,arm,action_over_h,actual_harm,constraint_residual,cumulative_anchor_action,e,eprime,first_order_error,gram,h,kkt,linear_harm_after,node,normalized_actual,physical_anchor_scalar,physical_scalar,progress_leakage,s,s_next,step_action,weight_sha,xi,xi_per_h,first_order_error_fp64_reconstructed_from_recorded_scalars,actual_local_envelope_gap,actual_terminal_budget_excess
Middle,100,100,Frozen-BF8,1.7924915407343388e-11,"[0.02838436129626452,0.15110193503907096]","[-7.806255641895632e-18,5.204170427930421e-18]",7.805885929946783e-12,"[0.029870264843389838,0.04173275631586426]","[0.03228957834857424,0.04531536434999386]","[0.0006049595824652032,0.005400722670147157]","[[11057753794.434818,2777216.741975143],[2777216.741975143,633905039.8975701]]",0.125,"{""active"":[true,true],""complementarity"":4.012218041780264e-27,""dual"":[2.3492619569687997e-11,5.782215576925049e-10],""dual_gradient"":[6.938893903907228e-18,6.938893903907228e-18],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[1.835450026906883e-15,2.5758802365768283e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.00324719503984916,0.00458171949498451]",6,"[0.6058510516764862,0.7236878124418584]",6.090680093572422,5.3293450821433686,2.329340604949326e-21,0.75,0.875,2.2406144259179235e-12,23f5f793db374ebc1d1bfff8a8321e5a0600a9ecea87982768e59fe3ab8dffa6,"[0.003247195039849168,0.0045817194949845045]","[0.025977560318793343,0.036653755959876036]","[0.0006049595824652032,0.005400722670147157]","[0.0006049595824651954,0.005400722670147162]",
Middle,100,100,Frozen-BF8,2.3642441425731468e-11,"[0.033085550861384705,0.17685345707817976]","[1.734723475976807e-18,1.3010426069826053e-17]",2.0360530207538647e-11,"[0.04106811656369358,0.04804238573353925]","[0.04644554893593805,0.05575288674776659]","[0.00418315631094042,0.0048132362601503165]","[[11057753794.434818,2777216.741975143],[2777216.741975143,633905039.8975701]]",0.125,"{""active"":[true,true],""complementarity"":2.3466721520206955e-28,""dual"":[3.38191098540836e-11,7.113844122870133e-10],""dual_gradient"":[-6.938893903907228e-18,0.0],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[2.6401237923856827e-15,3.1691846941024888e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.004674542378917554,0.005636877053167261]",7,"[0.7061957665858691,0.8470221869931318]",6.090680093572422,6.090680093941162,2.5940384009662948e-21,0.875,1.0,2.9553051782164335e-12,f4e7d6955e978744019371a389e710ad8e5421cbff9033dcc1a9b960bcc7f766,"[0.004674542378917552,0.005636877053167248]","[0.03739633903134042,0.04509501642533798]","[0.00418315631094042,0.0048132362601503165]","[0.004183156310940421,0.0048132362601503295]","[-0.001703399853857479,-0.009873200810521454]"
Late,100,100,BF1,7.785285509522686e-12,"[0.03505936222248376,0.10207389091117897]","[6.938893903907228e-18,6.938893903907228e-18]",7.785285509522686e-12,"[0.07909538788803416,0.09170695742205337]","[0.07909538788803416,0.09170695742205337]","[0.007585302914184799,0.0058376886020848895]","[[10514294334.346615,-17179581.442968477],[-17179581.442968477,793731647.3502584]]",1.0,"{""active"":[true,true],""complementarity"":0.0,""dual"":[1.2800266867861821e-11,1.9279586776828387e-10],""dual_gradient"":[0.0,0.0],""tolerance"":0.00017930053106192585}","[0.01345857734068856,0.015302818172606189]",0,"[0.7329023681539318,0.8465031234230899]",6.404989325116611,6.404989324904659,-2.3822801641527197e-21,0.0,1.0,7.785285509522686e-12,516eefca84c9edf89af63bed9d710bfa2229263136ffe872bcfe2e57bfde133c,"[0.013458577340688553,0.015302818172606182]","[0.013458577340688553,0.015302818172606182]","[0.00758529982093592,0.005837688452003567]","[0.007585299820935927,0.005837688452003574]","[0.02104387716162448,0.021140506624609756]"
Late,100,100,BF8,0.0,"[0.0027899330958339494,0.002788962922843586]","[-0.030659842187293666,-0.08004133883235359]",0.0,"[-0.030659842187293666,-0.08004133883235359]","[-0.030659842187293666,-0.08004133883235359]","[0.0,0.0]","[[5843762980.069165,300938.9933950356],[300938.9933950356,12945035.066905092]]",0.125,"{""active"":[false,false],""complementarity"":0.0,""dual"":[0.0,0.0],""dual_gradient"":[0.030659842187293666,0.08004133883235359],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[8.71405125829303e-16,2.2749116747136666e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[-0.030659842187293666,-0.08004133883235359]",0,"[0.05832246918674475,0.023128988267456428]",6.404989325116611,0.8006236656087837,0.0,0.0,0.125,0.0,e25db27be576c0034cb4ef4e2e718d9677e6dd1c6a76411b5f8f1a71ba7344c1,"[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[-0.030659842187293666,-0.08004133883235359]",
Late,100,100,BF8,0.0,"[0.006395279545583015,0.00938961206411736]","[-0.020395875395764707,-0.0661359442007725]",0.0,"[-0.020395875395764707,-0.0661359442007725]","[-0.020395875395764707,-0.0661359442007725]","[0.0,0.0]","[[8486796694.932995,898088.1418883429],[898088.1418883429,53742778.47225154]]",0.125,"{""active"":[false,false],""complementarity"":0.0,""dual"":[0.0,0.0],""dual_gradient"":[0.020395875395764707,0.0661359442007725],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[5.796856440771508e-16,1.879696588979769e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[-0.020395875395764707,-0.0661359442007725]",1,"[0.13369083824800213,0.0778684526381269]",6.404989325116611,1.6012473312518642,0.0,0.125,0.25,0.0,52f2fe59bd92d7d6d6bd565e23b69ed4958cc93b01774bd75eb35340caa19d63,"[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[-0.020395875395764707,-0.0661359442007725]",
Late,100,100,BF8,0.0,"[0.010451066009758083,0.019351974581913865]","[-0.013990994993378997,-0.0489699809452786]",0.0,"[-0.013990994993378997,-0.0489699809452786]","[-0.013990994993378997,-0.0489699809452786]","[0.0,0.0]","[[8967143235.47717,947980.9149990841],[947980.9149990841,129409884.23642835]]",0.125,"{""active"":[false,false],""complementarity"":0.0,""dual"":[0.0,0.0],""dual_gradient"":[0.013990994993378997,0.0489699809452786],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[3.976479943440551e-16,1.3918105692391294e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[-0.013990994993378997,-0.0489699809452786]",2,"[0.2184754810905434,0.16048674917515324]",6.404989325116611,2.4018709967827867,0.0,0.25,0.375,0.0,851553fef25467baa3b736d1baa01318b4faed2f05b74617feb999fa5108852f,"[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[-0.013990994993378997,-0.0489699809452786]",
Late,100,100,BF8,0.0,"[0.014989205838061636,0.03302831253989225]","[-0.004836106007464203,-0.022715917553182363]",0.0,"[-0.004836106007464203,-0.022715917553182363]","[-0.004836106007464203,-0.022715917553182363]","[0.0,0.0]","[[9813531128.074894,-341603.9195033049],[-341603.9195033049,237681370.55770063]]",0.125,"{""active"":[false,false],""complementarity"":0.0,""dual"":[0.0,0.0],""dual_gradient"":[0.004836106007464203,0.022715917553182363],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[1.374503997187788e-16,6.456252081415631e-16],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[-0.004836106007464203,-0.022715917553182363]",3,"[0.3133435339110925,0.2739052021710561]",6.404989325116611,3.20249466256539,0.0,0.375,0.5,0.0,b0b81bf2d5bc476a0b64127dc1e145bf70a73f3be50a83399a318aa4016945e0,"[0.0,0.0]","[0.0,0.0]","[0.0,0.0]","[-0.004836106007464203,-0.022715917553182363]",
Late,100,100,BF8,2.1888531971470175e-13,"[0.019746750618762222,0.049253378766010256]","[1.951563910473908e-18,-3.2526065174565133e-19]",2.736066496433772e-14,"[0.009147816142535847,0.0034364643611222156]","[0.009147816142535847,0.0034364643611222156]","[9.277459389858342e-05,1.9357349747449546e-05]","[[10129944065.251984,-3996409.444901258],[-3996409.444901258,370291074.2194887]]",0.125,"{""active"":[true,true],""complementarity"":2.9212416402206054e-29,""dual"":[7.301421797326286e-12,6.735924614326628e-11],""dual_gradient"":[0.0,-4.336808689942018e-19],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[5.216933636948385e-16,1.9552467873439926e-16],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.0009596162229537943,0.0006683145675696624]",4,"[0.41279816215694587,0.40846036721425705]",6.404989325116611,4.003118328304003,1.5716431638507526e-22,0.5,0.625,2.736066496433772e-14,d778a35c8cf03da785ad6382ea92b7f6c213ff2dcfa3f8315ba9ffee42929f5e,"[0.0009596162229537923,0.0006683145675696627]","[0.0076769297836303384,0.005346516540557302]","[9.277459389858342e-05,1.9357349747449546e-05]","[9.277459389858537e-05,1.935734974744922e-05]",
Late,100,100,BF8,1.2582161279665142e-11,"[0.02448704047533168,0.06530840970783225]","[2.168404344971009e-18,-3.469446951953614e-18]",1.975027239856054e-12,"[0.020140246851291788,0.03329114589902871]","[0.02103940623744275,0.033644876045383076]","[0.0007227508009077302,0.0013154799861374612]","[[9984474674.92181,-9777300.82790417],[-9777300.82790417,523626176.33326447]]",0.125,"{""active"":[true,true],""complementarity"":6.032988331571414e-29,""dual"":[1.7388904961277164e-11,4.943115141386062e-10],""dual_gradient"":[-3.469446951953614e-18,0.0],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[1.2264769017533498e-15,1.913563595150119e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.002285400811435627,0.00490438365526857]",5,"[0.5118920829068165,0.541605422405038]",6.404989325116611,4.803741994726186,-9.529120656610879e-22,0.625,0.75,1.5727701599581427e-12,961324537743b6c070c320b95eb631bbeca9dac95c738040bbc43f1f7662511b,"[0.002285400811435625,0.004904383655268574]","[0.018283206491485,0.03923506924214859]","[0.0007227508009077302,0.0013154799861374578]","[0.0007227508009077324,0.0013154799861374578]",
Late,100,100,BF8,2.3851380122293664e-11,"[0.029319620230793472,0.08087194994909976]","[-6.5052130349130266e-18,4.336808689942018e-18]",9.700741567543658e-12,"[0.02846058900182924,0.04809357186162966]","[0.03127325086344477,0.051728899902263197]","[0.0036931136253090975,0.0019045589914286898]","[[9804896798.639256,-13808460.37376987],[-13808460.37376987,583620390.2686794]]",0.125,"{""active"":[true,true],""complementarity"":4.804483367189652e-27,""dual"":[2.64858676415922e-11,6.923990240698581e-10],""dual_gradient"":[0.0,-6.938893903907228e-18],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[1.8380649323067074e-15,2.9427574454414207e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.0034810026010531174,0.006869737724984365]",6,"[0.6129152881948842,0.6706745242894556]",6.404989325116611,5.604365659491465,-4.235164736271502e-22,0.75,0.875,2.981422515286708e-12,9016cf4659842ff05f229b4fa744f61b88b0bcdaf5a6342ced07acd5ed534ee1,"[0.003481002601053124,0.006869737724984361]","[0.02784802080842499,0.054957901799874885]","[0.0036931136253090975,0.0019045589914286898]","[0.003693113625309091,0.0019045589914286941]",
Late,100,100,BF8,2.804761148014083e-11,"[0.03395546315996112,0.09583316167615782]","[-9.540979117872439e-18,0.0]",2.4435434575898293e-11,"[0.03859906269247093,0.05277830483356971]","[0.043187619704146696,0.060930093365919515]","[0.00010360832959327437,0.0016016128126097595]","[[8195522045.43771,-15594698.154260693],[-15594698.154260693,599691637.0475392]]",0.125,"{""active"":[true,true],""complementarity"":5.5294487459459425e-27,""dual"":[4.2770247673141965e-11,7.968775459778049e-10],""dual_gradient"":[0.0,6.938893903907228e-18],""dual_nonnegativity"":""EXACT_DOMAIN_NO_CLIP"",""gradient_tolerance"":[2.5334204952637777e-15,3.467687478529982e-15],""repair"":""TECH_R1_DIMENSIONALLY_CORRECT_FEASIBILITY""}","[0.00562123715985402,0.007906336591318425]",7,"[0.7098257864411334,0.7947484901596231]",6.404989325116611,6.404989324845716,-5.823351512373315e-22,0.875,1.0,3.5059514350176036e-12,4dda31d53ae26ff477c395bea2680c4a2f0e430815caffa64f0fbe42b67bccd3,"[0.00562123715985403,0.007906336591318425]","[0.04496989727883224,0.0632506927305474]","[0.00010360832959327437,0.0016016128126097595]","[0.00010360832959326483,0.0016016128126097595]","[-0.0020327045511739916,-0.030614126638856987]"
Middle,1,1,BF1,4.232809983778537e-14,"[0.001996703768430738,0.001852416786883181]","[-4.336808689942018e-19,8.673617379884035e-19]",4.232809983778537e-14,"[0.017878512390627682,0.01676418201971655]","[0.017878512390627682,0.01676418201971655]","[9.061118855377415e-05,0.0005159767038868113]","[[110469811999.27524,9751532.11978158],[9751532.11978158,4839948669.711513]]",1.0,"{""active"":[true,true],""complementarity"":2.00270321292184e-29,""dual"":[2.693098865718157e-13,5.772399003807036e-12],""dual_gradient"":[3.469446951953614e-18,3.469446951953614e-18],""tolerance"":0.0018838445384848556}","[0.0029750612539134642,0.0027938114879520505]",0,"[0.1639722837787719,0.15418742649662998]",4.498516958578794,4.498516960983677,7.411538288475128e-22,0.0,1.0,4.232809983778537e-14,53125e43adb3f6d2af4f89aaf5f311bb8b589a0f53c83cf2ee5bdad7fd4c10ae,"[0.0029750612539134647,0.0027938114879520496]","[0.0029750612539134647,0.0027938114879520496]","[9.061100920935636e-05,0.0005159768312290279]","[9.061100920935592e-05,0.0005159768312290288]","[0.0030656722631228206,0.0033097883191810784]"
Middle,7,7,BF1,1.167887378119467e-12,"[0.015920725574368463,0.024203608331457332]","[6.938893903907228e-18,-1.5612511283791264e-17]",1.167887378119467e-12,"[0.06342062615870336,0.07224561190567613]","[0.06342062615870336,0.07224561190567613]","[0.0009841353374093753,0.009502751374069085]","[[40972627467.53581,-9953159.884166133],[-9953159.884166133,3296884132.214816]]",1.0,"{""active"":[true,true],""complementarity"":0.0,""dual"":[2.587191252873662e-12,3.6528675951793594e-11],""dual_gradient"":[0.0,0.0],""tolerance"":0.0006987072674894961}","[0.010600402339126014,0.012043081211628878]",0,"[0.5823701726095154,0.6717563389142781]",5.9981934301287225,5.998193429797009,3.202843331805323e-21,0.0,1.0,1.167887378119467e-12,0be07fe8f9bd288f4c92abc00691aea03eca3ad7cc6ce20cd1cc99846fbfb5b1,"[0.010600402339126007,0.012043081211628894]","[0.010600402339126007,0.012043081211628894]","[0.0009841348420586704,0.009502750551564368]","[0.0009841348420586774,0.009502750551564352]","[0.011584537181184684,0.021545831763193246]"
