arm,batch,cohort,metric,numerator,denominator,rate
BASE_MEMIT,62,46,RS,71,100,0.71
BASE_MEMIT,62,47,RS,66,100,0.66
BASE_MEMIT,62,48,RS,69,100,0.69
BASE_MEMIT,62,49,RS,71,100,0.71
BASE_MEMIT,62,50,RS,66,100,0.66
BASE_MEMIT,62,51,RS,63,100,0.63
BASE_MEMIT,62,52,RS,68,100,0.68
BASE_MEMIT,62,53,RS,71,100,0.71
BASE_MEMIT,62,54,RS,77,100,0.77
BASE_MEMIT,62,55,RS,74,100,0.74
BASE_MEMIT,62,56,RS,79,100,0.79
BASE_MEMIT,62,57,RS,83,100,0.83
BASE_MEMIT,62,58,RS,82,100,0.82
BASE_MEMIT,62,59,RS,90,100,0.9
BASE_MEMIT,62,60,RS,84,100,0.84
BASE_MEMIT,62,61,RS,84,100,0.84
BASE_MEMIT,62,62,RS,88,100,0.88
BASE_MEMIT,63,1,RS,48,100,0.48
BASE_MEMIT,63,2,RS,51,100,0.51
BASE_MEMIT,63,3,RS,53,100,0.53
BASE_MEMIT,63,4,RS,50,100,0.5
BASE_MEMIT,63,5,RS,49,100,0.49
BASE_MEMIT,63,6,RS,51,100,0.51
BASE_MEMIT,63,7,RS,56,100,0.56
BASE_MEMIT,63,8,RS,42,100,0.42
BASE_MEMIT,63,9,RS,61,100,0.61
BASE_MEMIT,63,10,RS,53,100,0.53
BASE_MEMIT,63,11,RS,50,100,0.5
BASE_MEMIT,63,12,RS,42,100,0.42
BASE_MEMIT,63,13,RS,55,100,0.55
BASE_MEMIT,63,14,RS,46,100,0.46
BASE_MEMIT,63,15,RS,46,100,0.46
BASE_MEMIT,63,16,RS,51,100,0.51
BASE_MEMIT,63,17,RS,56,100,0.56
BASE_MEMIT,63,18,RS,62,100,0.62
BASE_MEMIT,63,19,RS,54,100,0.54
BASE_MEMIT,63,20,RS,62,100,0.62
BASE_MEMIT,63,21,RS,49,100,0.49
BASE_MEMIT,63,22,RS,56,100,0.56
BASE_MEMIT,63,23,RS,61,100,0.61
BASE_MEMIT,63,24,RS,55,100,0.55
BASE_MEMIT,63,25,RS,58,100,0.58
BASE_MEMIT,63,26,RS,55,100,0.55
BASE_MEMIT,63,27,RS,53,100,0.53
BASE_MEMIT,63,28,RS,50,100,0.5
BASE_MEMIT,63,29,RS,58,100,0.58
BASE_MEMIT,63,30,RS,60,100,0.6
BASE_MEMIT,63,31,RS,52,100,0.52
BASE_MEMIT,63,32,RS,54,100,0.54
BASE_MEMIT,63,33,RS,56,100,0.56
BASE_MEMIT,63,34,RS,53,100,0.53
BASE_MEMIT,63,35,RS,51,100,0.51
BASE_MEMIT,63,36,RS,52,100,0.52
BASE_MEMIT,63,37,RS,54,100,0.54
BASE_MEMIT,63,38,RS,56,100,0.56
BASE_MEMIT,63,39,RS,54,100,0.54
BASE_MEMIT,63,40,RS,61,100,0.61
BASE_MEMIT,63,41,RS,60,100,0.6
BASE_MEMIT,63,42,RS,54,100,0.54
BASE_MEMIT,63,43,RS,69,100,0.69
BASE_MEMIT,63,44,RS,63,100,0.63
BASE_MEMIT,63,45,RS,67,100,0.67
BASE_MEMIT,63,46,RS,67,100,0.67
BASE_MEMIT,63,47,RS,66,100,0.66
BASE_MEMIT,63,48,RS,69,100,0.69
BASE_MEMIT,63,49,RS,69,100,0.69
BASE_MEMIT,63,50,RS,65,100,0.65
BASE_MEMIT,63,51,RS,64,100,0.64
BASE_MEMIT,63,52,RS,65,100,0.65
BASE_MEMIT,63,53,RS,73,100,0.73
BASE_MEMIT,63,54,RS,76,100,0.76
BASE_MEMIT,63,55,RS,69,100,0.69
BASE_MEMIT,63,56,RS,76,100,0.76
BASE_MEMIT,63,57,RS,79,100,0.79
BASE_MEMIT,63,58,RS,83,100,0.83
BASE_MEMIT,63,59,RS,90,100,0.9
BASE_MEMIT,63,60,RS,82,100,0.82
BASE_MEMIT,63,61,RS,82,100,0.82
BASE_MEMIT,63,62,RS,86,100,0.86
BASE_MEMIT,63,63,RS,87,100,0.87
BASE_MEMIT,64,1,RS,50,100,0.5
BASE_MEMIT,64,2,RS,53,100,0.53
BASE_MEMIT,64,3,RS,49,100,0.49
BASE_MEMIT,64,4,RS,51,100,0.51
BASE_MEMIT,64,5,RS,46,100,0.46
BASE_MEMIT,64,6,RS,50,100,0.5
BASE_MEMIT,64,7,RS,53,100,0.53
BASE_MEMIT,64,8,RS,40,100,0.4
BASE_MEMIT,64,9,RS,58,100,0.58
BASE_MEMIT,64,10,RS,49,100,0.49
BASE_MEMIT,64,11,RS,49,100,0.49
BASE_MEMIT,64,12,RS,43,100,0.43
BASE_MEMIT,64,13,RS,53,100,0.53
BASE_MEMIT,64,14,RS,49,100,0.49
BASE_MEMIT,64,15,RS,47,100,0.47
BASE_MEMIT,64,16,RS,51,100,0.51
BASE_MEMIT,64,17,RS,55,100,0.55
BASE_MEMIT,64,18,RS,59,100,0.59
BASE_MEMIT,64,19,RS,54,100,0.54
BASE_MEMIT,64,20,RS,61,100,0.61
BASE_MEMIT,64,21,RS,49,100,0.49
BASE_MEMIT,64,22,RS,58,100,0.58
BASE_MEMIT,64,23,RS,59,100,0.59
BASE_MEMIT,64,24,RS,57,100,0.57
BASE_MEMIT,64,25,RS,57,100,0.57
BASE_MEMIT,64,26,RS,57,100,0.57
BASE_MEMIT,64,27,RS,51,100,0.51
BASE_MEMIT,64,28,RS,49,100,0.49
BASE_MEMIT,64,29,RS,59,100,0.59
BASE_MEMIT,64,30,RS,63,100,0.63
BASE_MEMIT,64,31,RS,56,100,0.56
BASE_MEMIT,64,32,RS,54,100,0.54
BASE_MEMIT,64,33,RS,55,100,0.55
BASE_MEMIT,64,34,RS,55,100,0.55
BASE_MEMIT,64,35,RS,48,100,0.48
BASE_MEMIT,64,36,RS,53,100,0.53
BASE_MEMIT,64,37,RS,51,100,0.51
BASE_MEMIT,64,38,RS,59,100,0.59
BASE_MEMIT,64,39,RS,53,100,0.53
BASE_MEMIT,64,40,RS,59,100,0.59
BASE_MEMIT,64,41,RS,62,100,0.62
BASE_MEMIT,64,42,RS,55,100,0.55
BASE_MEMIT,64,43,RS,66,100,0.66
BASE_MEMIT,64,44,RS,63,100,0.63
BASE_MEMIT,64,45,RS,67,100,0.67
BASE_MEMIT,64,46,RS,64,100,0.64
BASE_MEMIT,64,47,RS,64,100,0.64
BASE_MEMIT,64,48,RS,69,100,0.69
BASE_MEMIT,64,49,RS,67,100,0.67
BASE_MEMIT,64,50,RS,64,100,0.64
BASE_MEMIT,64,51,RS,64,100,0.64
BASE_MEMIT,64,52,RS,67,100,0.67
BASE_MEMIT,64,53,RS,72,100,0.72
BASE_MEMIT,64,54,RS,77,100,0.77
BASE_MEMIT,64,55,RS,67,100,0.67
BASE_MEMIT,64,56,RS,77,100,0.77
BASE_MEMIT,64,57,RS,79,100,0.79
BASE_MEMIT,64,58,RS,80,100,0.8
BASE_MEMIT,64,59,RS,87,100,0.87
BASE_MEMIT,64,60,RS,83,100,0.83
BASE_MEMIT,64,61,RS,83,100,0.83
BASE_MEMIT,64,62,RS,83,100,0.83
BASE_MEMIT,64,63,RS,87,100,0.87
BASE_MEMIT,64,64,RS,91,100,0.91
BASE_MEMIT,65,1,RS,48,100,0.48
BASE_MEMIT,65,2,RS,53,100,0.53
BASE_MEMIT,65,3,RS,50,100,0.5
BASE_MEMIT,65,4,RS,49,100,0.49
BASE_MEMIT,65,5,RS,46,100,0.46
BASE_MEMIT,65,6,RS,51,100,0.51
BASE_MEMIT,65,7,RS,52,100,0.52
BASE_MEMIT,65,8,RS,43,100,0.43
BASE_MEMIT,65,9,RS,60,100,0.6
BASE_MEMIT,65,10,RS,48,100,0.48
BASE_MEMIT,65,11,RS,49,100,0.49
BASE_MEMIT,65,12,RS,42,100,0.42
BASE_MEMIT,65,13,RS,51,100,0.51
BASE_MEMIT,65,14,RS,48,100,0.48
BASE_MEMIT,65,15,RS,51,100,0.51
BASE_MEMIT,65,16,RS,51,100,0.51
BASE_MEMIT,65,17,RS,55,100,0.55
BASE_MEMIT,65,18,RS,59,100,0.59
BASE_MEMIT,65,19,RS,54,100,0.54
BASE_MEMIT,65,20,RS,63,100,0.63
BASE_MEMIT,65,21,RS,50,100,0.5
BASE_MEMIT,65,22,RS,55,100,0.55
BASE_MEMIT,65,23,RS,58,100,0.58
BASE_MEMIT,65,24,RS,57,100,0.57
BASE_MEMIT,65,25,RS,57,100,0.57
BASE_MEMIT,65,26,RS,58,100,0.58
BASE_MEMIT,65,27,RS,51,100,0.51
BASE_MEMIT,65,28,RS,48,100,0.48
BASE_MEMIT,65,29,RS,60,100,0.6
BASE_MEMIT,65,30,RS,63,100,0.63
BASE_MEMIT,65,31,RS,56,100,0.56
BASE_MEMIT,65,32,RS,52,100,0.52
BASE_MEMIT,65,33,RS,54,100,0.54
BASE_MEMIT,65,34,RS,53,100,0.53
BASE_MEMIT,65,35,RS,49,100,0.49
BASE_MEMIT,65,36,RS,52,100,0.52
BASE_MEMIT,65,37,RS,50,100,0.5
BASE_MEMIT,65,38,RS,59,100,0.59
BASE_MEMIT,65,39,RS,55,100,0.55
BASE_MEMIT,65,40,RS,60,100,0.6
BASE_MEMIT,65,41,RS,65,100,0.65
BASE_MEMIT,65,42,RS,55,100,0.55
BASE_MEMIT,65,43,RS,70,100,0.7
BASE_MEMIT,65,44,RS,60,100,0.6
BASE_MEMIT,65,45,RS,67,100,0.67
BASE_MEMIT,65,46,RS,65,100,0.65
BASE_MEMIT,65,47,RS,64,100,0.64
BASE_MEMIT,65,48,RS,67,100,0.67
BASE_MEMIT,65,49,RS,65,100,0.65
BASE_MEMIT,65,50,RS,65,100,0.65
BASE_MEMIT,65,51,RS,63,100,0.63
BASE_MEMIT,65,52,RS,67,100,0.67
BASE_MEMIT,65,53,RS,70,100,0.7
BASE_MEMIT,65,54,RS,78,100,0.78
BASE_MEMIT,65,55,RS,68,100,0.68
BASE_MEMIT,65,56,RS,74,100,0.74
BASE_MEMIT,65,57,RS,77,100,0.77
BASE_MEMIT,65,58,RS,79,100,0.79
BASE_MEMIT,65,59,RS,81,100,0.81
BASE_MEMIT,65,60,RS,76,100,0.76
BASE_MEMIT,65,61,RS,82,100,0.82
BASE_MEMIT,65,62,RS,83,100,0.83
BASE_MEMIT,65,63,RS,85,100,0.85
BASE_MEMIT,65,64,RS,90,100,0.9
BASE_MEMIT,65,65,RS,88,100,0.88
BASE_MEMIT,66,1,RS,48,100,0.48
BASE_MEMIT,66,2,RS,52,100,0.52
BASE_MEMIT,66,3,RS,53,100,0.53
BASE_MEMIT,66,4,RS,48,100,0.48
BASE_MEMIT,66,5,RS,49,100,0.49
BASE_MEMIT,66,6,RS,50,100,0.5
BASE_MEMIT,66,7,RS,52,100,0.52
BASE_MEMIT,66,8,RS,40,100,0.4
BASE_MEMIT,66,9,RS,58,100,0.58
BASE_MEMIT,66,10,RS,54,100,0.54
BASE_MEMIT,66,11,RS,48,100,0.48
BASE_MEMIT,66,12,RS,43,100,0.43
BASE_MEMIT,66,13,RS,52,100,0.52
BASE_MEMIT,66,14,RS,48,100,0.48
BASE_MEMIT,66,15,RS,52,100,0.52
BASE_MEMIT,66,16,RS,49,100,0.49
BASE_MEMIT,66,17,RS,60,100,0.6
BASE_MEMIT,66,18,RS,56,100,0.56
BASE_MEMIT,66,19,RS,58,100,0.58
BASE_MEMIT,66,20,RS,60,100,0.6
BASE_MEMIT,66,21,RS,49,100,0.49
BASE_MEMIT,66,22,RS,57,100,0.57
BASE_MEMIT,66,23,RS,57,100,0.57
BASE_MEMIT,66,24,RS,58,100,0.58
BASE_MEMIT,66,25,RS,56,100,0.56
BASE_MEMIT,66,26,RS,59,100,0.59
BASE_MEMIT,66,27,RS,52,100,0.52
BASE_MEMIT,66,28,RS,48,100,0.48
BASE_MEMIT,66,29,RS,61,100,0.61
BASE_MEMIT,66,30,RS,59,100,0.59
BASE_MEMIT,66,31,RS,52,100,0.52
BASE_MEMIT,66,32,RS,57,100,0.57
BASE_MEMIT,66,33,RS,56,100,0.56
BASE_MEMIT,66,34,RS,52,100,0.52
BASE_MEMIT,66,35,RS,48,100,0.48
BASE_MEMIT,66,36,RS,54,100,0.54
BASE_MEMIT,66,37,RS,52,100,0.52
BASE_MEMIT,66,38,RS,55,100,0.55
BASE_MEMIT,66,39,RS,56,100,0.56
BASE_MEMIT,66,40,RS,67,100,0.67
BASE_MEMIT,66,41,RS,64,100,0.64
BASE_MEMIT,66,42,RS,59,100,0.59
BASE_MEMIT,66,43,RS,67,100,0.67
BASE_MEMIT,66,44,RS,60,100,0.6
BASE_MEMIT,66,45,RS,62,100,0.62
BASE_MEMIT,66,46,RS,65,100,0.65
BASE_MEMIT,66,47,RS,64,100,0.64
BASE_MEMIT,66,48,RS,65,100,0.65
BASE_MEMIT,66,49,RS,71,100,0.71
BASE_MEMIT,66,50,RS,63,100,0.63
BASE_MEMIT,66,51,RS,63,100,0.63
BASE_MEMIT,66,52,RS,67,100,0.67
BASE_MEMIT,66,53,RS,74,100,0.74
BASE_MEMIT,66,54,RS,73,100,0.73
BASE_MEMIT,66,55,RS,68,100,0.68
BASE_MEMIT,66,56,RS,75,100,0.75
BASE_MEMIT,66,57,RS,77,100,0.77
BASE_MEMIT,66,58,RS,77,100,0.77
BASE_MEMIT,66,59,RS,80,100,0.8
BASE_MEMIT,66,60,RS,77,100,0.77
BASE_MEMIT,66,61,RS,79,100,0.79
BASE_MEMIT,66,62,RS,82,100,0.82
BASE_MEMIT,66,63,RS,85,100,0.85
BASE_MEMIT,66,64,RS,88,100,0.88
BASE_MEMIT,66,65,RS,87,100,0.87
BASE_MEMIT,66,66,RS,90,100,0.9
BASE_MEMIT,67,1,RS,44,100,0.44
BASE_MEMIT,67,2,RS,52,100,0.52
BASE_MEMIT,67,3,RS,52,100,0.52
BASE_MEMIT,67,4,RS,50,100,0.5
BASE_MEMIT,67,5,RS,48,100,0.48
BASE_MEMIT,67,6,RS,50,100,0.5
BASE_MEMIT,67,7,RS,53,100,0.53
BASE_MEMIT,67,8,RS,39,100,0.39
BASE_MEMIT,67,9,RS,60,100,0.6
BASE_MEMIT,67,10,RS,49,100,0.49
BASE_MEMIT,67,11,RS,47,100,0.47
BASE_MEMIT,67,12,RS,44,100,0.44
BASE_MEMIT,67,13,RS,60,100,0.6
BASE_MEMIT,67,14,RS,47,100,0.47
BASE_MEMIT,67,15,RS,54,100,0.54
BASE_MEMIT,67,16,RS,51,100,0.51
BASE_MEMIT,67,17,RS,59,100,0.59
BASE_MEMIT,67,18,RS,58,100,0.58
BASE_MEMIT,67,19,RS,59,100,0.59
BASE_MEMIT,67,20,RS,63,100,0.63
BASE_MEMIT,67,21,RS,53,100,0.53
BASE_MEMIT,67,22,RS,56,100,0.56
BASE_MEMIT,67,23,RS,58,100,0.58
BASE_MEMIT,67,24,RS,60,100,0.6
BASE_MEMIT,67,25,RS,59,100,0.59
BASE_MEMIT,67,26,RS,56,100,0.56
BASE_MEMIT,67,27,RS,54,100,0.54
BASE_MEMIT,67,28,RS,52,100,0.52
BASE_MEMIT,67,29,RS,61,100,0.61
BASE_MEMIT,67,30,RS,61,100,0.61
BASE_MEMIT,67,31,RS,54,100,0.54
BASE_MEMIT,67,32,RS,58,100,0.58
BASE_MEMIT,67,33,RS,57,100,0.57
BASE_MEMIT,67,34,RS,55,100,0.55
BASE_MEMIT,67,35,RS,49,100,0.49
BASE_MEMIT,67,36,RS,54,100,0.54
BASE_MEMIT,67,37,RS,53,100,0.53
BASE_MEMIT,67,38,RS,55,100,0.55
BASE_MEMIT,67,39,RS,56,100,0.56
BASE_MEMIT,67,40,RS,67,100,0.67
BASE_MEMIT,67,41,RS,63,100,0.63
BASE_MEMIT,67,42,RS,57,100,0.57
BASE_MEMIT,67,43,RS,69,100,0.69
BASE_MEMIT,67,44,RS,62,100,0.62
BASE_MEMIT,67,45,RS,66,100,0.66
BASE_MEMIT,67,46,RS,63,100,0.63
BASE_MEMIT,67,47,RS,66,100,0.66
BASE_MEMIT,67,48,RS,70,100,0.7
BASE_MEMIT,67,49,RS,69,100,0.69
BASE_MEMIT,67,50,RS,64,100,0.64
BASE_MEMIT,67,51,RS,64,100,0.64
BASE_MEMIT,67,52,RS,68,100,0.68
BASE_MEMIT,67,53,RS,71,100,0.71
BASE_MEMIT,67,54,RS,77,100,0.77
BASE_MEMIT,67,55,RS,68,100,0.68
BASE_MEMIT,67,56,RS,73,100,0.73
BASE_MEMIT,67,57,RS,78,100,0.78
BASE_MEMIT,67,58,RS,77,100,0.77
BASE_MEMIT,67,59,RS,76,100,0.76
BASE_MEMIT,67,60,RS,75,100,0.75
BASE_MEMIT,67,61,RS,77,100,0.77
BASE_MEMIT,67,62,RS,81,100,0.81
BASE_MEMIT,67,63,RS,88,100,0.88
BASE_MEMIT,67,64,RS,85,100,0.85
BASE_MEMIT,67,65,RS,86,100,0.86
BASE_MEMIT,67,66,RS,90,100,0.9
BASE_MEMIT,67,67,RS,91,100,0.91
BASE_MEMIT,68,1,RS,47,100,0.47
BASE_MEMIT,68,2,RS,52,100,0.52
BASE_MEMIT,68,3,RS,51,100,0.51
BASE_MEMIT,68,4,RS,49,100,0.49
BASE_MEMIT,68,5,RS,50,100,0.5
BASE_MEMIT,68,6,RS,52,100,0.52
BASE_MEMIT,68,7,RS,52,100,0.52
BASE_MEMIT,68,8,RS,40,100,0.4
BASE_MEMIT,68,9,RS,60,100,0.6
BASE_MEMIT,68,10,RS,52,100,0.52
BASE_MEMIT,68,11,RS,44,100,0.44
BASE_MEMIT,68,12,RS,45,100,0.45
BASE_MEMIT,68,13,RS,57,100,0.57
BASE_MEMIT,68,14,RS,48,100,0.48
BASE_MEMIT,68,15,RS,54,100,0.54
BASE_MEMIT,68,16,RS,51,100,0.51
BASE_MEMIT,68,17,RS,62,100,0.62
BASE_MEMIT,68,18,RS,64,100,0.64
BASE_MEMIT,68,19,RS,62,100,0.62
BASE_MEMIT,68,20,RS,61,100,0.61
BASE_MEMIT,68,21,RS,56,100,0.56
BASE_MEMIT,68,22,RS,56,100,0.56
BASE_MEMIT,68,23,RS,59,100,0.59
BASE_MEMIT,68,24,RS,60,100,0.6
BASE_MEMIT,68,25,RS,58,100,0.58
BASE_MEMIT,68,26,RS,54,100,0.54
BASE_MEMIT,68,27,RS,55,100,0.55
BASE_MEMIT,68,28,RS,48,100,0.48
BASE_MEMIT,68,29,RS,61,100,0.61
BASE_MEMIT,68,30,RS,58,100,0.58
BASE_MEMIT,68,31,RS,50,100,0.5
BASE_MEMIT,68,32,RS,58,100,0.58
BASE_MEMIT,68,33,RS,60,100,0.6
BASE_MEMIT,68,34,RS,52,100,0.52
BASE_MEMIT,68,35,RS,49,100,0.49
BASE_MEMIT,68,36,RS,53,100,0.53
BASE_MEMIT,68,37,RS,56,100,0.56
BASE_MEMIT,68,38,RS,56,100,0.56
BASE_MEMIT,68,39,RS,54,100,0.54
BASE_MEMIT,68,40,RS,66,100,0.66
BASE_MEMIT,68,41,RS,66,100,0.66
BASE_MEMIT,68,42,RS,58,100,0.58
BASE_MEMIT,68,43,RS,66,100,0.66
BASE_MEMIT,68,44,RS,59,100,0.59
BASE_MEMIT,68,45,RS,66,100,0.66
BASE_MEMIT,68,46,RS,62,100,0.62
BASE_MEMIT,68,47,RS,62,100,0.62
BASE_MEMIT,68,48,RS,68,100,0.68
BASE_MEMIT,68,49,RS,71,100,0.71
BASE_MEMIT,68,50,RS,62,100,0.62
BASE_MEMIT,68,51,RS,65,100,0.65
BASE_MEMIT,68,52,RS,72,100,0.72
BASE_MEMIT,68,53,RS,70,100,0.7
BASE_MEMIT,68,54,RS,75,100,0.75
BASE_MEMIT,68,55,RS,69,100,0.69
BASE_MEMIT,68,56,RS,77,100,0.77
BASE_MEMIT,68,57,RS,79,100,0.79
BASE_MEMIT,68,58,RS,75,100,0.75
BASE_MEMIT,68,59,RS,75,100,0.75
BASE_MEMIT,68,60,RS,78,100,0.78
BASE_MEMIT,68,61,RS,77,100,0.77
BASE_MEMIT,68,62,RS,79,100,0.79
BASE_MEMIT,68,63,RS,86,100,0.86
BASE_MEMIT,68,64,RS,84,100,0.84
BASE_MEMIT,68,65,RS,87,100,0.87
BASE_MEMIT,68,66,RS,90,100,0.9
BASE_MEMIT,68,67,RS,90,100,0.9
BASE_MEMIT,68,68,RS,89,100,0.89
BASE_MEMIT,69,1,RS,49,100,0.49
BASE_MEMIT,69,2,RS,55,100,0.55
BASE_MEMIT,69,3,RS,52,100,0.52
BASE_MEMIT,69,4,RS,53,100,0.53
BASE_MEMIT,69,5,RS,50,100,0.5
BASE_MEMIT,69,6,RS,54,100,0.54
BASE_MEMIT,69,7,RS,51,100,0.51
BASE_MEMIT,69,8,RS,39,100,0.39
BASE_MEMIT,69,9,RS,61,100,0.61
BASE_MEMIT,69,10,RS,51,100,0.51
BASE_MEMIT,69,11,RS,45,100,0.45
BASE_MEMIT,69,12,RS,44,100,0.44
BASE_MEMIT,69,13,RS,56,100,0.56
BASE_MEMIT,69,14,RS,52,100,0.52
BASE_MEMIT,69,15,RS,54,100,0.54
BASE_MEMIT,69,16,RS,56,100,0.56
BASE_MEMIT,69,17,RS,58,100,0.58
BASE_MEMIT,69,18,RS,58,100,0.58
BASE_MEMIT,69,19,RS,58,100,0.58
BASE_MEMIT,69,20,RS,63,100,0.63
BASE_MEMIT,69,21,RS,53,100,0.53
BASE_MEMIT,69,22,RS,56,100,0.56
BASE_MEMIT,69,23,RS,57,100,0.57
BASE_MEMIT,69,24,RS,55,100,0.55
BASE_MEMIT,69,25,RS,60,100,0.6
BASE_MEMIT,69,26,RS,52,100,0.52
BASE_MEMIT,69,27,RS,52,100,0.52
BASE_MEMIT,69,28,RS,46,100,0.46
BASE_MEMIT,69,29,RS,59,100,0.59
BASE_MEMIT,69,30,RS,58,100,0.58
BASE_MEMIT,69,31,RS,50,100,0.5
BASE_MEMIT,69,32,RS,58,100,0.58
BASE_MEMIT,69,33,RS,60,100,0.6
BASE_MEMIT,69,34,RS,56,100,0.56
BASE_MEMIT,69,35,RS,49,100,0.49
BASE_MEMIT,69,36,RS,52,100,0.52
BASE_MEMIT,69,37,RS,54,100,0.54
BASE_MEMIT,69,38,RS,57,100,0.57
BASE_MEMIT,69,39,RS,54,100,0.54
BASE_MEMIT,69,40,RS,65,100,0.65
BASE_MEMIT,69,41,RS,66,100,0.66
BASE_MEMIT,69,42,RS,57,100,0.57
BASE_MEMIT,69,43,RS,64,100,0.64
BASE_MEMIT,69,44,RS,59,100,0.59
BASE_MEMIT,69,45,RS,64,100,0.64
BASE_MEMIT,69,46,RS,62,100,0.62
BASE_MEMIT,69,47,RS,63,100,0.63
BASE_MEMIT,69,48,RS,67,100,0.67
BASE_MEMIT,69,49,RS,73,100,0.73
BASE_MEMIT,69,50,RS,61,100,0.61
BASE_MEMIT,69,51,RS,63,100,0.63
BASE_MEMIT,69,52,RS,70,100,0.7
BASE_MEMIT,69,53,RS,68,100,0.68
BASE_MEMIT,69,54,RS,74,100,0.74
BASE_MEMIT,69,55,RS,68,100,0.68
BASE_MEMIT,69,56,RS,72,100,0.72
BASE_MEMIT,69,57,RS,72,100,0.72
BASE_MEMIT,69,58,RS,72,100,0.72
BASE_MEMIT,69,59,RS,72,100,0.72
BASE_MEMIT,69,60,RS,76,100,0.76
BASE_MEMIT,69,61,RS,76,100,0.76
BASE_MEMIT,69,62,RS,81,100,0.81
BASE_MEMIT,69,63,RS,82,100,0.82
BASE_MEMIT,69,64,RS,81,100,0.81
BASE_MEMIT,69,65,RS,86,100,0.86
BASE_MEMIT,69,66,RS,88,100,0.88
BASE_MEMIT,69,67,RS,89,100,0.89
BASE_MEMIT,69,68,RS,88,100,0.88
BASE_MEMIT,69,69,RS,90,100,0.9
BASE_MEMIT,70,1,RS,49,100,0.49
BASE_MEMIT,70,2,RS,53,100,0.53
BASE_MEMIT,70,3,RS,53,100,0.53
BASE_MEMIT,70,4,RS,53,100,0.53
BASE_MEMIT,70,5,RS,50,100,0.5
BASE_MEMIT,70,6,RS,56,100,0.56
BASE_MEMIT,70,7,RS,51,100,0.51
BASE_MEMIT,70,8,RS,40,100,0.4
BASE_MEMIT,70,9,RS,56,100,0.56
BASE_MEMIT,70,10,RS,53,100,0.53
BASE_MEMIT,70,11,RS,49,100,0.49
BASE_MEMIT,70,12,RS,43,100,0.43
BASE_MEMIT,70,13,RS,58,100,0.58
BASE_MEMIT,70,14,RS,51,100,0.51
BASE_MEMIT,70,15,RS,53,100,0.53
BASE_MEMIT,70,16,RS,57,100,0.57
BASE_MEMIT,70,17,RS,60,100,0.6
BASE_MEMIT,70,18,RS,58,100,0.58
BASE_MEMIT,70,19,RS,56,100,0.56
BASE_MEMIT,70,20,RS,61,100,0.61
BASE_MEMIT,70,21,RS,51,100,0.51
BASE_MEMIT,70,22,RS,59,100,0.59
BASE_MEMIT,70,23,RS,60,100,0.6
BASE_MEMIT,70,24,RS,54,100,0.54
BASE_MEMIT,70,25,RS,60,100,0.6
BASE_MEMIT,70,26,RS,55,100,0.55
BASE_MEMIT,70,27,RS,51,100,0.51
BASE_MEMIT,70,28,RS,51,100,0.51
BASE_MEMIT,70,29,RS,63,100,0.63
BASE_MEMIT,70,30,RS,60,100,0.6
BASE_MEMIT,70,31,RS,53,100,0.53
BASE_MEMIT,70,32,RS,59,100,0.59
BASE_MEMIT,70,33,RS,59,100,0.59
BASE_MEMIT,70,34,RS,61,100,0.61
BASE_MEMIT,70,35,RS,53,100,0.53
BASE_MEMIT,70,36,RS,52,100,0.52
BASE_MEMIT,70,37,RS,54,100,0.54
BASE_MEMIT,70,38,RS,58,100,0.58
BASE_MEMIT,70,39,RS,54,100,0.54
BASE_MEMIT,70,40,RS,67,100,0.67
BASE_MEMIT,70,41,RS,61,100,0.61
BASE_MEMIT,70,42,RS,55,100,0.55
BASE_MEMIT,70,43,RS,64,100,0.64
BASE_MEMIT,70,44,RS,59,100,0.59
BASE_MEMIT,70,45,RS,65,100,0.65
BASE_MEMIT,70,46,RS,67,100,0.67
BASE_MEMIT,70,47,RS,62,100,0.62
BASE_MEMIT,70,48,RS,65,100,0.65
BASE_MEMIT,70,49,RS,68,100,0.68
BASE_MEMIT,70,50,RS,57,100,0.57
BASE_MEMIT,70,51,RS,63,100,0.63
BASE_MEMIT,70,52,RS,69,100,0.69
BASE_MEMIT,70,53,RS,69,100,0.69
BASE_MEMIT,70,54,RS,74,100,0.74
BASE_MEMIT,70,55,RS,66,100,0.66
BASE_MEMIT,70,56,RS,76,100,0.76
BASE_MEMIT,70,57,RS,74,100,0.74
BASE_MEMIT,70,58,RS,72,100,0.72
BASE_MEMIT,70,59,RS,74,100,0.74
BASE_MEMIT,70,60,RS,72,100,0.72
BASE_MEMIT,70,61,RS,75,100,0.75
BASE_MEMIT,70,62,RS,82,100,0.82
BASE_MEMIT,70,63,RS,86,100,0.86
BASE_MEMIT,70,64,RS,80,100,0.8
BASE_MEMIT,70,65,RS,83,100,0.83
BASE_MEMIT,70,66,RS,86,100,0.86
BASE_MEMIT,70,67,RS,91,100,0.91
BASE_MEMIT,70,68,RS,89,100,0.89
BASE_MEMIT,70,69,RS,89,100,0.89
BASE_MEMIT,70,70,RS,93,100,0.93
BASE_MEMIT,71,1,RS,50,100,0.5
BASE_MEMIT,71,2,RS,57,100,0.57
BASE_MEMIT,71,3,RS,56,100,0.56
BASE_MEMIT,71,4,RS,51,100,0.51
BASE_MEMIT,71,5,RS,54,100,0.54
BASE_MEMIT,71,6,RS,61,100,0.61
BASE_MEMIT,71,7,RS,54,100,0.54
BASE_MEMIT,71,8,RS,38,100,0.38
BASE_MEMIT,71,9,RS,62,100,0.62
BASE_MEMIT,71,10,RS,55,100,0.55
