family,arm,layer,checkpoint_requests,metric,subset,denominator,atwrite_numerator,final_numerator,atwrite_rate,final_rate,retained,lost,recovery,initial_and_current_failure,entry_success_denominator,loss_rate_among_entry_success,atwrite_desired_margin_mean,atwrite_desired_margin_median,atwrite_desired_margin_p90,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_p90,new_nll_mean,new_nll_median,new_nll_p90,true_nll_mean,true_nll_median,true_nll_p90,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_p90,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_p90
AlphaEdit,AlphaEdit_L5_ONLY,5,10000,PS,active,19566,18944,18540,0.9682101604824696,0.9475620975160993,18390,554,150,472,18944,0.02924408783783784,8.797002255215618,8.769881722284481,14.865398645401001,7.409117910859335,7.341704845428467,13.408262378536165,-1.387884344356283,-0.8788349414244294,1.236497402191162,1.7788997376754392,0.549172580242157,5.473060131072998,9.188017648534773,8.94693374633789,13.935088157653809,0.4624961812701186,0.06112617067992687,1.9657859802246094,-0.9253881630861642,-0.5718713998794556,1.3419852256774902
AlphaEdit,AlphaEdit_L5_ONLY,5,10000,PS,superseded,434,359,299,0.8271889400921659,0.6889400921658986,283,76,16,59,359,0.2116991643454039,4.621915831926759,4.304597854614258,11.920936226844788,2.1368213435286263,2.2401435375213623,8.039559364318848,-2.485094488398133,-1.9389426708221436,2.5927515029907227,5.803345523994043,5.624593257904053,10.301677703857422,7.940166867522668,7.7444212436676025,11.938005447387695,1.7751233607442007,1.393191248178482,5.638662338256836,-0.7099711276539322,-0.6156084537506104,2.8836469650268555
AlphaEdit,AlphaEdit_L5_ONLY,5,10000,NS,all,100000,69452,62822,0.69452,0.62822,57530,11922,5292,25256,69452,0.17165812359615273,2.316647683113797,2.29689359664917,8.518634557723999,1.3640422761309017,1.389124870300293,7.208160400390625,-0.9526054069828958,-0.45277929306030273,2.233700752258301,8.117788234414105,8.098586559295654,13.33082103729248,6.7537459582832025,6.546067714691162,11.718384742736816,-0.1978116069110547,-0.08840072154998779,2.4586219787597656,0.7547938000718412,0.3476221561431885,3.989220142364502
AlphaEdit,AlphaEdit_L5_ONLY,5,10000,NS,active,97830,68083,61508,0.6959317182868241,0.628723295512624,56428,11655,5080,24667,68083,0.1711881086321108,2.3354658444529885,2.3241028785705566,8.539548635482788,1.3697571185363964,1.39799165725708,7.223190605640411,-0.9657087259165924,-0.4570469930768013,2.2124221324920654,8.10842492281871,8.09249210357666,13.332134246826172,6.738667804282315,6.527068614959717,11.708141326904297,-0.19811098028942556,-0.08843588829040527,2.43234920501709,0.7675977456271669,0.3513866662979126,3.9871749877929688
AlphaEdit,AlphaEdit_L5_ONLY,5,10000,NS,superseded,2170,1369,1314,0.6308755760368664,0.6055299539170507,1102,267,212,589,1369,0.19503287070854639,1.4682694693750482,1.1920166611671448,7.186587333679199,1.1064003256564554,1.0420479774475098,6.466493606567383,-0.36186914371859286,-0.24396896362304688,3.4158239364624023,8.539913936431304,8.40362024307251,13.23752498626709,7.433513610774849,7.24255108833313,12.184576988220215,-0.18431497206957045,-0.0850716233253479,3.764595776796341,0.1775541716490224,0.11649799346923828,4.0765485763549805
AlphaEdit,AlphaEdit_L6_ONLY,6,100,RS,all,100,100,100,1.0,1.0,100,0,0,0,100,0.0,14.520758811524301,14.45040161057841,19.30392338288948,14.520758811524301,14.45040161057841,19.30392338288948,0.0,0.0,0.0,0.0013554939719142567,0.0009289835870731622,0.002765761222690344,14.522114305496215,14.451327800750732,19.304914474487305,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,RS,active,100,100,100,1.0,1.0,100,0,0,0,100,0.0,14.520758811524301,14.45040161057841,19.30392338288948,14.520758811524301,14.45040161057841,19.30392338288948,0.0,0.0,0.0,0.0013554939719142567,0.0009289835870731622,0.002765761222690344,14.522114305496215,14.451327800750732,19.304914474487305,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,RS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,100,PS,all,200,189,189,0.945,0.945,189,0,0,11,189,0.0,7.4278356344776695,7.479589462280273,13.694046194665134,7.4278356344776695,7.479589462280273,13.694046194665134,0.0,0.0,0.0,1.7435811759752686,0.525408536195755,5.374215126037598,9.171416810452937,9.008805274963379,14.004392623901367,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,PS,active,200,189,189,0.945,0.945,189,0,0,11,189,0.0,7.4278356344776695,7.479589462280273,13.694046194665134,7.4278356344776695,7.479589462280273,13.694046194665134,0.0,0.0,0.0,1.7435811759752686,0.525408536195755,5.374215126037598,9.171416810452937,9.008805274963379,14.004392623901367,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,PS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,100,NS,all,1000,860,860,0.86,0.86,860,0,0,140,860,0.0,5.436272367985104,5.401793351396918,11.93788766860962,5.436272367985104,5.401793351396918,11.93788766860962,0.0,0.0,0.0,10.84053384504246,10.920291900634766,15.689273834228516,5.404261477057356,5.046547174453735,10.551173210144043,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,NS,active,1000,860,860,0.86,0.86,860,0,0,140,860,0.0,5.436272367985104,5.401793351396918,11.93788766860962,5.436272367985104,5.401793351396918,11.93788766860962,0.0,0.0,0.0,10.84053384504246,10.920291900634766,15.689273834228516,5.404261477057356,5.046547174453735,10.551173210144043,0.0,0.0,0.0,0.0,0.0,0.0
AlphaEdit,AlphaEdit_L6_ONLY,6,100,NS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,500,RS,all,500,500,500,1.0,1.0,500,0,0,0,500,0.0,14.762621937843585,14.613012948582764,19.979185344102007,14.540616953140463,14.472742090569227,20.07495907181874,-0.22200498470312233,0.0,0.4331966747995466,0.010107137435708863,0.0007831962720956653,0.0034244961570948362,14.550724090576171,14.47499942779541,20.076181411743164,0.008864155616818607,0.0,0.0006881006993353367,-0.21314082908630372,0.0,0.43321895599365234
AlphaEdit,AlphaEdit_L6_ONLY,6,500,RS,active,500,500,500,1.0,1.0,500,0,0,0,500,0.0,14.762621937843585,14.613012948582764,19.979185344102007,14.540616953140463,14.472742090569227,20.07495907181874,-0.22200498470312233,0.0,0.4331966747995466,0.010107137435708863,0.0007831962720956653,0.0034244961570948362,14.550724090576171,14.47499942779541,20.076181411743164,0.008864155616818607,0.0,0.0006881006993353367,-0.21314082908630372,0.0,0.43321895599365234
AlphaEdit,AlphaEdit_L6_ONLY,6,500,RS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,500,PS,all,1000,947,946,0.947,0.946,941,6,5,48,947,0.006335797254487857,8.136336900092196,8.376132071018219,14.251980012049899,7.969491927700059,8.070276498794556,14.001713239995297,-0.1668449723921367,0.0,0.6230929680168629,1.5383165191272856,0.28240132331848145,5.114589691162109,9.507808446827344,9.3739595413208,14.537445068359375,0.015661816428939348,0.0,0.1943214237689972,-0.15118315596319734,0.0,0.5376343727111816
AlphaEdit,AlphaEdit_L6_ONLY,6,500,PS,active,1000,947,946,0.947,0.946,941,6,5,48,947,0.006335797254487857,8.136336900092196,8.376132071018219,14.251980012049899,7.969491927700059,8.070276498794556,14.001713239995297,-0.1668449723921367,0.0,0.6230929680168629,1.5383165191272856,0.28240132331848145,5.114589691162109,9.507808446827344,9.3739595413208,14.537445068359375,0.015661816428939348,0.0,0.1943214237689972,-0.15118315596319734,0.0,0.5376343727111816
AlphaEdit,AlphaEdit_L6_ONLY,6,500,PS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,500,NS,all,5000,4072,3954,0.8144,0.7908,3887,185,67,861,4072,0.04543222003929273,4.4511149187901635,4.4429802894592285,10.737926125526428,3.9185393026944135,3.857262134552002,10.130107209086418,-0.5325756160957505,-0.006836652755737305,0.7434606552124023,8.990318213973357,8.988394737243652,13.877077102661133,5.071778911278944,4.624249219894409,10.205185890197754,-0.5241561904790811,-0.07110404968261719,0.6018466949462891,0.008419425616669468,0.0,0.9128273129463196
AlphaEdit,AlphaEdit_L6_ONLY,6,500,NS,active,5000,4072,3954,0.8144,0.7908,3887,185,67,861,4072,0.04543222003929273,4.4511149187901635,4.4429802894592285,10.737926125526428,3.9185393026944135,3.857262134552002,10.130107209086418,-0.5325756160957505,-0.006836652755737305,0.7434606552124023,8.990318213973357,8.988394737243652,13.877077102661133,5.071778911278944,4.624249219894409,10.205185890197754,-0.5241561904790811,-0.07110404968261719,0.6018466949462891,0.008419425616669468,0.0,0.9128273129463196
AlphaEdit,AlphaEdit_L6_ONLY,6,500,NS,superseded,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,RS,all,1000,1000,997,1.0,0.997,997,3,0,0,1000,0.003,14.760906012254827,14.65782779714209,20.130184867070056,14.264616122089848,14.254781367315445,19.64666832560033,-0.4962898901649787,-0.13487983874802012,0.48841592634562403,0.03362901893950925,0.0010194944334216416,0.004588194657117128,14.298245141029359,14.256490707397461,19.646814346313477,0.030866691465027542,6.821486749686301e-05,0.0016238399548456073,-0.4654231986999512,-0.1319866180419922,0.488372802734375
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,RS,active,999,999,997,1.0,0.997997997997998,997,2,0,0,999,0.002002002002002002,14.763365339196696,14.66058273112867,20.1656218792632,14.279612818601,14.269053855910897,19.70960528345313,-0.48375252059569623,-0.1337946935382206,0.488487511058338,0.030941463364986665,0.0010193157941102982,0.004588194657117128,14.310554281965986,14.271032333374023,19.710214614868164,0.02817720765763609,6.793119246140122e-05,0.0016238399548456073,-0.45557531293806014,-0.13011646270751953,0.4951286315917969
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,RS,superseded,1,1,0,1.0,0.0,0,1,0,0,1,1.0,12.304038397327531,12.304038397327531,12.304038397327531,-0.7170836925506592,-0.7170836925506592,-0.7170836925506592,-13.02112208987819,-13.02112208987819,-13.02112208987819,2.7184970378875732,2.7184970378875732,2.7184970378875732,2.001413345336914,2.001413345336914,2.001413345336914,2.7176610150490887,2.7176610150490887,2.7176610150490887,-10.303461074829102,-10.303461074829102,-10.303461074829102
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,PS,all,2000,1917,1913,0.9585,0.9565,1902,15,11,72,1917,0.00782472613458529,8.382171899810404,8.50449849665165,14.309793508960865,8.124514098576402,8.104094327311032,14.034893035888672,-0.2576578012340033,-0.04268227121792734,0.9505927562713623,1.445784429588224,0.2411850169301033,4.779080390930176,9.570298528164626,9.42070198059082,14.511590003967285,0.022420066880367812,0.0,0.3568812608718872,-0.23523773435363546,-0.04775047302246094,0.797764778137207
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,PS,active,1998,1916,1913,0.958958958958959,0.9574574574574575,1902,14,11,71,1916,0.007306889352818371,8.386647633212526,8.50449849665165,14.326930522918701,8.134533656900087,8.108389776549302,14.100840038852766,-0.25211397631243776,-0.042397465324029326,0.9514140486717224,1.4410718826583215,0.23961537331342697,4.777548313140869,9.575605539558408,9.421885013580322,14.55112361907959,0.020060601772242774,0.0,0.3568812608718872,-0.232053374540195,-0.046651363372802734,0.8105049133300781
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,PS,superseded,2,1,0,0.5,0.0,0,1,0,1,1,1.0,3.9109142310917377,3.9109142310917377,8.979176141321659,-1.8850246667861938,-1.8850246667861938,-1.2418384552001953,-5.795938897877932,-5.795938897877932,-0.08449077606201172,6.153618812561035,6.153618812561035,6.395306587219238,4.268594145774841,4.268594145774841,4.670092582702637,2.3795257098972797,2.3795257098972797,6.355043031275272,-3.416413187980652,-3.416413187980652,-1.6804823875427246
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,NS,all,10000,7815,7331,0.7815,0.7331,7126,689,205,1980,7815,0.08816378758797185,3.8558898794480863,3.8722128868103027,10.305130124092102,3.007758471900433,3.1190505027770996,9.437551259994507,-0.8481314075476534,-0.20965266227722168,1.2090165615081787,8.304506265943276,8.362394332885742,13.453986167907715,5.296747794042844,4.825209617614746,10.57181167602539,-0.6245957357787731,-0.18678820133209229,1.0865216255187988,0.22353567176888028,0.0,1.8659296035766602
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,NS,active,9990,7805,7325,0.7812812812812813,0.7332332332332332,7120,685,205,1980,7805,0.0877642536835362,3.8576034874359113,3.8817620873451233,10.309653282165527,3.0099632958931184,3.1230978965759277,9.444082736968994,-0.8476401915427927,-0.20917797088623047,1.2090165615081787,8.306003003165994,8.36536693572998,13.453986167907715,5.296039707272874,4.82500958442688,10.57181167602539,-0.6240886813431653,-0.18610191345214844,1.0865216255187988,0.22355151019962738,0.0,1.865957260131836
AlphaEdit,AlphaEdit_L6_ONLY,6,1000,NS,superseded,10,10,6,1.0,0.6,6,4,0,0,10,0.4,2.143995499610901,2.322346568107605,3.1856155395507812,0.8051393032073975,1.4375247955322266,3.6601057052612305,-1.3388561964035035,-1.3995726108551025,1.1542818546295166,6.809265780448913,5.9641499519348145,9.146697998046875,6.004126477241516,5.396910905838013,8.108810424804688,-1.1311431169509887,-1.4954555034637451,-0.12897109985351562,0.20771307945251466,0.33172154426574707,1.3388991355895996
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,RS,all,2000,2000,1992,1.0,0.996,1992,8,0,0,2000,0.004,14.861971498300003,14.643276060116477,20.127806911201333,14.00382384933718,13.787536643852945,19.473912491375813,-0.858147648962822,-0.3567996537021827,0.5081972473417409,0.05766763655654609,0.0013108003768138587,0.008858665823936462,14.061491485893727,13.788647174835205,19.474079132080078,0.05067278710254675,0.00025163323152810335,0.005595580994850025,-0.8074748618602753,-0.3552970886230469,0.4996604919433594
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,RS,active,1983,1983,1978,1.0,0.9974785678265254,1978,5,0,0,1983,0.0025214321734745334,14.867314426564883,14.620387576054782,20.164258637087187,14.037670880800881,13.807485939913022,19.478784476406872,-0.8296435457640009,-0.3519491588231176,0.5102541341912001,0.046346974575950266,0.0013055619783699512,0.008457675576210022,14.084017855376832,13.807546615600586,19.483320236206055,0.04076214240893863,0.00024871760979294777,0.005288911168463528,-0.7888814033550622,-0.34935474395751953,0.5079574584960938
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,RS,superseded,17,17,14,1.0,0.8235294117647058,14,3,0,0,17,0.17647058823529413,14.23873463069664,15.799447822151706,18.839459348469973,10.055667179188973,10.635545521974564,17.20957590751641,-4.183067451507668,-3.021090507507324,0.47767969498818275,1.3781895605283996,0.34082528948783875,5.383292198181152,11.43385673971737,12.054508209228516,17.209754943847656,1.2067203416569527,0.3396911795716733,5.381531121209264,-2.9763471098507153,-2.093994140625,0.4775409698486328
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,PS,all,4000,3851,3812,0.96275,0.953,3788,63,24,125,3851,0.016359387172163075,8.73438999751324,8.783310468075797,14.746383821591735,7.931397264170215,7.97127428650856,13.956355975940824,-0.802992733343026,-0.3773000240325928,0.958789587020874,1.4471771629203705,0.2610289603471756,4.798028469085693,9.378574427090586,9.152997016906738,14.382143020629883,0.14446451205456287,0.004586680792272091,0.8815169334411621,-0.6585282212884631,-0.3079569339752197,0.8639907836914062
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,PS,active,3966,3822,3786,0.9636913767019667,0.9546142208774584,3762,60,24,120,3822,0.015698587127158554,8.757019960487073,8.798842545598745,14.773414850234985,7.964534818706011,7.986904598772526,13.964105740189552,-0.7924851417810604,-0.3746776044135913,0.9554203413426876,1.419661274106798,0.25687409937381744,4.6881866455078125,9.38419609281281,9.155458450317383,14.383187294006348,0.13235342174334377,0.004526194185018539,0.8208996057510376,-0.6601317200377167,-0.30489158630371094,0.8570866584777832
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,PS,superseded,34,29,26,0.8529411764705882,0.7647058823529411,26,3,0,5,29,0.10344827586206896,6.094671375330483,5.772003263235092,12.622592711821198,4.06599899096524,4.670166254043579,9.660832405090332,-2.0286723843652426,-1.434349000453949,3.268608808517456,4.656824663938845,4.611950397491455,8.041913032531738,8.722823654904085,8.354159355163574,12.970418930053711,1.5571875760044136,1.8153902441263199,5.370226144790649,-0.47148480836082907,-0.5163419246673584,2.9131789207458496
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,NS,all,20000,15055,13761,0.75275,0.68805,13159,1896,602,4343,15055,0.125938226502823,3.366412657134716,3.395864963531494,9.856284454464912,2.35479133742815,2.418637990951538,8.923228740692139,-1.011621319706566,-0.35996484756469727,1.5527257919311523,8.13618560145592,8.233848571777344,13.480347633361816,5.78139426402777,5.387283563613892,10.981081008911133,-0.5122731267988677,-0.17878234386444092,1.5694475173950195,0.4993481929076981,0.08497586846351624,2.966430187225342
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,NS,active,19830,14945,13668,0.7536560766515381,0.6892586989409984,13075,1870,593,4292,14945,0.1251254600200736,3.38679977431228,3.4205360412597656,9.870277896523476,2.37248757526427,2.4375991821289062,8.943359851837158,-1.0143121990480097,-0.3588252067565918,1.5459461212158203,8.136131860806698,8.240325927734375,13.486028671264648,5.763644285542427,5.366549968719482,10.957345008850098,-0.5175121072801864,-0.17878234386444092,1.547968864440918,0.49680009176782325,0.08405232429504395,2.9459333419799805
AlphaEdit,AlphaEdit_L6_ONLY,6,2000,NS,superseded,170,110,93,0.6470588235294118,0.5470588235294118,84,26,9,51,110,0.23636363636363636,0.988315400481224,1.0799446105957031,6.686310589313507,0.2905772416030659,0.33026647567749023,6.2950215339660645,-0.6977381588781582,-0.6895499229431152,2.6225767135620117,8.142454290127054,7.796358346939087,13.130827903747559,7.851877048523987,7.501248359680176,14.675689697265625,0.0988385375808267,-0.1766507625579834,3.5969743728637695,0.7965766964589849,0.4837191104888916,4.063401222229004
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,RS,all,3000,3000,2981,1.0,0.9936666666666667,2981,19,0,0,3000,0.006333333333333333,14.954398430681977,14.729327640408883,20.187150641169865,13.432520677876386,13.37276347327861,19.201306970440783,-1.5218777528055878,-0.8077691324579064,0.5139043297967874,0.12392148138889146,0.0019135037437081337,0.032604385167360306,13.55644215926528,13.39128303527832,19.20242691040039,0.11397666604800732,0.0006898756546434015,0.028915731410961598,-1.4079010867575805,-0.7981472015380859,0.5234403610229492
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,RS,active,2969,2969,2954,1.0,0.9949477938699899,2954,15,0,0,2969,0.005052206130010104,14.968057082444837,14.719826926768292,20.210247010807507,13.49144063509421,13.39770212653093,19.231182225048542,-1.476616447350624,-0.79542928468436,0.5172147555131232,0.09484014093358814,0.0018903020536527038,0.02864866703748703,13.586280776027799,13.42841625213623,19.232036590576172,0.08742281915775262,0.0006642926018685102,0.025525534991174936,-1.3891936281928714,-0.7884960174560547,0.5234403610229492
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,RS,superseded,31,31,27,1.0,0.8709677419354839,27,4,0,0,31,0.12903225806451613,13.646252073135862,15.489158937125467,17.549951576744206,7.78950929143391,8.963034629821777,15.62409332767129,-5.856742781701952,-5.655292017821921,-0.4850932213885244,2.909163410801651,2.3951852321624756,6.443287372589111,10.69867270223556,11.094657897949219,16.170068740844727,2.657149937569498,1.5010061264038086,6.264190079644322,-3.199592844132454,-3.0860414505004883,0.8640851974487305
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,PS,all,6000,5775,5626,0.9625,0.9376666666666666,5588,187,38,187,5775,0.03238095238095238,8.787931587460045,8.835293936543167,14.90877914428711,7.574299873545345,7.558561440557241,13.875508934259415,-1.2136317139147008,-0.6647902339464054,1.1658552885055542,1.6641895511385847,0.3669624328613281,5.256367206573486,9.23848942468393,8.999026775360107,14.392796516418457,0.3616648546457448,0.01884868531487882,1.7137696146965027,-0.8519668592689559,-0.47560644149780273,1.2005653381347656
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,PS,active,5938,5726,5583,0.9642977433479286,0.9402155607948804,5547,179,36,176,5726,0.03126091512399581,8.831422995116835,8.863700523972511,14.943790078163147,7.626344735074066,7.5969962775707245,13.91978657245636,-1.2050782600427694,-0.6598094254732132,1.154810905456543,1.6213773276434327,0.3544856011867523,5.105990886688232,9.247722062717498,9.005496978759766,14.41948413848877,0.34844606267071127,0.01829112507402897,1.661435604095459,-0.8566321973720582,-0.4753742218017578,1.1848993301391602
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,PS,superseded,62,49,43,0.7903225806451613,0.6935483870967742,41,8,2,11,49,0.16326530612244897,4.6225770928468854,5.042866304516792,11.358133032917976,2.589745232294644,3.006623923778534,8.866575479507446,-2.0328318605522413,-2.093214330263436,3.3213776648044586,5.7644957304000854,5.680135250091553,11.162393569946289,8.35424096269473,8.374805927276611,12.494035720825195,1.6276839957384752,1.4551335722208023,5.846540153026581,-0.4051478648137662,-0.8556890487670898,3.1490163803100586
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,NS,all,30000,21927,19810,0.7309,0.6603333333333333,18656,3271,1154,6919,21927,0.1491768139736398,3.0214850008029557,3.0347328186035156,9.546476811170578,2.035534611611232,2.055063009262085,8.551147520542145,-0.985950389191724,-0.40380406379699707,1.921388864517212,8.106082922075165,8.176844596862793,13.5502290725708,6.070548310463934,5.790334939956665,11.158788681030273,-0.3882231319555724,-0.14038681983947754,2.05161190032959,0.5977272572361515,0.18586301803588867,3.471767544746399
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,NS,active,29690,21725,19631,0.7317278544964635,0.6611990569215224,18506,3219,1125,6840,21725,0.14817031070195627,3.038917362260799,3.0664544105529785,9.562510788440704,2.0481212171069165,2.0683417320251465,8.563398361206055,-0.9907961451538824,-0.40475428104400635,1.9037303924560547,8.093525707368352,8.17225694656372,13.539473533630371,6.0454044902614354,5.7612833976745605,11.116165161132812,-0.3984645635405632,-0.1429457664489746,2.023450016975403,0.5923315816133191,0.18258246779441833,3.444316864013672
AlphaEdit,AlphaEdit_L6_ONLY,6,3000,NS,superseded,310,202,179,0.6516129032258065,0.5774193548387097,150,52,29,79,202,0.25742574257425743,1.3519146405340683,1.1833901405334473,6.711794376373291,0.8300626207503581,0.8418107032775879,6.387099266052246,-0.5218520197837103,-0.31478607654571533,3.2898759841918945,9.308740033834212,8.768564224243164,14.618010520935059,8.478677413083853,8.190511703491211,13.84292221069336,0.5926417188779001,0.07881832122802734,5.830345153808594,1.1144937386616103,0.740790605545044,5.851152420043945
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,RS,all,4000,3999,3969,0.99975,0.99225,3969,30,0,1,3999,0.007501875468867217,14.980017776792446,14.704920620919438,20.361685418873094,13.015814753816871,12.983574053148914,19.003541646525264,-1.9642030229755747,-1.1349348411749816,0.45496431016363204,0.13369356966071064,0.0025894464924931526,0.07145781069993973,13.149508323477582,13.008663177490234,19.013063430786133,0.11397973791333613,0.0012251452426426113,0.06172460503876209,-1.8502232850622387,-1.1170964241027832,0.4558086395263672
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,RS,active,3949,3948,3923,0.9997467713345151,0.9934160546973917,3923,25,0,1,3948,0.006332320162107396,14.994408600765277,14.702375797263812,20.419308194177574,13.082438886090703,13.012895045336336,19.03570488234982,-1.9119697146745742,-1.1144568045856431,0.46024101256625727,0.10950875217518494,0.0025273782666772604,0.06195203959941864,13.191947638265889,13.054110527038574,19.058380126953125,0.09183125282824513,0.0011852665920741856,0.05479625932639465,-1.820138461846329,-1.1020269393920898,0.46358299255371094
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,RS,superseded,51,51,46,1.0,0.9019607843137255,46,5,0,0,51,0.09803921568627451,13.865716524464682,15.054369181394577,18.26394777186215,7.857016746966538,8.57221907377243,15.385548016056418,-6.008699777498145,-6.420393684238661,-0.5589290791540407,2.006357182412495,0.6186122298240662,6.132689476013184,9.863373929379033,9.94715404510498,15.41637134552002,1.8289673379334215,0.5166761949658394,6.132474445577827,-4.179732439564724,-4.063566207885742,0.025791645050048828
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,PS,all,8000,7706,7453,0.96325,0.931625,7388,318,65,229,7706,0.041266545548922916,8.827780284778909,8.891986374743283,14.994492134079337,7.265184531756683,7.178872749209404,13.597019233275205,-1.562595753022225,-0.8751912713050842,1.1953864097595215,1.8247610127516027,0.5113449394702911,5.640239238739014,9.089945544508286,8.856427669525146,14.218884468078613,0.5304263356559559,0.044785949401557446,2.2702105501666665,-1.032169417366269,-0.6194319725036621,1.291158676147461
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,PS,active,7898,7622,7379,0.9650544441630793,0.9342871613066599,7316,306,63,213,7622,0.04014694305956442,8.872581055932486,8.91767093911767,15.027257551439106,7.324646874865824,7.21543275564909,13.645106732845306,-1.5479341810666625,-0.8677795343101025,1.1871066698804498,1.7780873843283056,0.488514244556427,5.519505977630615,9.10273425919413,8.877838611602783,14.233206748962402,0.5170222696585783,0.04344295151531696,2.2055477499961853,-1.0309119114080842,-0.6142771244049072,1.2802801132202148
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,PS,superseded,102,84,74,0.8235294117647058,0.7254901960784313,72,12,2,16,84,0.14285714285714285,5.358795083102807,5.3977786004543304,12.253767311573029,2.6609336898351708,2.9941234588623047,8.269813060760498,-2.697861393267636,-2.150731533765793,1.9070611000061035,5.438764123410425,5.4598917961120605,10.210783004760742,8.099697813245596,7.8389599323272705,11.919129371643066,1.568321563570541,1.247317597270012,5.827015032991767,-1.1295398296970947,-1.3129570484161377,2.0021286010742188
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,NS,all,40000,28642,25912,0.71605,0.6478,24132,4510,1780,9578,28642,0.157461071154249,2.7763738664030995,2.781006336212158,9.296334773302078,1.7996376719059612,1.7930541038513184,8.230251669883728,-0.9767361944971384,-0.4414609670639038,2.1487226486206055,8.079038347949435,8.180888175964355,13.460392951965332,6.279400676043474,6.070374488830566,11.363495826721191,-0.3224676896277012,-0.10864591598510742,2.2470760345458984,0.6542685048694373,0.24483156204223633,3.6878104209899902
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,NS,active,39490,28312,25604,0.716940997720942,0.6483666751076221,23877,4435,1727,9451,28312,0.1566473580107375,2.789735878527418,2.7964301109313965,9.310524821281433,1.805972383297527,1.8040008544921875,8.250473499298096,-0.9837634952298908,-0.4421882629394531,2.1294336318969727,8.069399365069918,8.175940990447998,13.460392951965332,6.26342698177239,6.04259181022644,11.34621810913086,-0.32615183714389867,-0.10869216918945312,2.225339412689209,0.6576116580859922,0.24529290199279785,3.680490493774414
AlphaEdit,AlphaEdit_L6_ONLY,6,4000,NS,superseded,510,330,308,0.6470588235294118,0.6039215686274509,255,75,53,127,330,0.22727272727272727,1.7417349276005054,1.3471736907958984,7.537267863750458,1.3091322741551124,1.0726842880249023,6.822815656661987,-0.4326026534453929,-0.27580785751342773,3.56082820892334,8.825398022287033,8.596240043640137,13.44951057434082,7.51626574813192,7.142561674118042,12.62507438659668,-0.037199090775467604,-0.08708953857421875,4.207312474027276,0.3954035626699253,0.1910688877105713,4.4564032554626465
