cohort,arm,metric,scope,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,W0_success_den,W0_success_to_failure_num,W0_failure_den,W0_failure_to_success_num,new_NLL_paired_delta_mean,new_NLL_paired_delta_median,new_NLL_decreased,new_NLL_increased,new_NLL_equal,true_NLL_paired_delta_mean,true_NLL_paired_delta_median,true_NLL_decreased,true_NLL_increased,true_NLL_equal
57,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,193,86.0,21,0,172,7,21,0,179,172,-8.947658628129865,-8.819466475397348,198,2,0,5.124753302950412,5.246872663497925,27,173,0
58,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,194,87.5,19,0,175,6,19,0,181,175,-8.283413950637478,-8.288026402005926,197,3,0,5.223710389845073,5.051820635795593,30,170,0
59,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,20,193,86.5,17,3,176,4,20,3,180,176,-7.779117942242883,-7.863317638169974,190,10,0,5.707618894474581,5.5264647006988525,22,178,0
60,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,193,88.5,16,0,177,7,16,0,184,177,-8.711574111431837,-8.871368527412415,197,3,0,5.185386502733454,5.177065700292587,29,171,0
61,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,192,84.5,23,0,169,8,23,0,177,169,-8.557622168741654,-8.88534677028656,196,4,0,5.274576381216757,5.208273757249117,31,169,0
62,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,195,85.0,25,0,170,5,25,0,175,170,-8.632762644311006,-8.790527790784836,200,0,0,5.68936474526301,5.424456596374512,22,178,0
63,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,194,88.5,17,0,177,6,17,0,183,177,-8.500056132225728,-8.216037344187498,199,1,0,5.813078133361414,5.201151490211487,24,176,0
64,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,9,187,89.0,9,0,178,13,9,0,191,178,-8.457616919633146,-8.711833596229553,198,2,0,5.726034759213217,5.672603964805603,26,174,0
65,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,193,87.0,19,0,174,7,19,0,181,174,-8.716046127878945,-8.763666128739715,200,0,0,5.2305713089369235,4.924213409423828,28,172,0
66,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,189,84.0,21,0,168,11,21,0,179,168,-8.489904429634334,-8.710707686841488,196,4,0,5.472974280283088,5.173625707626343,25,175,0
67,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,192,88.0,16,0,176,8,16,0,184,176,-9.05611321589764,-9.064904895494692,197,3,0,6.061036592025776,5.649649500846863,15,185,0
68,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,194,89.0,16,0,178,6,16,0,184,178,-8.309103253580542,-8.341092109680176,197,3,0,5.612826289692894,5.640071153640747,25,175,0
69,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,12,195,91.5,12,0,183,5,12,0,188,183,-8.3670479963877,-8.29588561761193,196,4,0,6.584748331215232,6.260962724685669,13,187,0
70,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,9,194,92.5,9,0,185,6,9,0,191,185,-8.514261320313963,-8.492271423339844,198,2,0,5.934543565940112,5.813568294048309,26,174,0
71,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,197,87.0,22,1,175,2,23,1,177,175,-8.448426893745491,-8.533646674826741,199,1,0,5.246697322130204,5.250994682312012,21,179,0
72,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,192,87.5,16,1,176,7,17,1,183,176,-8.193896254063002,-8.317505553364754,193,7,0,5.689572781026364,5.3444178104400635,25,175,0
73,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,193,88.0,17,0,176,7,17,0,183,176,-8.83037866523242,-8.76763653755188,197,3,0,5.7929045598628,5.826019048690796,22,178,0
74,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,13,189,88.0,12,1,177,10,13,1,187,177,-8.413833315338998,-8.56684336438775,194,6,0,5.580368490726687,5.656208038330078,27,173,0
75,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,193,88.5,16,0,177,7,16,0,184,177,-8.643301054172625,-8.192522672470659,198,2,0,4.747999806115404,4.537793159484863,20,180,0
76,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,194,87.5,17,2,177,4,19,2,181,177,-8.67707171755496,-8.561389327049255,195,5,0,6.507992596810218,6.0913660526275635,22,178,0
77,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,196,89.0,18,0,178,4,18,0,182,178,-8.90630981476992,-8.906508728861809,198,2,0,5.467491393348901,5.765366464853287,27,173,0
78,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,23,198,87.5,23,0,175,2,23,0,177,175,-8.117072778934961,-7.824676305055618,198,2,0,6.1451293717417865,6.137763023376465,19,181,0
79,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,15,192,88.5,15,0,177,8,15,0,185,177,-8.398833663745645,-8.185019151307642,200,0,0,5.599186885214876,5.414883375167847,21,179,0
80,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,194,84.5,25,0,169,6,25,0,175,169,-8.428808544885396,-8.378782093524933,198,2,0,4.981382367415353,4.515364170074463,35,165,0
81,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,196,89.5,17,0,179,4,17,0,183,179,-8.356193136372895,-8.158807503990829,197,3,0,5.701520901368931,5.859322965145111,24,176,0
82,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,198,90.0,18,0,180,2,18,0,182,180,-8.885065521495008,-8.87306922674179,197,3,0,5.826150139733218,5.649939775466919,21,179,0
83,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,195,85.0,25,0,170,5,25,0,175,170,-9.124865376718489,-9.117849338334054,200,0,0,5.869832833954133,6.389692664146423,34,166,0
84,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,19,192,86.5,19,0,173,8,19,0,181,173,-8.53714391394402,-8.448326379060745,200,0,0,4.7503936187922955,4.421680569648743,29,171,0
85,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,25,197,86.0,25,0,172,3,25,0,175,172,-8.692464096497861,-8.76538872718811,196,4,0,5.079164255131036,4.749863862991333,28,172,0
86,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,22,196,87.0,22,0,174,4,22,0,178,174,-8.527961891462764,-8.42136526107788,199,1,0,5.707697142036632,5.399715900421143,28,172,0
87,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,195,89.5,16,0,179,5,16,0,184,179,-8.839392465393757,-8.630010444670916,194,6,0,5.963292633248493,6.087562322616577,24,176,0
88,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,11,196,92.5,11,0,185,4,11,0,189,185,-9.38120615621643,-9.333384230732918,199,1,0,5.929258867937606,5.789715766906738,25,175,0
89,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,24,194,85.0,24,0,170,6,24,0,176,170,-8.646202093390311,-8.51439893245697,198,2,0,5.94541040303884,5.47015917301178,20,180,0
90,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,10,198,94.0,10,0,188,2,10,0,190,188,-8.949998095627524,-8.936096220742911,199,1,0,5.806803752211854,5.7638450264930725,28,172,0
91,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,197,89.5,18,0,179,3,18,0,182,179,-8.715602322245395,-8.653618946671486,198,2,0,5.652125534801744,5.264968931674957,24,176,0
92,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,18,196,89.0,18,0,178,4,18,0,182,178,-8.592725868205925,-8.202205508947372,199,1,0,6.351978393979371,5.7462921142578125,15,185,0
93,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,199,89.0,21,0,178,1,21,0,179,178,-8.763466494304012,-8.832852004328743,198,2,0,5.256648402521387,5.152196884155273,23,177,0
94,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,27,198,85.5,27,0,171,2,27,0,173,171,-8.373506326958378,-8.600393742322922,199,1,0,5.659595629544929,5.850082159042358,18,182,0
95,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,16,192,88.0,16,0,176,8,16,0,184,176,-8.913583589661139,-8.98043666779995,198,2,0,6.533292583068833,6.251962065696716,20,180,0
96,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,194,88.5,17,0,177,6,17,0,183,177,-8.270531472293952,-7.937161551322788,199,1,0,6.06231777915731,6.518204674124718,24,176,0
97,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,24,195,85.5,24,0,171,5,24,0,176,171,-8.5587686489278,-8.399917613714933,199,1,0,6.321738252257928,5.879660248756409,18,182,0
98,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,17,195,89.0,16,1,179,4,17,1,183,179,-8.67089411165638,-8.423786121886224,196,4,0,6.337507369406521,5.493089020252228,20,180,0
99,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,195,87.0,21,0,174,5,21,0,179,174,-9.029510893345869,-9.116107642650604,199,1,0,5.8107785870786755,5.787270903587341,18,182,0
100,AlphaEdit_ORIGINAL,PS,FINAL_W100_FIXED_B100_COHORT,200,21,197,88.0,21,0,176,3,21,0,179,176,-8.844435461067333,-8.634176714345813,197,3,0,6.039029994327575,6.189387083053589,18,182,0
1,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,886,642,-24.4,610,276,32,82,886,276,114,32,-2.6289554449608548,-2.3185715675354004,745,255,0,2.049765371924441,1.5774259269237518,341,659,0
2,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,614,-26.8,588,294,26,92,882,294,118,26,-2.786470446326184,-2.4253339767456055,760,240,0,2.072017519785091,1.7900463342666626,308,692,0
3,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,587,-30.3,564,326,23,87,890,326,110,23,-2.9433006439342715,-2.475773334503174,747,253,0,1.7364544744040469,1.1947954893112183,349,651,0
4,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,858,566,-29.2,535,323,31,111,858,323,142,31,-2.791124090418394,-2.2142863273620605,734,266,0,1.6843754677922698,1.2245802879333496,361,639,0
5,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,617,-25.9,591,285,26,98,876,285,124,26,-2.604027341536945,-2.06440806388855,731,269,0,2.1612188262980196,1.6296974122524261,332,668,0
6,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,851,593,-25.8,553,298,40,109,851,298,149,40,-2.5832523508062586,-2.175096035003662,750,250,0,1.6371747997933999,1.2083873748779297,352,648,0
7,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,621,-26.0,598,283,23,96,881,283,119,23,-2.5225782380328017,-2.2650413513183594,737,263,0,2.1554768257270336,1.75179123878479,320,680,0
8,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,897,639,-25.8,604,293,35,68,897,293,103,35,-2.416907429747167,-2.240579128265381,754,246,0,1.590915926780668,1.2397158443927765,351,649,0
9,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,603,-29.5,580,318,23,79,898,318,102,23,-2.8521300137655055,-2.742642879486084,766,234,0,2.1562415752308444,1.7448954582214355,327,673,0
10,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,613,-28.8,591,310,22,77,901,310,99,22,-2.887571834697039,-2.480442523956299,774,226,0,1.7890146870657335,1.4957612231373787,344,656,0
11,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,900,615,-28.5,588,312,27,73,900,312,100,27,-2.3929598358531368,-1.869379997253418,708,292,0,2.225076996114105,1.8620166778564453,319,681,0
12,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,689,-21.4,665,238,24,73,903,238,97,24,-2.3550810882775695,-2.1852004528045654,751,249,0,1.8552186378237092,1.3911516070365906,322,678,0
13,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,892,648,-24.4,617,275,31,77,892,275,108,31,-2.7454254310717805,-2.3369808197021484,774,226,0,1.8453243966092123,1.487563133239746,333,667,0
14,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,633,-24.7,601,279,32,88,880,279,120,32,-2.4087730816754047,-2.1939597129821777,716,284,0,1.686564509461401,1.3083341121673584,345,655,0
15,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,627,-25.4,593,288,34,85,881,288,119,34,-2.706796516385046,-2.3682901859283447,747,253,0,1.8587759136651294,1.2151601314544678,366,634,0
16,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,595,-26.5,554,306,41,99,860,306,140,41,-2.2015376095027896,-2.042373538017273,726,274,0,2.0235009051496164,1.4838631600141525,347,653,0
17,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,848,630,-21.8,595,253,35,117,848,253,152,35,-2.017893563155849,-1.8183369636535645,717,283,0,1.7221048562405632,1.20949125289917,344,656,0
18,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,633,-27.2,603,302,30,65,905,302,95,30,-2.6023114476483316,-2.2818374633789062,755,245,0,1.9998291747415204,1.3989925384521484,355,645,0
19,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,898,691,-20.7,663,235,28,74,898,235,102,28,-2.3925430720319274,-2.2451565265655518,742,258,0,1.783830942324188,1.3234418630599976,341,659,0
20,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,924,655,-26.9,626,298,29,47,924,298,76,29,-2.2547011262344894,-1.8889122009277344,720,280,0,2.354099955606507,1.772107183933258,335,665,0
21,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,651,-26.0,625,286,26,63,911,286,89,26,-2.6713635686235504,-2.293427586555481,753,247,0,1.9611991067638155,1.4354164898395538,319,681,0
22,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,890,626,-26.4,596,294,30,80,890,294,110,30,-2.364467478930601,-2.0572922229766846,742,258,0,2.0435432994081637,1.586057424545288,328,672,0
23,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,889,630,-25.9,604,285,26,85,889,285,111,26,-2.794197978884785,-2.6026558876037598,767,233,0,1.9788142685635248,1.3787767887115479,351,649,0
24,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,652,-23.1,626,257,26,91,883,257,117,26,-2.1350344980857336,-1.886649250984192,705,295,0,1.573953416785458,1.1364564411342144,352,648,0
25,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,885,644,-24.1,615,270,29,86,885,270,115,29,-2.556483882610104,-2.3825995922088623,759,241,0,1.2660384325245395,0.7102532386779785,405,595,0
26,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,634,-23.5,593,276,41,90,869,276,131,41,-2.4561832388181357,-2.1092729568481445,726,274,0,2.034490753991471,1.6606813073158264,325,675,0
27,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,901,662,-23.9,635,266,27,72,901,266,99,27,-2.5570509151674923,-2.3314361572265625,747,253,0,2.0012994276002862,1.5449362993240356,328,672,0
28,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,601,-28.7,575,313,26,86,888,313,112,26,-2.4981459882950876,-2.1883039474487305,737,263,0,1.635979197100387,0.8877996206283569,378,622,0
29,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,899,601,-29.8,570,329,31,70,899,329,101,31,-2.8356180287313184,-2.51257061958313,776,224,0,2.122689611076261,1.7239122416940518,333,667,0
30,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,629,-27.4,601,302,28,69,903,302,97,28,-2.2083934722335545,-2.115595817565918,743,257,0,1.8657267556772568,1.3284655809402466,342,658,0
31,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,909,634,-27.5,615,294,19,72,909,294,91,19,-2.8581215908553568,-2.5973901748657227,766,234,0,1.3781627682872348,1.1587278842926025,376,624,0
32,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,918,664,-25.4,642,276,22,60,918,276,82,22,-2.392727441756171,-2.3677971363067627,747,253,0,1.960362049371528,1.4539607986807823,344,656,0
33,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,869,580,-28.9,550,319,30,101,869,319,131,30,-2.6723576815214147,-2.146313428878784,749,251,0,2.5008694479598197,1.9762040376663208,296,704,0
34,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,906,631,-27.5,602,304,29,65,906,304,94,29,-2.806774642465287,-2.524956703186035,761,239,0,1.6096579884570092,1.1272876262664795,371,629,0
35,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,876,672,-20.4,634,242,38,86,876,242,124,38,-2.040796017555054,-1.9987683296203613,715,285,0,1.9823414559916128,1.4152345657348633,352,648,0
36,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,871,619,-25.2,594,277,25,104,871,277,129,25,-2.3499086838662624,-2.2981377840042114,768,232,0,1.97908398244204,1.4741118550300598,342,658,0
37,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,664,-24.1,626,279,38,57,905,279,95,38,-2.7754991691804607,-2.3473339080810547,779,221,0,1.901709461228922,1.2932598888874054,349,651,0
38,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,902,692,-21.0,662,240,30,68,902,240,98,30,-2.277237650821509,-1.9453703165054321,720,280,0,1.9116426061749807,1.4015284776687622,357,643,0
39,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,686,-21.0,653,243,33,71,896,243,104,33,-2.3500647986128462,-2.139514446258545,743,257,0,2.092842558594013,1.4061708450317383,360,640,0
40,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,843,577,-26.6,538,305,39,118,843,305,157,39,-2.3078814874704405,-1.9469974040985107,738,262,0,1.8354086039641406,1.2382116913795471,354,646,0
41,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,860,631,-22.9,589,271,42,98,860,271,140,42,-2.2961837406362466,-1.9495649337768555,749,251,0,1.7788952606208623,1.2017015218734741,358,642,0
42,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,618,-26.4,591,291,27,91,882,291,118,27,-2.264072655879543,-1.8164546489715576,708,292,0,2.1689983371722046,1.7536264657974243,312,688,0
43,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,664,-21.6,627,253,37,83,880,253,120,37,-2.1270353228495513,-1.9589648246765137,735,265,0,1.8130134418593953,1.3959615230560303,369,631,0
44,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,936,664,-27.2,646,290,18,46,936,290,64,18,-2.4737063982161924,-2.0937259197235107,738,262,0,2.1058609062950127,1.5592539310455322,339,661,0
45,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,601,-27.8,567,312,34,87,879,312,121,34,-2.8822612994255032,-2.3850040435791016,757,243,0,1.9493746300252388,1.5168728828430176,338,662,0
46,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,878,650,-22.8,624,254,26,96,878,254,122,26,-2.3068998477671996,-2.165541648864746,723,277,0,1.5952432747278944,1.199560523033142,349,651,0
47,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,920,687,-23.3,663,257,24,56,920,257,80,24,-2.4478120541893875,-2.11372971534729,735,265,0,1.922857747124508,1.5386147499084473,313,687,0
48,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,912,645,-26.7,612,300,33,55,912,300,88,33,-2.867968291783094,-2.6036579608917236,762,238,0,1.908499951177626,1.6032866835594177,345,655,0
49,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,882,632,-25.0,602,280,30,88,882,280,118,30,-2.563534308108734,-2.457017421722412,736,264,0,1.6407436874511185,1.1318573951721191,364,636,0
50,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,637,-25.1,609,279,28,84,888,279,112,28,-2.6924476775998483,-2.2529618740081787,759,241,0,1.7715935197596555,1.4415642023086548,347,653,0
51,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,888,637,-25.1,612,276,25,87,888,276,112,25,-2.9940312027962643,-2.7157962322235107,761,239,0,1.6593201796862704,1.3748090267181396,354,646,0
52,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,921,645,-27.6,617,304,28,51,921,304,79,28,-2.3431627579394263,-2.035843849182129,718,282,0,1.692074535551248,1.0692404508590698,361,639,0
53,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,626,-26.9,599,296,27,78,895,296,105,27,-2.6931757986175655,-2.110278367996216,735,265,0,2.086921120865387,1.411232590675354,330,670,0
54,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,904,668,-23.6,631,273,37,59,904,273,96,37,-2.4886790984711613,-2.261551856994629,733,267,0,1.92138265223708,1.2079110145568848,362,638,0
55,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,905,671,-23.4,641,264,30,65,905,264,95,30,-2.162784207705641,-2.0083870887756348,732,268,0,2.1472547138857188,1.7811257243156433,323,677,0
56,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,867,648,-21.9,612,255,36,97,867,255,133,36,-2.201696887219732,-1.9322271347045898,716,284,0,1.8087912821156789,1.3237652778625488,355,645,0
57,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,903,697,-20.6,673,230,24,73,903,230,97,24,-2.3606735617498633,-2.2272908687591553,693,307,0,1.7307704562831205,1.388602375984192,357,643,0
58,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,635,-25.9,600,294,35,71,894,294,106,35,-2.5105474501651477,-2.3032102584838867,740,260,0,2.0742563871943855,1.6638944149017334,326,674,0
59,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,894,620,-27.4,593,301,27,79,894,301,106,27,-2.524256661568681,-2.1559152603149414,753,247,0,2.0301668525352143,1.3230865001678467,346,654,0
60,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,895,666,-22.9,642,253,24,81,895,253,105,24,-2.5134443758525884,-2.243125796318054,744,256,0,1.5968424290516705,1.1421899795532227,373,627,0
61,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,880,632,-24.8,604,276,28,92,880,276,120,28,-2.486756205700338,-2.0735831260681152,733,267,0,2.010208016940975,1.6886465549468994,346,654,0
62,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,887,650,-23.7,621,266,29,84,887,266,113,29,-2.500983621679369,-2.1997532844543457,759,241,0,1.807544076802209,1.2789398431777954,342,658,0
63,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,883,643,-24.0,613,270,30,87,883,270,117,30,-2.532665913635865,-2.257843255996704,741,259,0,2.019390238940483,1.653775691986084,335,665,0
64,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,881,615,-26.6,593,288,22,97,881,288,119,22,-2.7705775681952765,-2.3748183250427246,748,252,0,1.8858317155772237,1.3203824758529663,349,651,0
65,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,917,653,-26.4,631,286,22,61,917,286,83,22,-2.445793288531406,-2.046828031539917,733,267,0,2.2281918964203213,1.7160642556846142,315,685,0
66,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,638,-27.3,611,300,27,62,911,300,89,27,-2.6472682348300003,-2.4078941345214844,757,243,0,1.914935646780359,1.3742586970329285,366,634,0
67,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,623,-28.8,598,313,25,64,911,313,89,25,-3.0125191396838638,-2.5195581912994385,752,248,0,2.2732730060724426,1.7528827786445618,317,683,0
68,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,891,660,-23.1,627,264,33,76,891,264,109,33,-2.3111670509111137,-1.9935657978057861,758,242,0,1.6714060616202768,1.235189437866211,331,669,0
69,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,631,-28.0,605,306,26,63,911,306,89,26,-2.7834033455749743,-2.5084903240203857,758,242,0,2.382640811861842,1.972798466682434,293,707,0
70,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,907,627,-28.0,602,305,25,68,907,305,93,25,-2.794942024752469,-2.2772016525268555,756,244,0,1.8168845298220986,1.5181769268820062,332,668,0
71,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,879,639,-24.0,613,266,26,95,879,266,121,26,-2.44036181570997,-2.150351047515869,714,286,0,1.702601452175295,1.1522646974772215,359,641,0
72,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,896,613,-28.3,578,318,35,69,896,318,104,35,-2.695931796840334,-2.353732109069824,739,261,0,1.8082957051994162,1.2134682089090347,367,633,0
73,AlphaEdit_ORIGINAL,NS,FINAL_W100_FIXED_B100_COHORT,1000,911,656,-25.5,631,280,25,64,911,280,89,25,-2.634891294095054,-2.4820401668548584,764,236,0,1.918919171962596,1.3663523197174072,327,673,0
