source_table,model,method,layer,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min,accepted_edit_count,fork
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,4.192314185234608,0.04192314185234608,0.024065834821122206,0.020608727806627217,0.028513129352601346,0.007904401545974129,0.033244691854219466,0.9161768578830853,0.014708553668660628,1500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,10100.20583932642,101.00205839326419,1.046753319393831,0.8699243985930878,1.2242587191614798,0.354334320568392,1.4100081053684752,13757.21115552297,-3761.195367578256,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,79421.59209125115,794.2159209125115,2.0598069354705517,1.65085130711144,2.4729503292645565,0.8220990221531166,2.9172635684665855,47045.15896477425,1.183821498777587,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,75.28554017095377,0.7528554017095377,0.7270639392313905,0.6517218807187375,0.7971887574512638,0.14546687673252634,0.9508973921927251,2.153656079416017,0.4279035039223056,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,123.19113603340229,1.2319113603340228,1.158096232156272,1.0488582525140697,1.353477850761236,0.3046195982471662,1.5630511688285402,2.523087056440676,0.8411059706919872,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,74.56792463778648,0.7456792463778648,0.7477547988383739,0.712947616361426,0.7847667818368486,0.07181916547542255,0.8171053973839969,0.9247725342248317,0.5509769983781951,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,82.17222848225461,0.8217222848225461,0.7780203880827696,0.7186194023972962,0.8693261153915635,0.1507067129942673,0.9647438356938325,2.1021516686722905,0.5458373703610662,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,81.36177490549318,0.8136177490549318,0.8232316282514591,0.8013272369611271,0.8428941540421356,0.04156691708100857,0.8647478872312436,0.9272623629909487,0.24411890801455305,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,49.98722521446807,0.4998722521446807,0.46217265587825507,0.4204706038867472,0.5220391272614902,0.10156852337474298,0.6143165735386104,1.7846662184844544,0.30218111247478563,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,93.11992791029078,0.9311992791029078,0.935596445857706,0.9270678708697032,0.9488269250649762,0.02175905419527302,0.9631263111343885,1.03285429316934,0.5335220544873711,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,5.204113710137338,0.052041137101373376,0.037859910009444234,0.030946316413326458,0.04379216693582418,0.012845850522497725,0.05303316584162307,0.751367280192124,0.022021402472373705,1500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,-991.9781036312482,-9.919781036312482,1.128734797630485,0.8867675885942747,1.3277192328940375,0.44095164429976275,1.5615227780705057,1.962231177288612,-1102.6129212830692,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,20429.171166808923,204.29171166808922,2.0568263947736583,1.682971465391947,2.5106688371612096,0.8276973717692626,3.207682589528408,20216.092662248502,0.7272800313270787,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,77.31966394992861,0.7731966394992861,0.7362168331913056,0.6367246161809369,0.8429991868975044,0.20627457071656752,0.9823129871697209,1.7879128329171798,0.4112556509162736,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,122.39914124544013,1.2239914124544014,1.1724492114270881,1.0378728458538389,1.3291228222214557,0.29124997636761685,1.531879133520672,3.3135173929125585,0.5495195983788465,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,73.48086602795264,0.7348086602795264,0.7360647244796787,0.6996076200590752,0.7844541394365241,0.08484651937744891,0.8117453452745556,0.9036947392494046,0.5388332625418413,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,79.30565903816833,0.7930565903816833,0.761778400932827,0.67656810903616,0.8643434949929384,0.18777538595677834,0.9179954837378511,2.947641822550349,0.4721612357578616,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,78.48490741735766,0.7848490741735766,0.785430382563965,0.7656183434522471,0.8108493936455694,0.0452310501933223,0.834074662904342,0.8820814288975649,0.6561015443662881,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,45.137883059048825,0.4513788305904882,0.4243547571830173,0.3875594648468652,0.4944191268180006,0.10685966197113539,0.5589900704943358,1.442170165935692,0.24446904677253423,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,88.02140951794162,0.8802140951794162,0.886328303198312,0.8707541643065775,0.9006231775606695,0.02986901325409197,0.9148514374450988,0.9672762896986378,0.37372295986112547,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,3.324917520513886,0.033249175205138856,0.023442617215466234,0.019659124222971145,0.027227326620067344,0.007568202397096199,0.03177102119005909,0.9900651847409652,0.010822465472699237,2000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,-1071.5890713762776,-10.715890713762777,1.172889230529182,0.9311459059038825,1.3785376974801888,0.4473917915763064,1.6100375714812594,2.028390628579844,-1188.1228376426936,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,34642.192157322854,346.42192157322853,2.1919263845900607,1.751662521049995,2.593507301235503,0.841844780185508,3.333142507574201,34417.46016236287,1.1724611608637012,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,81.20744879534142,0.8120744879534142,0.7644195460918659,0.6679018424853775,0.8893458090333528,0.22144396654797527,1.0189372557584722,1.9523305648644247,0.4131921297344396,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,127.77933954966244,1.2777933954966243,1.2012746991867806,1.0845585677490268,1.3637904243917622,0.2792318566427354,1.5717302762514813,2.689458468190396,0.8403226492295344,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,77.00829956391492,0.7700829956391492,0.7685496891594422,0.7326045860959283,0.8146408345940979,0.0820362484981696,0.8492177070541325,0.936582411931902,0.5781646656997986,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,81.49706355442876,0.8149706355442876,0.7871216526440852,0.7086069622321529,0.9003323381342583,0.19172537590210537,0.9548918401143729,2.214576586575052,0.4824979284627208,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,82.66173878744931,0.8266173878744931,0.8288261817423183,0.8047775072430057,0.8531938564107032,0.04841634916769755,0.8745959115097238,0.9325836365624346,0.48404940105052224,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,47.20978089200353,0.4720978089200353,0.4416818554762707,0.3989726196299076,0.5131290336286759,0.1141564139987683,0.5828525875581668,2.0649884930673954,0.24466452280737122,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,93.34454922432838,0.9334454922432838,0.9366007092240811,0.92648265262816,0.9469135741678424,0.0204309215396824,0.9573988512116363,1.0231150784021537,0.4955781048556374,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,4.400502692035523,0.044005026920355225,0.03601590164629449,0.029813989372553903,0.04273331054290666,0.012919321170352757,0.05008713221327952,0.6867004354465759,0.022038605815691056,2000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,-780.2172458817996,-7.802172458817996,1.221165075044231,1.0059419178774687,1.5226494999898343,0.5167075821123657,1.7458474348494235,2.1659989112777693,-905.9192346846144,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,28866.83184165846,288.6683184165846,2.343789719030443,1.8625000663062674,2.8462182246474397,0.9837181583411723,3.342526868989927,28631.52914729545,0.7423817273855859,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,88.15655487119027,0.8815655487119026,0.7916935748836573,0.7023868496376975,0.9555623875872087,0.2531755379495112,1.1852185821077332,2.1234667784852532,0.4996879500640127,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,129.89858384718792,1.2989858384718793,1.212220796866655,1.0701529731490518,1.447097850512208,0.3769448773631563,1.6638016375230231,3.68315593327713,0.5546917214352045,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,79.0372624937076,0.790372624937076,0.778801722951673,0.737857020591521,0.8383135630165046,0.10045654242498359,0.900698011379481,1.1856857496283186,0.5857963318472803,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,81.11215380219012,0.8111215380219012,0.772199073441818,0.7107601005631201,0.9002397718526343,0.18947967128951415,0.979861892064947,2.469240028822476,0.4778051825920163,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,77.98693029947185,0.7798693029947185,0.7867576362923567,0.7660896327955352,0.8036852904897412,0.03759565769420603,0.8183311446539083,0.8585904640830044,0.46572580735683505,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,43.406640677242294,0.4340664067724229,0.4217893669708525,0.3790363414094081,0.47701101503846033,0.09797467362905221,0.5312260365946196,1.3848562663684487,0.24289427210138714,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,86.48562298735808,0.8648562298735808,0.8688906561100793,0.854217143182989,0.8868982128267278,0.032681069643738736,0.9043674943563568,0.9227197194623441,0.47343417515543323,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,3.1776369945636094,0.031776369945636096,0.02376553248360788,0.019618339947748274,0.028182767479109142,0.008564427531360868,0.03364136869322068,0.7559726860336623,0.010161296780426168,3000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,-319.25609832341735,-3.1925609832341735,1.2878692475288092,1.0665448341853558,1.6148744494120892,0.5483296152267334,1.8206983091351674,2.2512231008768966,-453.4129490026955,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,47107.988975639586,471.07988975639586,2.4693557148905914,1.978179187702044,2.9585810504712597,0.9804018627692157,3.5235794697230953,46856.08708999724,1.4260266702782243,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,96.06845281725299,0.9606845281725299,0.8595715817611094,0.7479594399662379,1.045966415702877,0.29800697573663903,1.3410289224928393,2.3026704990521956,0.573937891559226,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,138.197824770673,1.3819782477067302,1.2713961113130918,1.1397240554965253,1.542110881695951,0.4023868261994257,1.7747663320734692,3.195208188454744,0.8634459146793221,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,84.49736429470404,0.8449736429470405,0.8277909741606433,0.7898232056102588,0.8924054640872581,0.10258225847699931,0.9554149770956741,1.3584055970218862,0.656563628440298,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,86.03567127427048,0.8603567127427049,0.8151025644072394,0.7477894323147632,0.9205868030584077,0.17279737074364443,1.031952014172375,2.7015810422478466,0.5398472398319311,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,83.72618901062083,0.8372618901062083,0.840816764705522,0.8246342125906363,0.858487642555855,0.03385342996521867,0.8740844608369859,0.9060185701235677,0.5865750590622644,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,45.613043707236315,0.45613043707236317,0.4416739287854142,0.3946861213717914,0.5048726604413528,0.11018653906956144,0.5506601023241912,1.4204453871396774,0.24655190381545908,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,93.58276848378144,0.9358276848378143,0.9360270527532026,0.9255389857313481,0.9481836663275645,0.022644680596216382,0.9578554922632903,0.9712180892424154,0.8609573834610567,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,4.436477631500516,0.044364776315005156,0.036800150752264775,0.03136710603863789,0.04486121637947689,0.013494110340839,0.053888728215934864,0.589959392818223,0.018177724766803034,3000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,152.00160482685192,1.5200160482685192,1.5057381707531619,1.2805624107463347,1.7597414453519589,0.47917903460562417,2.046881727926371,2.64054719487008,0.5081815530966354,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,353.6651837706173,3.5366518377061733,3.4625402483678807,2.5596144965287118,4.362615645301743,1.8030011487730309,5.225523173336584,7.8131693991885935,0.8512124091957957,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,134.3259888778404,1.343259888778404,1.2067131878365147,0.887030713986378,1.7440280627129932,0.8569973487266151,2.2242666499120487,3.0972259868945966,0.45813779616193046,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,168.34557471054168,1.6834557471054168,1.5885651863507055,1.3005742865780396,2.040393004109216,0.7398187175311763,2.377528995575129,3.9183455031123504,0.6232962283352551,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,104.95451737232713,1.0495451737232713,0.9943343660831073,0.8235914957392809,1.23293893977152,0.4093474440322391,1.440673263733403,2.640933593044172,0.5943726430031726,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,96.7407879821983,0.967407879821983,0.939423331641949,0.7856909063703472,1.1166735698308106,0.33098266346046334,1.2469298825384576,2.0268376572641937,0.4818679380666562,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,75.89813199391945,0.7589813199391945,0.7784607134500304,0.670587913026137,0.8438768543045045,0.17328894127836758,0.8907228294526682,1.3302950632087494,0.4614633394593482,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,47.79434132913663,0.4779434132913663,0.4575764916040421,0.41057075661443043,0.5362070262454486,0.12563626963101815,0.6004195496065613,0.871340323475089,0.2767436609082681,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,81.7469859706449,0.817469859706449,0.8271776153524957,0.7900207150239643,0.8510962591479935,0.06107554412402916,0.8697655538974832,0.8985974854738181,0.6927162253653609,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,3.872715846413565,0.03872715846413565,0.03742680753632818,0.030669380028323596,0.044530790249102906,0.013861410220779309,0.05642243937072177,0.0871931343570855,0.015579187036528415,5000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,170.8474979602232,1.708474979602232,1.6630354804429952,1.4336912718683017,1.9144777275081934,0.48078645563989175,2.2520107288567695,2.960700314948943,1.0551645937523058,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,410.6201896735566,4.106201896735566,4.149084021901626,3.2062217535503517,4.901461696270756,1.6952399427204043,5.715141478859491,8.085369786178006,1.993930543399129,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,161.52112018734763,1.6152112018734763,1.4867179261552694,1.0612913525854069,2.1093931443585383,1.0481017917731315,2.6364531925523043,3.3235294578748436,0.8106994808684203,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,193.1901362822037,1.931901362822037,1.8390473056809042,1.542853881434119,2.233166389022111,0.6903125075879921,2.664543605425229,3.8637022223453905,1.0516659392026124,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,122.65451907562834,1.2265451907562834,1.1797742550135664,0.9487485731689281,1.3766917273972328,0.42794315422830465,1.6050821932999828,2.962925965044771,0.7649644341473066,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,106.95409198100963,1.0695409198100962,1.0585326828392154,0.8871940500667839,1.1794001698063465,0.2922061197395627,1.4444746090796368,1.8664885754317062,0.6705631056481542,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,87.78671991095726,0.8778671991095726,0.8716402581026927,0.773330574475453,0.9720105414795289,0.19867996700407597,1.0485203478711533,1.4793803999231834,0.4639316690351087,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,58.220446216734075,0.5822044621673408,0.5764598078338816,0.4804805116931827,0.6679171923262013,0.1874366806330186,0.746070873408983,0.949458740268857,0.2974407608000864,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,92.17303076178511,0.9217303076178511,0.922201163975083,0.911792081885824,0.935359838573914,0.02356775668809008,0.948750888738716,0.9910371283700062,0.822615521611078,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,5.5425420668269165,0.055425420668269165,0.05279678181394272,0.041076340381101875,0.06543418235154234,0.02435784197044047,0.08218018847812668,0.1239775489317574,0.014001581149829495,5000,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,217.37357000382593,2.173735700038259,2.270772118057847,2.010507333026752,2.5359292466071213,0.5254219135803693,2.7733765112764783,3.0472198687082854,-2.5331503896907366,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,489.37113434924817,4.893711343492481,4.056630936998481,3.1437323935928423,5.519485192228646,2.3757527986358036,6.984444150979352,20.400619422247466,1.4315360994645236,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,223.32949790416765,2.2332949790416765,2.150909073242289,1.6623453376636452,2.7326993142210734,1.0703539765574281,3.2815378397630055,5.144846810797897,0.48022186415334256,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,177.32230001653917,1.7732230001653917,1.7414892537590965,1.3477005508182975,2.1818010266345502,0.8341004758162527,2.4625467714108025,3.115548001379159,0.7436237701679289,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,104.1573074158044,1.041573074158044,0.8472619552455116,0.6782086891818784,1.1533078758574535,0.47509918667557516,1.7550173488147565,3.888676254671036,0.4226071067617115,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,72.99711308648733,0.7299711308648733,0.6731511453883414,0.4627542416774207,0.8986812767121526,0.4359270350347319,1.2269390149549981,2.019232460004999,0.2335838657453988,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,45.8828026665421,0.458828026665421,0.41942051496404475,0.35870578195044456,0.49104621150048006,0.1323404295500355,0.5617263166357838,1.342119107933194,0.2505420788591922,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,27.72772475355587,0.2772772475355587,0.23996994388199916,0.1873060663104622,0.2995647053185658,0.11225863900810362,0.45733543074958727,0.9751432410237059,0.10756573850020933,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,58.942468591305264,0.5894246859130526,0.5865824095756447,0.4890211479178278,0.6915783819086844,0.20255723399085657,0.7719415084228509,0.8951249184715304,0.29061955312491994,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,5.994235060697699,0.05994235060697699,0.06123890568989119,0.048097178270977856,0.071559681752816,0.02346250348183815,0.08246590525197758,0.10081683869507478,0.012827664177904295,7500,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,alphaedit,4,rho,RECORDED,100,260.0588619944494,2.600588619944494,2.610536427616756,2.339324876891794,2.933994919785622,0.5946700428938283,3.2217821880119493,3.514335644864993,-0.5683903236238663,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,4,tau,RECORDED,100,587.6647267344392,5.876647267344392,4.699836650399135,4.034680991854266,6.51007394561368,2.475392953759414,8.219780291964673,25.7995142706767,2.4684372526150673,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,rho,RECORDED,100,296.3056010950502,2.9630560109505018,3.0008546339309925,2.3013731575308967,3.5499636455048944,1.2485904879739977,3.9860104863183987,5.34987700472051,1.2326408589244842,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,5,tau,RECORDED,100,205.27162127003263,2.0527162127003264,2.015088124653672,1.6058719354854987,2.4027250841293406,0.7968531486438419,2.771562929040681,4.524031638330167,0.8339043331995444,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,rho,RECORDED,100,159.99553274128868,1.5999553274128868,1.46875498447802,1.0663015731558667,1.989873237405882,0.9235716642500154,2.591630753081747,4.231228479190343,0.5299704455575212,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,6,tau,RECORDED,100,112.05304089916453,1.1205304089916452,1.0994249880981484,0.8632695212040153,1.3221725791644539,0.4589030579604385,1.5977783464180264,1.983291813461231,0.4476285054111426,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,rho,RECORDED,100,75.31233322420024,0.7531233322420025,0.6793724250350794,0.6233917515594118,0.7652846690782698,0.1418929175188579,0.9682005877588211,2.0104923221153683,0.244378246886393,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,7,tau,RECORDED,100,56.1218390310903,0.561218390310903,0.4998139234573513,0.37058360638044413,0.6766971637559205,0.30611355737547635,0.9320305084080243,1.5118260137889414,0.24331854994368796,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,rho,RECORDED,100,85.58074254503643,0.8558074254503643,0.8658977309306052,0.80388797815439,0.9155447923030159,0.11165681414862594,0.9405546913736207,0.9794110694133777,0.6353016001088718,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,alphaedit,8,tau,RECORDED,100,9.194237626479115,0.09194237626479115,0.0885675381850298,0.06285372544279451,0.11397861644299769,0.051124891000203176,0.15087991218112107,0.18986725652821954,0.01215032367421681,7500,RESET_CACHE
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,38.71515233736289,0.3871515233736289,0.39140073915945267,0.307716992055074,0.46876859258837134,0.1610516005332973,0.5444828013650441,0.7517717130366823,0.1123277672664668,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,115.86055475268755,1.1586055475268755,1.073202851788407,0.8828127133450765,1.4282428250994372,0.5454301117543607,1.7091043761166766,1.965162393207001,0.4304910692414854,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,33.57951821237071,0.33579518212370707,0.3321371155142336,0.2741315285967268,0.4041441245970896,0.1300125960003628,0.45029736752782257,0.549880380485741,0.1436393954723424,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,84.0670847866866,0.8406708478668661,0.8299090406067822,0.703169110555499,0.9468503477334895,0.2436812371779905,1.058270072544571,1.3350344168029853,0.37053996555300256,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,rho,RECORDED,100,37.422144239105776,0.37422144239105776,0.37759703534761396,0.3217901583578334,0.4309002931031642,0.10911013474533077,0.4514481467489061,0.5345745520922998,0.21751625981261066,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,6,tau,RECORDED,100,63.383318930018845,0.6338331893001885,0.6285359860674311,0.5694348650371508,0.7011761762271548,0.13174131119000398,0.7680172883755824,0.9223520003285047,0.3320840911835898,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,rho,RECORDED,100,44.28301670425894,0.44283016704258943,0.44694055157377965,0.40566631657115426,0.48861773563220556,0.0829514190610513,0.526165301828506,0.5532828979381561,0.2659991007385094,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,7,tau,RECORDED,100,44.03666778748296,0.44036667787482964,0.4190360758011828,0.36082276831924653,0.48166459061310596,0.12084182229385942,0.5820429613749672,0.8483999181360925,0.23307289540455828,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,rho,RECORDED,100,55.73535643885277,0.5573535643885277,0.5569243797013161,0.5271375778694207,0.5930315167457685,0.06589393887634776,0.6152126388821818,0.656621978819995,0.3765825252518667,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,8,tau,RECORDED,100,6.747999898104181,0.06747999898104182,0.06723310164183241,0.05446876458394226,0.07818953430761452,0.023720769723672264,0.09082312632850886,0.10858213009426655,0.027869742707240026,0,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,rho,RECORDED,100,1341.9445062555324,13.419445062555324,0.575572951717896,0.4932526904947907,0.6810793883018532,0.18782669780706251,0.8494371822457017,1284.0764107188022,0.18126200687518707,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,4,tau,RECORDED,100,36308.86380294328,363.0886380294328,1.2537113694783018,0.9850868723916546,1.5883095079487228,0.6032226355570682,2.177024528142066,36167.664766693015,0.4832635248601609,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,rho,RECORDED,100,49.06070885102707,0.49060708851027074,0.44610717233975783,0.3754626669649941,0.5084782301759546,0.13301556321096053,0.6431534932663953,1.9970138007491178,0.0074337086379042345,1000,ACCUMULATED_OR_STATIC
checkpoint_layer,llama3-8b-inst,memit,5,tau,RECORDED,100,104.72056615100877,1.0472056615100878,0.9444001210659216,0.819585373675912,1.2060801856779737,0.3864948120020617,1.4158100069211292,3.5663120424721653,0.3951148239197143,1000,ACCUMULATED_OR_STATIC
