state,family,variant,edits,task,branch,correct,denominator,invalid,accuracy,weighted_f1,mcc,delta_accuracy_pp,delta_f1_pp,probability_ties,prompt_order_sha256,parameter_root,source_head
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,mmlu,alternative,40,100,0,0.4,0.39921231650554956,0.20313905225967102,-20.999999999999996,-21.178727458771828,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,ced1b2606a12fcbca0aa65e9fe35b8e62dc3d156795cf107c97103a6b22b77ce,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,generation,57,100,0,0.57,0.5538956323270048,0.1513535625225437,-10.000000000000009,-11.206246059738023,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,ced1b2606a12fcbca0aa65e9fe35b8e62dc3d156795cf107c97103a6b22b77ce,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits04000,AlphaEdit,L8_ONLY,4000,nli,alternative,57,100,0,0.57,0.5538956323270048,0.1513535625225437,-10.000000000000009,-11.206246059738023,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,ced1b2606a12fcbca0aa65e9fe35b8e62dc3d156795cf107c97103a6b22b77ce,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,generation,31,100,65,0.31,0.4433333333333333,0.268660041356697,-42.0,-38.77707841594545,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,sst2,alternative,85,100,0,0.85,0.8487750781328763,0.711623219441964,-13.0,-13.121691866584307,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,generation,53,100,0,0.53,0.4233836339099497,0.11757927025044308,-14.000000000000002,-23.425720020147256,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mrpc,alternative,53,100,0,0.53,0.4233836339099497,0.11757927025044308,-14.000000000000002,-23.425720020147256,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,generation,37,100,45,0.37,0.40476190476190466,0.18053529810150562,-39.0,-35.591133004926114,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,cola,alternative,56,100,0,0.56,0.4761904761904762,0.2,-17.999999999999993,-25.510344691824642,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,generation,55,100,0,0.55,0.5331465919701214,0.10810968751610266,-10.999999999999998,-9.792979691876747,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,rte,alternative,55,100,0,0.55,0.5331465919701214,0.10810968751610266,-10.999999999999998,-9.792979691876747,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,generation,21,100,55,0.21,0.2709762057588144,0.1421805577594373,-31.000000000000007,-29.14196433549562,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,mmlu,alternative,37,100,0,0.37,0.36129577716559874,0.1643296060035522,-24.0,-24.97038139276691,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,generation,57,100,0,0.57,0.5699569956995699,0.140028008402801,-10.000000000000009,-9.600109722481509,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,alternative,57,100,0,0.57,0.5699569956995699,0.140028008402801,-10.000000000000009,-9.600109722481509,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,7d235dfe6b5d66ddc2076079c4f0f324ee7c78c2e34c8bce9e52794a458e6b5b,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,generation,3,100,96,0.03,0.05769230769230769,0.05076730825668095,-70.0,-77.34118098004801,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,alternative,82,100,0,0.82,0.8181818181818181,0.6531972647421809,-16.000000000000004,-16.18101786169013,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,generation,49,100,0,0.49,0.3743099006256901,-0.03919309008348103,-18.000000000000004,-28.333093348573218,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,alternative,49,100,0,0.49,0.3743099006256901,-0.03919309008348103,-18.000000000000004,-28.333093348573218,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,generation,46,100,11,0.46,0.362962962962963,0.041301788773316625,-30.0,-39.77102718482028,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,alternative,48,100,0,0.48,0.34043632673769664,-0.10206207261596575,-26.0,-39.085759637102605,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,generation,53,100,0,0.53,0.5242433444680635,0.06150692760785472,-13.0,-10.68330444208253,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,alternative,53,100,0,0.53,0.5242433444680635,0.06150692760785472,-13.0,-10.68330444208253,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,21,100,48,0.21,0.26830046290893533,0.1105527201993406,-31.000000000000007,-29.409538620483527,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,38,100,0,0.38,0.38226661662673095,0.1781239784373749,-23.0,-22.87329744665369,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,generation,49,100,0,0.49,0.443170651817884,-0.024551430807011814,-18.000000000000004,-22.278744110650102,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,alternative,49,100,0,0.49,0.443170651817884,-0.024551430807011814,-18.000000000000004,-22.278744110650102,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,02adc46d890484e43d0b37e76d33895f6b0759c433c8e6e991c9109a14ee6051,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,generation,1,100,99,0.01,0.0196078431372549,0.050251890762960605,-72.0,-81.14962743555328,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,alternative,75,100,0,0.75,0.742559983523839,0.5316742625738917,-23.0,-23.743201327488038,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,generation,51,100,0,0.51,0.3988467672678199,0.03919309008348103,-16.000000000000004,-25.879406684360234,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,alternative,51,100,0,0.51,0.3988467672678199,0.03919309008348103,-16.000000000000004,-25.879406684360234,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,generation,44,100,9,0.44,0.31654676258992803,-0.04750547664146523,-32.0,-44.41264722212377,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,alternative,48,100,0,0.48,0.32432432432432434,-0.14285714285714285,-26.0,-40.696959878439834,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,generation,53,100,2,0.53,0.5296675986331159,0.08076277209646827,-13.0,-10.140879025577298,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,alternative,54,100,0,0.54,0.5332792207792209,0.08240856434303291,-12.0,-9.779716810966798,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,generation,14,100,75,0.14,0.22155383705206222,0.13801926716852528,-38.0,-34.08420120617084,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,alternative,38,100,0,0.38,0.3734392419175028,0.18424431513873651,-23.0,-23.756034917576507,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,nli,generation,47,100,1,0.47,0.41594202898550725,-0.062132178933695825,-20.000000000000007,-25.001606393887776,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,nli,alternative,48,100,0,0.48,0.42857142857142855,-0.05,-19.000000000000007,-23.738666435295645,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,37bb448e9f8a3e6d36dd2051b3b76a83a9c39f63465708645e93ca57b9d01d48,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,sst2,generation,0,100,100,0.0,0.0,0.0,-73.0,-83.11041174927878,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,sst2,alternative,71,100,0,0.71,0.7092731829573935,0.42211588240886905,-27.0,-27.07188138413259,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mrpc,generation,36,100,22,0.36,0.3403781979977753,-0.059904229787315376,-31.000000000000007,-31.726263611364697,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mrpc,alternative,48,100,0,0.48,0.3922393641888733,-0.06154574548966637,-19.000000000000007,-26.540146992254897,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,cola,generation,46,100,7,0.46,0.338379705400982,-0.017323973216880926,-30.0,-42.22935294101838,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,cola,alternative,49,100,0,0.49,0.3288590604026846,-0.10050378152592121,-25.0,-40.2434862706038,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,rte,generation,42,100,5,0.42,0.4285714285714286,-0.10606382579926062,-24.000000000000004,-20.250496031746025,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,rte,alternative,42,100,0,0.42,0.411525974025974,-0.16481712868606582,-24.000000000000004,-21.95504148629148,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mmlu,generation,5,100,93,0.05,0.0925925925925926,0.10259464015891531,-47.0,-46.9803256521178,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mmlu,alternative,26,100,0,0.26,0.21751207729468597,0.01620722127754384,-35.0,-39.348751379858186,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,nli,generation,47,100,3,0.47,0.44688524590163936,-0.032803051263052156,-20.000000000000007,-21.907284702274566,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,nli,alternative,49,100,0,0.49,0.4615140956604371,-0.022524579279982866,-18.000000000000004,-20.444399726394792,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,6118591f1576bd49aa717d449fbc452825b11007b401f60d37b1f4a14c2b0c40,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,sst2,generation,0,100,100,0.0,0.0,0.0,-73.0,-83.11041174927878,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,sst2,alternative,68,100,0,0.68,0.6637242538881885,0.40089186286863654,-29.999999999999993,-31.626774291053096,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mrpc,generation,11,100,78,0.11,0.15492957746478872,0.0,-56.00000000000001,-50.27112566466335,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mrpc,alternative,46,100,0,0.46,0.4269949066213923,-0.09119215051751065,-21.000000000000004,-23.064592749002998,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,cola,generation,12,100,74,0.12,0.15789473684210525,-0.02279803762937766,-64.0,-60.27784979690605,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,cola,alternative,48,100,0,0.48,0.32432432432432434,-0.14285714285714285,-26.0,-40.696959878439834,0,777b214fad96fab17e8286e57fb93df326943fded99956c0fcbc1addba8e46d1,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,rte,generation,26,100,49,0.26,0.3225108225108225,0.009139378126688894,-40.0,-30.85655663780663,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,rte,alternative,48,100,0,0.48,0.43576388888888884,-0.04828045495852676,-18.000000000000004,-19.53125,0,d8018f2d287374ec2c0abc7fb97f9c3d96b340afc900e54ab6476460e468be95,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mmlu,generation,3,100,91,0.03,0.05357142857142857,0.02102895577845166,-49.0,-50.882442054234204,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mmlu,alternative,25,100,0,0.25,0.16724137931034483,0.0,-36.0,-44.3758211782923,0,d2d3d7d816b173c156c4524a7efab0e01d4f1cb974ad64c2bc34de1c504caee3,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,nli,generation,23,100,41,0.23,0.2783906554185594,-0.1161269872959048,-44.00000000000001,-38.756743750582565,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,nli,alternative,49,100,0,0.49,0.4748223663886314,-0.02126697050295567,-18.000000000000004,-19.11357265357536,0,fc5b20e122a4b2c25b398e6ab558ebc396c25d9f2fe107e36bb1eb0fbe1e4713,b8faeeb2c9195080c2eb5384fe18b2e732f656d6f042bac24d26c37b0c43f85c,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,sst2,generation,0,100,100,0.0,0.0,0.0,-73.0,-83.11041174927878,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,f2df90e88e607e6c1a5f9992e8ec6eb095908ab640dbb3a2c12fc507d785caa7,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,sst2,alternative,58,100,0,0.58,0.5689655172413793,0.16888013236829963,-40.0,-41.10264795573401,0,58281b251b2f3602437328044925c3cc5be1005c310e0061467b5a9bb39398bb,f2df90e88e607e6c1a5f9992e8ec6eb095908ab640dbb3a2c12fc507d785caa7,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mrpc,generation,15,100,64,0.15,0.17857142857142858,-0.06159761717648864,-52.0,-47.90694055399937,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,f2df90e88e607e6c1a5f9992e8ec6eb095908ab640dbb3a2c12fc507d785caa7,257fe5483dc3407690fec9c9bb45cc7dcda91215
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mrpc,alternative,40,100,0,0.4,0.3842364532019704,-0.21110016546037452,-27.0,-27.340438090945185,0,f6d9aefa402108b411d5f0eaede49359dbc0ad6c222dba27a3db59e784c61db3,f2df90e88e607e6c1a5f9992e8ec6eb095908ab640dbb3a2c12fc507d785caa7,257fe5483dc3407690fec9c9bb45cc7dcda91215
