state,family,variant,edits,task,branch,denominator,W0_correct,endpoint_correct,lost,gained,still_correct,still_wrong
AlphaEdit_L8_ONLY-edits05000,AlphaEdit,L8_ONLY,5000,nli,alternative,100,67,57,26,16,41,17
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,generation,100,73,3,70,0,3,27
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,sst2,alternative,100,98,82,17,1,81,1
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,generation,100,67,49,23,5,44,28
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mrpc,alternative,100,67,49,23,5,44,28
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,generation,100,76,46,34,4,42,20
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,cola,alternative,100,74,48,29,3,45,23
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,generation,100,66,53,28,15,38,19
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,rte,alternative,100,66,53,28,15,38,19
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,generation,100,52,21,37,6,15,42
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,mmlu,alternative,100,61,38,36,13,25,26
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,generation,100,67,49,36,18,31,15
AlphaEdit_L8_ONLY-edits06000,AlphaEdit,L8_ONLY,6000,nli,alternative,100,67,49,36,18,31,15
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,generation,100,73,1,72,0,1,27
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,sst2,alternative,100,98,75,24,1,74,1
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,generation,100,67,51,40,24,27,9
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mrpc,alternative,100,67,51,40,24,27,9
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,generation,100,76,44,37,5,39,19
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,cola,alternative,100,74,48,30,4,44,22
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,generation,100,66,53,34,21,32,13
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,rte,alternative,100,66,54,33,21,33,13
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,generation,100,52,14,43,5,9,43
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,mmlu,alternative,100,61,38,39,16,22,23
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,nli,generation,100,67,47,39,19,28,14
AlphaEdit_L8_ONLY-edits07000,AlphaEdit,L8_ONLY,7000,nli,alternative,100,67,48,38,19,29,14
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,sst2,generation,100,73,0,73,0,0,27
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,sst2,alternative,100,98,71,27,0,71,2
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mrpc,generation,100,67,36,49,18,18,15
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mrpc,alternative,100,67,48,44,25,23,8
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,cola,generation,100,76,46,36,6,40,18
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,cola,alternative,100,74,49,29,4,45,22
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,rte,generation,100,66,42,36,12,30,22
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,rte,alternative,100,66,42,34,10,32,24
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mmlu,generation,100,52,5,49,2,3,46
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,mmlu,alternative,100,61,26,48,13,13,26
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,nli,generation,100,67,47,37,17,30,16
AlphaEdit_L8_ONLY-edits08000,AlphaEdit,L8_ONLY,8000,nli,alternative,100,67,49,36,18,31,15
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,sst2,generation,100,73,0,73,0,0,27
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,sst2,alternative,100,98,68,30,0,68,2
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mrpc,generation,100,67,11,63,7,4,26
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mrpc,alternative,100,67,46,44,23,23,10
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,cola,generation,100,76,12,67,3,9,21
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,cola,alternative,100,74,48,29,3,45,23
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,rte,generation,100,66,26,43,3,23,31
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,rte,alternative,100,66,48,24,6,42,28
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mmlu,generation,100,52,3,50,1,2,47
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,mmlu,alternative,100,61,25,49,13,12,26
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,nli,generation,100,67,23,54,10,13,23
AlphaEdit_L8_ONLY-edits09000,AlphaEdit,L8_ONLY,9000,nli,alternative,100,67,49,33,15,34,18
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,sst2,generation,100,73,0,73,0,0,27
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,sst2,alternative,100,98,58,40,0,58,2
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mrpc,generation,100,67,15,60,8,7,25
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mrpc,alternative,100,67,40,47,20,20,13
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,cola,generation,100,76,17,63,4,13,20
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,cola,alternative,100,74,50,28,4,46,22
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,rte,generation,100,66,5,63,2,3,32
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,rte,alternative,100,66,47,24,5,42,29
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mmlu,generation,100,52,1,51,0,1,48
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,mmlu,alternative,100,61,30,44,13,17,26
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,nli,generation,100,67,11,62,6,5,27
AlphaEdit_L8_ONLY-edits10000,AlphaEdit,L8_ONLY,10000,nli,alternative,100,67,57,31,21,36,12
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,sst2,generation,100,73,72,1,0,72,27
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,sst2,alternative,100,98,98,0,0,98,2
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mrpc,generation,100,67,69,0,2,67,31
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mrpc,alternative,100,67,69,0,2,67,31
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,cola,generation,100,76,77,0,1,76,23
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,cola,alternative,100,74,73,1,0,73,26
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,rte,generation,100,66,64,2,0,64,34
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,rte,alternative,100,66,64,2,0,64,34
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mmlu,generation,100,52,53,2,3,50,45
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,mmlu,alternative,100,61,62,2,3,59,36
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,nli,generation,100,67,66,2,1,65,32
AlphaEdit_ORIGINAL-edits00100,AlphaEdit,BLUE,100,nli,alternative,100,67,67,1,1,66,32
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,sst2,generation,100,73,79,2,8,71,19
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,sst2,alternative,100,98,98,1,1,97,1
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mrpc,generation,100,67,65,6,4,61,29
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mrpc,alternative,100,67,65,6,4,61,29
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,cola,generation,100,76,73,4,1,72,23
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,cola,alternative,100,74,68,6,0,68,26
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,rte,generation,100,66,64,2,0,64,34
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,rte,alternative,100,66,64,2,0,64,34
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mmlu,generation,100,52,49,6,3,46,45
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,mmlu,alternative,100,61,59,5,3,56,36
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,nli,generation,100,67,68,2,3,65,30
AlphaEdit_ORIGINAL-edits00500,AlphaEdit,BLUE,500,nli,alternative,100,67,68,2,3,65,30
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,sst2,generation,100,73,80,2,9,71,18
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,sst2,alternative,100,98,97,2,1,96,1
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mrpc,generation,100,67,67,4,4,63,29
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mrpc,alternative,100,67,67,4,4,63,29
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,cola,generation,100,76,72,6,2,70,22
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,cola,alternative,100,74,68,6,0,68,26
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,rte,generation,100,66,65,2,1,64,33
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,rte,alternative,100,66,65,2,1,64,33
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mmlu,generation,100,52,49,4,1,48,47
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,mmlu,alternative,100,61,58,4,1,57,38
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,nli,generation,100,67,68,3,4,64,29
AlphaEdit_ORIGINAL-edits01000,AlphaEdit,BLUE,1000,nli,alternative,100,67,68,3,4,64,29
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,sst2,generation,100,73,82,2,11,71,16
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,sst2,alternative,100,98,95,4,1,94,1
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mrpc,generation,100,67,68,6,7,61,26
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mrpc,alternative,100,67,68,6,7,61,26
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,cola,generation,100,76,66,11,1,65,23
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,cola,alternative,100,74,65,9,0,65,26
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,rte,generation,100,66,68,1,3,65,31
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,rte,alternative,100,66,67,2,3,64,31
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mmlu,generation,100,52,45,9,2,43,46
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,mmlu,alternative,100,61,53,9,1,52,38
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,nli,generation,100,67,68,5,6,62,27
AlphaEdit_ORIGINAL-edits02000,AlphaEdit,BLUE,2000,nli,alternative,100,67,69,4,6,63,27
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,sst2,generation,100,73,78,4,9,69,18
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,sst2,alternative,100,98,94,5,1,93,1
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mrpc,generation,100,67,64,11,8,56,25
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mrpc,alternative,100,67,64,11,8,56,25
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,cola,generation,100,76,72,7,3,69,21
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,cola,alternative,100,74,70,6,2,68,24
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,rte,generation,100,66,67,2,3,64,31
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,rte,alternative,100,66,67,2,3,64,31
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mmlu,generation,100,52,46,13,7,39,41
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,mmlu,alternative,100,61,54,13,6,48,33
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,nli,generation,100,67,69,6,8,61,25
AlphaEdit_ORIGINAL-edits03000,AlphaEdit,BLUE,3000,nli,alternative,100,67,69,6,8,61,25
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,sst2,generation,100,73,74,6,7,67,20
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,sst2,alternative,100,98,94,5,1,93,1
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mrpc,generation,100,67,62,12,7,55,26
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mrpc,alternative,100,67,62,12,7,55,26
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,cola,generation,100,76,75,7,6,69,18
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,cola,alternative,100,74,73,5,4,69,22
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,rte,generation,100,66,65,4,3,62,31
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,rte,alternative,100,66,65,4,3,62,31
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mmlu,generation,100,52,48,14,10,38,38
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,mmlu,alternative,100,61,55,13,7,48,32
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,nli,generation,100,67,71,9,13,58,20
AlphaEdit_ORIGINAL-edits04000,AlphaEdit,BLUE,4000,nli,alternative,100,67,71,9,13,58,20
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,sst2,generation,100,73,71,10,8,63,19
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,sst2,alternative,100,98,95,4,1,94,1
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mrpc,generation,100,67,55,20,8,47,25
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mrpc,alternative,100,67,55,20,8,47,25
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,cola,generation,100,76,72,6,2,70,22
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,cola,alternative,100,74,67,8,1,66,25
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,rte,generation,100,66,65,4,3,62,31
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,rte,alternative,100,66,65,4,3,62,31
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mmlu,generation,100,52,53,12,13,40,35
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,mmlu,alternative,100,61,58,11,8,50,31
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,nli,generation,100,67,67,12,12,55,21
AlphaEdit_ORIGINAL-edits05000,AlphaEdit,BLUE,5000,nli,alternative,100,67,67,12,12,55,21
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,sst2,generation,100,73,74,8,9,65,18
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,sst2,alternative,100,98,94,5,1,93,1
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mrpc,generation,100,67,55,21,9,46,24
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mrpc,alternative,100,67,55,21,9,46,24
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,cola,generation,100,76,67,14,5,62,19
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,cola,alternative,100,74,62,16,4,58,22
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,rte,generation,100,66,64,5,3,61,31
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,rte,alternative,100,66,64,5,3,61,31
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mmlu,generation,100,52,52,14,14,38,34
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,mmlu,alternative,100,61,59,14,12,47,27
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,nli,generation,100,67,68,14,15,53,18
AlphaEdit_ORIGINAL-edits06000,AlphaEdit,BLUE,6000,nli,alternative,100,67,68,14,15,53,18
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,sst2,generation,100,73,73,11,11,62,16
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,sst2,alternative,100,98,91,8,1,90,1
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mrpc,generation,100,67,60,17,10,50,23
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mrpc,alternative,100,67,60,17,10,50,23
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,cola,generation,100,76,62,19,5,57,19
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,cola,alternative,100,74,69,9,4,65,22
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,rte,generation,100,66,63,7,4,59,30
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,rte,alternative,100,66,63,7,4,59,30
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mmlu,generation,100,52,46,20,14,32,34
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,mmlu,alternative,100,61,56,18,13,43,26
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,nli,generation,100,67,61,22,16,45,17
AlphaEdit_ORIGINAL-edits07000,AlphaEdit,BLUE,7000,nli,alternative,100,67,61,22,16,45,17
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,sst2,generation,100,73,70,12,9,61,18
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,sst2,alternative,100,98,90,9,1,89,1
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mrpc,generation,100,67,60,20,13,47,20
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mrpc,alternative,100,67,60,20,13,47,20
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,generation,100,76,68,14,6,62,18
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,cola,alternative,100,74,70,9,5,65,21
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,generation,100,66,61,9,4,57,30
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,rte,alternative,100,66,61,9,4,57,30
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,generation,100,52,43,22,13,30,35
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,mmlu,alternative,100,61,57,18,14,43,25
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,generation,100,67,59,21,13,46,20
AlphaEdit_ORIGINAL-edits08000,AlphaEdit,BLUE,8000,nli,alternative,100,67,59,20,12,47,21
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,generation,100,73,60,20,7,53,20
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,sst2,alternative,100,98,89,10,1,88,1
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,generation,100,67,55,24,12,43,21
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mrpc,alternative,100,67,60,19,12,48,21
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,generation,100,76,65,16,5,60,19
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,cola,alternative,100,74,72,9,7,65,19
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,generation,100,66,61,9,4,57,30
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,rte,alternative,100,66,61,9,4,57,30
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,generation,100,52,18,38,4,14,44
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,mmlu,alternative,100,61,48,27,14,34,25
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,generation,100,67,61,23,17,44,16
AlphaEdit_ORIGINAL-edits09000,AlphaEdit,BLUE,9000,nli,alternative,100,67,63,21,17,46,16
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,generation,100,73,31,44,2,29,25
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,sst2,alternative,100,98,79,20,1,78,1
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,generation,100,67,58,27,18,40,15
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mrpc,alternative,100,67,63,24,20,43,13
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,generation,100,76,58,24,6,52,18
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,cola,alternative,100,74,62,17,5,57,21
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,generation,100,66,60,12,6,54,28
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,rte,alternative,100,66,60,12,6,54,28
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,generation,100,52,12,45,5,7,43
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,mmlu,alternative,100,61,50,25,14,36,25
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,generation,100,67,50,29,12,38,21
AlphaEdit_ORIGINAL-edits10000,AlphaEdit,BLUE,10000,nli,alternative,100,67,49,29,11,38,22
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,generation,100,73,72,1,0,72,27
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,sst2,alternative,100,98,98,0,0,98,2
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,generation,100,67,68,0,1,67,32
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mrpc,alternative,100,67,68,0,1,67,32
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,generation,100,76,77,0,1,76,23
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,cola,alternative,100,74,74,0,0,74,26
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,generation,100,66,65,1,0,65,34
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,rte,alternative,100,66,65,1,0,65,34
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,generation,100,52,52,1,1,51,47
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,mmlu,alternative,100,61,60,1,0,60,39
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,generation,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits00100,MEMIT,L4_ONLY,100,nli,alternative,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,generation,100,73,74,0,1,73,26
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,sst2,alternative,100,98,97,1,0,97,2
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,generation,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mrpc,alternative,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,generation,100,76,76,1,1,75,23
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,cola,alternative,100,74,75,1,2,73,24
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,generation,100,66,65,1,0,65,34
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,rte,alternative,100,66,65,1,0,65,34
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,generation,100,52,53,3,4,49,44
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,mmlu,alternative,100,61,60,3,2,58,37
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,generation,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits00500,MEMIT,L4_ONLY,500,nli,alternative,100,67,67,1,1,66,32
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,generation,100,73,76,1,4,72,23
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,sst2,alternative,100,98,98,0,0,98,2
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,generation,100,67,65,4,2,63,31
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,mrpc,alternative,100,67,65,4,2,63,31
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,generation,100,76,76,2,2,74,22
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,cola,alternative,100,74,73,3,2,71,24
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,generation,100,66,65,2,1,64,33
MEMIT_L4_ONLY-edits01000,MEMIT,L4_ONLY,1000,rte,alternative,100,66,65,2,1,64,33
